,base,TYRt2r_REV_CPLX_dummy_s,4FE4St_s,HISt2r_FWD_BSU39390-MONOMER_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,ASNt2r_FWD_CPLX_dummy_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
formation_BSU15600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00760-MONOMER,1.7155668162189573e-11,1.711920854592767e-11,1.7093241210859052e-11,1.7118246441308418e-11,1.711728436372521e-11,1.7119930142134506e-11,1.7117043848553797e-11,1.7119930142134506e-11,1.709468332352077e-11,1.7119930142134506e-11,1.7117524880586385e-11,0.0,0.0
formation_BSU31580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06510-MONOMER,4.4656750247529385e-08,4.457086225738317e-08,4.4545148990576246e-08,4.4567992598513e-08,4.456986626928325e-08,4.457345448223988e-08,4.4572430704654215e-08,4.457345448223988e-08,4.461291019324045e-08,4.4579409382012177e-08,4.457778743766903e-08,0.0,0.0
formation_BSU40550-MONOMER,1.2125682969899981e-05,1.194717901953806e-05,1.1854596019742011e-05,1.1955448155128564e-05,1.1949460969093285e-05,1.19467559579322e-05,1.2056397422050052e-05,1.19467559579322e-05,1.3122730857262934e-05,1.1946541098107666e-05,1.2025611591073676e-05,0.0,0.0
formation_BSU14600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26810-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31970-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15080-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU13600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32480-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28080-MONOMER,1.3071914547785684e-11,1.3044133817608639e-11,1.3024347774777686e-11,1.3043400733402886e-11,1.3042667669797485e-11,1.3044683644281933e-11,1.3042484407114944e-11,1.3044683644281933e-11,1.3025446605397632e-11,1.3044683644281933e-11,1.304285093376755e-11,0.0,0.0
formation_BSU15820-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU13620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32820-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16600-MONOMER,2.4322816365583535e-11,2.4290146329779776e-11,2.4316444821796874e-11,2.4287113865869002e-11,2.4291336337597595e-11,2.4289508102802803e-11,2.4294903762769914e-11,2.4289508102802803e-11,2.441106007551604e-11,2.4289584305490356e-11,2.4297854200660185e-11,0.0,0.0
formation_BSU39920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37080-MONOMER,3.163215784342025e-12,3.158707024346056e-12,3.1644886461854255e-12,3.1585984362687213e-12,3.1587772407815285e-12,3.1586994940512054e-12,3.1606785629714915e-12,3.1586994940512054e-12,3.1865957369134616e-12,3.158708418021961e-12,3.1608429626991278e-12,0.0,0.0
formation_BSU33500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28870-MONOMER,4.808711580387488e-10,4.801295681757645e-10,4.803671587611861e-10,4.800809876112448e-10,4.801467879496755e-10,4.801182053717964e-10,4.802327419272433e-10,4.801182053717964e-10,4.822840867644757e-10,4.801194870835877e-10,4.802599569428543e-10,0.0,0.0
formation_BSU28790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21810-MONOMER,1.8537230254334362e-11,1.849783451088432e-11,1.8469776001900146e-11,1.849679492707522e-11,5.289216891260154e-11,1.8498614217912362e-11,1.849549548839502e-11,1.8498614217912362e-11,1.8471334249250825e-11,1.8498614217912362e-11,1.8496015258389605e-11,0.0,0.0
formation_BSU38020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38240-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01050-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU37120-MONOMER,5.838383488059027e-07,5.834944757175877e-07,5.830829734770604e-07,5.834952720953457e-07,5.834720487497808e-07,5.835035488358676e-07,5.834534832496362e-07,5.835035488358676e-07,5.8281828622107e-07,5.835058824902823e-07,5.834523622267474e-07,0.0,0.0
formation_BSU22710-MONOMER,9.333428613815244e-08,9.318344087553595e-08,9.314329069546206e-08,9.317706986487367e-08,9.31771871770257e-08,9.318384250825921e-08,9.317702049811205e-08,9.318384250825921e-08,9.325873784042919e-08,9.318374541470375e-08,9.318657144509927e-08,0.0,0.0
formation_BSU08790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12390-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16490-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_CPLX8J2-11,7.549689998681024e-09,7.53983065554208e-09,7.543938320235205e-09,7.538903786836026e-09,7.539666236696833e-09,7.539627642021781e-09,7.539643379839635e-09,7.539627642021781e-09,7.560801176528064e-09,7.539651206046058e-09,7.54099514640983e-09,0.0,0.0
formation_BSU35300-MONOMER,2.288649763504839e-07,2.2877540853367817e-07,2.288019496048849e-07,2.2872508949609834e-07,2.2875840026977167e-07,2.2876387173891682e-07,2.2868927812864548e-07,2.2876387173891682e-07,2.285347734662887e-07,2.2876482768693118e-07,2.2876388537074233e-07,0.0,0.0
formation_BSU30960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29750-MONOMER,3.5025011016280805e-08,3.4968404197891734e-08,3.495333727492505e-08,3.496601338602758e-08,3.496605740907192e-08,3.496855491625193e-08,3.496599486045203e-08,3.496855491625193e-08,3.499666044898659e-08,3.496851848052192e-08,3.4969578988399907e-08,0.0,0.0
formation_BSU39060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29120-MONOMER,2.439809912006569e-07,2.8406834573409456e-07,2.789317244957502e-07,2.8654820503690224e-07,2.8652319190374904e-07,2.8652927194075255e-07,2.907907124643437e-07,2.8652927194075255e-07,2.2030998854747885e-07,2.865299324065436e-07,2.830722283121654e-07,0.0,0.0
formation_BSU17710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00180-MONOMER,2.6477489647675624e-11,2.6435684361628837e-11,2.6455126630647632e-11,2.6431602600539545e-11,2.6435202886837516e-11,2.6434897990662258e-11,2.6436979851990627e-11,2.6434897990662258e-11,2.654053009526294e-11,2.6434981939592153e-11,2.6441859842734825e-11,0.0,0.0
formation_BSU06430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15720-MONOMER,4.808711580387488e-10,4.801295681757645e-10,4.803671587611861e-10,4.800809876112448e-10,4.801467879496755e-10,4.801182053717964e-10,4.802327419272433e-10,4.801182053717964e-10,4.822840867644757e-10,4.801194870835877e-10,4.802599569428543e-10,0.0,0.0
formation_BSU24160-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01100-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU38190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22600-MONOMER,8.953987736768482e-08,8.939516456304428e-08,8.935664664697231e-08,8.938905255922434e-08,8.938916510217227e-08,8.939554986780501e-08,8.938900519941731e-08,8.939554986780501e-08,8.946740040778757e-08,8.939545672148752e-08,8.93981678625432e-08,0.0,0.0
formation_BSU28470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15730-MONOMER,4.808711580387488e-10,4.801295681757645e-10,4.803671587611861e-10,4.800809876112448e-10,4.801467879496755e-10,4.801182053717964e-10,4.802327419272433e-10,4.801182053717964e-10,4.822840867644757e-10,4.801194870835877e-10,4.802599569428543e-10,0.0,0.0
formation_BSU29680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34790-MONOMER,1.0555679677836706e-09,1.3357157427495112e-08,1.3351281551015135e-08,1.3356375783003686e-08,1.3356305895433446e-08,1.3357395092210563e-08,1.335716502612486e-08,1.3357395092210563e-08,1.3374276859285648e-08,1.3357563467380299e-08,1.335783498863761e-08,0.0,0.0
formation_BSU15220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16510-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16960-MONOMER,1.348800091832732e-11,1.3478371244409737e-11,1.3493027141752623e-11,1.3477290062954365e-11,1.347942966381938e-11,1.3477831741169907e-11,1.3481879515935535e-11,1.3477831741169907e-11,1.3546065668433573e-11,1.347787067714786e-11,1.3482529553854745e-11,0.0,0.0
formation_BSU01190-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21690-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33930-MONOMER,8.695365066135587e-07,8.68917514063377e-07,8.683115736930814e-07,8.689109366553454e-07,8.688808889809151e-07,8.689306894323387e-07,8.688576356199923e-07,8.689306894323387e-07,8.680639936399625e-07,8.689338936304141e-07,8.688626628076482e-07,0.0,0.0
formation_BSU40330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11670-MONOMER,1.5206809389302996e-09,1.5126711358019221e-09,1.5083408270035698e-09,1.5133069529694064e-09,1.512914049851713e-09,1.5134157778587077e-09,1.514263938131754e-09,1.5134157778587077e-09,1.507852484022196e-09,1.513727793345237e-09,1.513478823304439e-09,0.0,0.0
formation_BSU32000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10120-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28090-MONOMER,1.2570107345026762e-08,1.2551998752103506e-08,1.2565686814473078e-08,1.2550278212259183e-08,1.2551770756788318e-08,1.2551625841193782e-08,1.2553275825934122e-08,1.2551625841193782e-08,1.2610180689627587e-08,1.2551664405831818e-08,1.2555466785540677e-08,0.0,0.0
formation_BSU00780-MONOMER,7.127602758067402e-12,7.112455014536247e-12,7.101666460729718e-12,7.112055292445981e-12,7.111655581588281e-12,7.1127548134753165e-12,7.1115556556289454e-12,7.1127548134753165e-12,7.102265610007259e-12,7.1127548134753165e-12,7.111755508249652e-12,0.0,0.0
formation_BSU36900-MONOMER,8.244268139685699e-08,1.1150882096310635e-07,1.1144561095926606e-07,1.1150247099883626e-07,1.1156990608995518e-07,1.1151446407198472e-07,1.1151337389667271e-07,1.1151446407198472e-07,1.116050048100082e-07,1.115201466281687e-07,1.1152255754371208e-07,0.0,0.0
formation_BSU29140-MONOMER,2.203916802086833e-07,2.2058528095045048e-07,2.2044156503457178e-07,2.206051154504161e-07,2.2058546719313758e-07,2.2058682117558495e-07,2.2056489637703907e-07,2.2058682117558495e-07,2.199561685117917e-07,2.2058682023758279e-07,2.2054600449528918e-07,0.0,0.0
formation_BSU15610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18210-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28680-MONOMER,1.0313903915005287e-11,1.029198457176851e-11,1.0276373136743396e-11,1.0291406159170102e-11,1.029082776282563e-11,1.029241839188396e-11,1.0290683166279193e-11,1.029241839188396e-11,1.0277240127832691e-11,1.029241839188396e-11,1.029097236038794e-11,0.0,0.0
formation_BSU33960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13170-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22410-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23860-MONOMER,7.362499658067221e-08,4.686961460556757e-08,3.1804168006021463e-08,4.688301002137737e-08,4.68640799391847e-08,4.6870508027304536e-08,4.6861430769183827e-08,4.6870508027304536e-08,8.376228840053393e-08,4.687188249303012e-08,4.9312806150791536e-08,0.0,0.0
formation_BSU01200-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU17460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24090-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14400-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34880-MONOMER,3.459193373869856e-08,3.4533327871568994e-08,3.451949357229635e-08,3.452940973811596e-08,3.453113348125892e-08,3.4533588003401305e-08,3.453141956779751e-08,3.4533588003401305e-08,3.456263099525567e-08,3.4531042706849775e-08,3.45357250266222e-08,0.0,0.0
formation_BSU28270-MONOMER,1.1849063435492733e-07,1.182742988539776e-07,1.1820359460664743e-07,1.1826523108429542e-07,1.1826587821597228e-07,1.182760350215556e-07,1.1826989249553105e-07,1.182760350215556e-07,1.1835798658526112e-07,1.1827321257331956e-07,1.1827890825345378e-07,0.0,0.0
formation_BSU39420-MONOMER,1.085019931583251e-08,1.0827183187957796e-08,1.0810790434726628e-08,1.0826575829508507e-08,1.0825968487939062e-08,1.0827638717872139e-08,1.082581665518418e-08,1.0827638717872139e-08,1.081170082040439e-08,1.0827638717872139e-08,1.0826120321748937e-08,0.0,0.0
formation_BSU13850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01330-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU19350-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01110-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU37500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16690-MONOMER,1.348800091832732e-11,1.3478371244409737e-11,1.3493027141752623e-11,1.3477290062954365e-11,1.347942966381938e-11,1.3477831741169907e-11,1.3481879515935535e-11,1.3477831741169907e-11,1.3546065668433573e-11,1.347787067714786e-11,1.3482529553854745e-11,0.0,0.0
formation_BSU16570-MONOMER,7.325881706024559e-09,7.318222878534226e-09,7.325036948664764e-09,7.317142844989872e-09,7.318043699239272e-09,7.317999295382348e-09,7.3182698649982144e-09,7.317999295382348e-09,7.34204249829774e-09,7.3180221700642304e-09,7.319676660524666e-09,0.0,0.0
formation_BSU04340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19630-MONOMER,2.0949388554058293e-07,1.8743539771580964e-07,1.8343228293151013e-07,1.8781856319027203e-07,1.8753652528184287e-07,1.8741910860043022e-07,2.0151052061944225e-07,1.8741910860043022e-07,2.359229919414011e-07,1.8740637459705453e-07,1.906714843502099e-07,0.0,0.0
formation_BSU22880-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU15140-MONOMER,1.2296507292765784e-12,1.2277092347784564e-12,1.2286121602670837e-12,1.227519672226758e-12,1.2276868744325113e-12,1.2276727146383145e-12,1.2277693991176493e-12,1.2276727146383145e-12,1.2325784136371864e-12,1.2276766133411085e-12,1.2279960325431484e-12,0.0,0.0
formation_BSU06230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22370-MONOMER,3.144754437278672e-07,4.5911397667579455e-07,4.408115917878857e-07,4.680326050682526e-07,4.6803895828214226e-07,4.680847586672694e-07,4.836957543952473e-07,4.680847586672694e-07,2.2966236379811494e-07,4.6809222187650436e-07,4.5567042135154964e-07,0.0,0.0
formation_BSU35670-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35740-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18250-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09280-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18470-MONOMER,2.1301467587034172e-08,2.1279198012928732e-08,2.1299011285903376e-08,2.1276057599192718e-08,2.127867701325976e-08,2.1278547900156795e-08,2.127933463547873e-08,2.1278547900156795e-08,2.1348458325705914e-08,2.1278614412873522e-08,2.1283425175090312e-08,0.0,0.0
formation_BSU40890-MONOMER,2.6466731423871383e-06,2.6453067404834964e-06,2.6492622800168307e-06,2.644972621143215e-06,2.645407236108044e-06,2.6451723035932213e-06,2.64560364623315e-06,2.6451723035932213e-06,2.6577026217448406e-06,2.645180703829317e-06,2.6460548169323935e-06,0.0,0.0
formation_BSU10130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30820-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00130-MONOMER,8.709400224221222e-09,8.696767890447059e-09,8.704442529495087e-09,8.69547539878248e-09,8.69723686540526e-09,8.696526736248283e-09,8.697427482915745e-09,8.696526736248283e-09,8.73461262678357e-09,8.696556113001507e-09,8.699027334406329e-09,0.0,0.0
formation_BSU19520-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16650-MONOMER,1.2296507292765784e-12,1.2277092347784564e-12,1.2286121602670837e-12,1.227519672226758e-12,1.2276868744325113e-12,1.2276727146383145e-12,1.2277693991176493e-12,1.2276727146383145e-12,1.2325784136371864e-12,1.2276766133411085e-12,1.2279960325431484e-12,0.0,0.0
formation_BSU12020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.245102348287884e-31,0.0,0.0,0.0
formation_BSU31660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09300-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33420-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22490-MONOMER,1.422890107608769e-08,1.4208484091854447e-08,1.4221073856562204e-08,1.4206324782425626e-08,1.4208663881964738e-08,1.4208045743380177e-08,1.4209577848660961e-08,1.4208045743380177e-08,3.082158156190843e-08,1.4208089749682202e-08,1.4212304893598894e-08,0.0,0.0
formation_BSU03900-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
