,base,HISt2r_FWD_BSU39390-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,CITt15_FWD_BSU07610-MONOMER_s,PYDX5Pt_s,4FE4St_s,ALAt2r_FWD_BSU27810-MONOMER_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,CITt11_FWD_BSU07610-MONOMER_s,METt3_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
transcription_TU8J2_1221_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_264_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1105_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_892_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_25_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1546_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_316_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_421_from_BSU04730-MONOMER,7.909894328299328e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_547_from_BSU25200-MONOMER,1.0372252107695344e-07,7.348848909433265e-08,7.349129196326384e-08,7.349123712488818e-08,7.350154389545805e-08,7.364920973762472e-08,7.349126375495755e-08,7.349946456423353e-08,7.350850005628866e-08,7.349123690016525e-08,7.34926181460328e-08,7.350033356440438e-08,7.34969203982288e-08,7.351502105626684e-08,7.352054495517836e-08,0.0,0.0
transcription_TU8J2_646_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_878_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_98_from_BSU25200-MONOMER,3.1534322154417924e-08,4.33155378273321e-08,4.331882998892496e-08,4.331841370373942e-08,4.3312007317187385e-08,4.3280772169338035e-08,4.3318618457262746e-08,4.32673237372299e-08,4.331835427236242e-08,4.331841368495342e-08,4.330608918155152e-08,4.329663389903615e-08,4.331648195546814e-08,4.331137693987608e-08,4.331752194554745e-08,0.0,0.0
transcription_TU8J2_301_from_BSU23450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_631_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1289_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_390_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_834_from_BSU25200-MONOMER,1.142987913170803e-13,2.3434727903193432e-12,2.343552238733542e-12,2.343552110126953e-12,2.343287747543343e-12,2.3443275209300223e-12,2.3435524663259497e-12,2.3432035749062822e-12,2.3110489220644924e-12,2.3435521100544325e-12,2.3437486369405093e-12,2.3441209702245576e-12,2.34352192499677e-12,2.343239513952487e-12,2.3434544928783742e-12,0.0,0.0
transcription_TU8J2_1509_from_BSU25200-MONOMER,4.31639751733126e-10,8.65630256842e-10,8.657010910533771e-10,8.657020116029287e-10,8.656143905212485e-10,8.658151196689419e-10,8.657032836094911e-10,8.650424264509915e-10,8.657125954704211e-10,8.65702010380465e-10,8.655948015347738e-10,8.654187699758129e-10,8.657148549998652e-10,8.656497602329226e-10,8.657917020211437e-10,0.0,0.0
transcription_TU8J2_705_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_49_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_936_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_690_from_BSU25200-MONOMER,0.0,4.089482079416307e-09,4.08875416460701e-09,4.08874477192173e-09,3.994715667404027e-09,3.252574278552345e-09,4.088751346027636e-09,2.6986828830540654e-09,4.088487737640353e-09,4.0887447408693694e-09,3.475860095146416e-09,3.860405704053755e-09,4.088796826925948e-09,4.0887879408501024e-09,4.224822544279241e-09,0.0,0.0
transcription_TU8J2_370_from_BSU25200-MONOMER,2.0693401663915767e-09,2.2890337095034953e-09,2.2892442635906287e-09,2.28921577860027e-09,2.289150560602629e-09,2.2886678135857515e-09,2.2892324654249025e-09,3.0992607321728095e-09,2.28938794108544e-09,2.2892157758262004e-09,2.6455811635071255e-09,2.288015540367e-09,2.289147152256519e-09,2.2910514670923704e-09,2.2894551541852437e-09,0.0,0.0
transcription_TU8J2_1242_from_BSU25200-MONOMER,1.7111007425283135e-13,1.9792524200657413e-13,1.9794688982800898e-13,1.9794688982786535e-13,1.9787267451053104e-13,1.975667090242781e-13,1.9794688982770985e-13,1.9756670897004743e-13,1.979128724509705e-13,1.9794688982786525e-13,1.9787885849878607e-13,1.977861106202466e-13,1.9793761202210715e-13,1.9785721504652503e-13,1.9791596480377563e-13,0.0,0.0
transcription_TU8J2_1019_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_475_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_347_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_805_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_676_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_28_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_661_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1106_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1208_from_BSU25200-MONOMER,2.82259878429246e-12,7.351449131454131e-13,7.352090680455454e-13,7.352085194408062e-13,7.351877841140071e-13,7.361529036221939e-13,7.352087858488111e-13,7.346561415443923e-13,7.353244508547867e-13,7.352085171926712e-13,7.351088248180233e-13,7.350311950179801e-13,7.35249895479201e-13,7.352967816410755e-13,7.354501006035578e-13,0.0,0.0
transcription_TU8J2_995_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1217_from_BSU25200-MONOMER,3.194650027885097e-10,2.053683523798292e-10,2.053957988001137e-10,2.0537657075420306e-10,2.0525608713748486e-10,2.0492875567105215e-10,2.0538325920893855e-10,2.049286638642239e-10,2.0546114670752913e-10,2.0537657055111936e-10,2.0518057929158762e-10,2.0531117660159496e-10,2.0531973610205333e-10,2.0524100987249128e-10,2.0534376178327764e-10,0.0,0.0
transcription_TU8J2_446_from_BSU25200-MONOMER,3.9614109140279494e-08,2.7289097233603595e-08,2.7288713464637165e-08,2.728867518686844e-08,2.7288912672503518e-08,2.7286110439034424e-08,2.7288693086435006e-08,2.7291890152446487e-08,2.7288438911286236e-08,2.7288675095065614e-08,2.7289406455422177e-08,2.728995822063805e-08,2.728893630727035e-08,2.7288534735697746e-08,2.7288086110633908e-08,0.0,0.0
transcription_TU8J2_250_from_BSU25200-MONOMER,8.800293759072655e-11,4.3253260774826704e-11,4.3261563204840485e-11,4.3254751292671075e-11,4.32146109747723e-11,4.310313215185119e-11,4.3257119078766877e-11,4.3127717227450407e-11,4.328146080081945e-11,4.325475127465562e-11,4.319427996966903e-11,4.323753804277365e-11,4.323467513997935e-11,4.320861815876161e-11,4.3240233840599456e-11,0.0,0.0
transcription_TU8J2_317_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1092_from_BSU25200-MONOMER,2.4211500641534203e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_656_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1194_from_BSU25200-MONOMER,1.127102101343661e-08,2.2245250903033252e-08,2.220913671664567e-08,2.2208924553115684e-08,2.202264821310807e-08,2.1907508792283135e-08,2.2208964534902033e-08,2.0667393450897874e-08,2.3481624185273162e-08,2.220892304690033e-08,2.1425305607019623e-08,2.1806829807994697e-08,2.2213460606370085e-08,2.2117698377154813e-08,2.2504411397974866e-08,0.0,0.0
transcription_TU8J2_1202_from_BSU25200-MONOMER,1.8258436544733815e-10,1.3542424782830812e-10,1.3543236472256784e-10,1.3543224206280013e-10,1.354048008963261e-10,1.3559428498651401e-10,1.3543229937052794e-10,1.353628332142113e-10,1.354516824763974e-10,1.3543224160022512e-10,1.354179274017736e-10,1.3544747547897677e-10,1.3543712431325533e-10,1.3542243362216817e-10,1.3546893395748797e-10,0.0,0.0
transcription_TU8J2_1428_from_BSU25200-MONOMER,6.176684909197351e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.801451978483888e-13,0.0,0.0,0.0
transcription_TU8J2_1078_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_533_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_641_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_864_from_BSU25200-MONOMER,2.1612172649550763e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_417_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_221_from_BSU25200-MONOMER,1.0372252107695344e-07,7.348848909433265e-08,7.349129196326384e-08,7.349123712488818e-08,7.350154389545805e-08,7.364920973762472e-08,7.349126375495755e-08,7.349946456423353e-08,7.350850005628866e-08,7.349123690016525e-08,7.34926181460328e-08,7.350033356440438e-08,7.34969203982288e-08,7.351502105626684e-08,7.352054495517836e-08,0.0,0.0
transcription_TU8J2_519_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1049_from_BSU25200-MONOMER,0.0,4.8136042320302005e-11,4.8138933413327786e-11,4.8138933413327786e-11,4.812902130551813e-11,4.808814016248888e-11,4.8138933413327786e-11,4.808814016248888e-11,4.813439028991386e-11,4.8138933413327786e-11,4.81298472917326e-11,4.8117457933215425e-11,4.8137694367249743e-11,4.81269563580943e-11,4.813480329595844e-11,0.0,0.0
transcription_TU8J2_14_from_BSU25200-MONOMER,1.0490473486448889e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2974_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,2.5379422016524638e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_946_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1267_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2947_from_BSU25200-MONOMER,7.482218062152627e-10,1.1207898482939902e-09,1.1208573697173043e-09,1.1208573697173043e-09,1.120625872835478e-09,1.1196711016320274e-09,1.1208573697173043e-09,1.1196711016320274e-09,1.120751265177943e-09,1.1208573697173043e-09,1.1206451636878797e-09,1.120355811486157e-09,1.1208284318132502e-09,1.1205776461454874e-09,1.1207609109191537e-09,0.0,0.0
transcription_TU8J2_2956_from_BSU25200-MONOMER,7.44277415135474e-13,3.745256668524756e-13,3.745268315349578e-13,3.7452642423781297e-13,3.745823501849084e-13,3.751712959042392e-13,3.7452660770448773e-13,3.744959273054164e-13,3.7466647990927063e-13,3.7452642273138404e-13,3.744780130820651e-13,3.7461837925497753e-13,3.745527347402327e-13,3.746691684823364e-13,3.7468201636382463e-13,0.0,0.0
transcription_TU8J2_371_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_931_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_280_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_575_from_BSU25200-MONOMER,1.0848280442868982e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_686_from_BSU34200-MONOMER,1.0236824916761615e-08,1.5570196220994138e-08,1.5571297764549335e-08,1.5571255367631923e-08,1.5493725390835158e-08,1.6209287108246657e-08,1.557127545057142e-08,1.555721513197441e-08,1.583616750161838e-08,1.557125534831768e-08,1.5568428835275354e-08,1.5565743002561705e-08,1.5571286568130676e-08,1.5494316397436903e-08,1.5572656577645298e-08,0.0,0.0
transcription_TU8J2_266_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_792_from_BSU25200-MONOMER,1.0176851026444823e-08,4.315720689751085e-09,4.314818528981165e-09,4.314809044065606e-09,4.316420615148887e-09,6.378693375276491e-09,4.314813793746604e-09,4.3266011322850254e-09,4.3148473184972964e-09,4.314809002510914e-09,4.3170870157438216e-09,4.461419479424257e-09,4.3150063922694865e-09,4.3160928006199125e-09,4.398125972581226e-09,0.0,0.0
transcription_TU8J2_563_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_572_from_BSU25200-MONOMER,2.2425019052921795e-08,1.3551236676414395e-08,1.3549450902983193e-08,1.3549416217757538e-08,1.590530452416734e-08,1.3729592942071695e-08,1.3549431555337703e-08,1.3571769208371501e-08,1.375990444342466e-08,1.3549416124492361e-08,1.3553716276820802e-08,1.2246640408137153e-08,1.3549706026440687e-08,1.5904316658601934e-08,1.3547513961457842e-08,0.0,0.0
transcription_TU8J2_1218_from_BSU25200-MONOMER,2.4211500641534203e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_447_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_327_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_777_from_MONOMER8J2-6,5.476615846105353e-11,2.6741359882652817e-11,2.67465352809635e-11,2.6742273092686392e-11,2.671722396194448e-11,2.6647746416417756e-11,2.674375460769851e-11,2.6663129207388156e-11,2.675901562112637e-11,2.6742273081414185e-11,2.6704497384170197e-11,2.6731646942590753e-11,2.6729719833081752e-11,2.671348813647119e-11,2.6733217292845292e-11,0.0,0.0
transcription_TU8J2_237_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_762_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_865_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_13_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_30_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1175_from_BSU01730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_105_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1059_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_514_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_836_from_BSU25200-MONOMER,3.1629397298206797e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_613_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1044_from_BSU25200-MONOMER,3.4030256164517263e-10,4.6269522367551095e-10,4.6273888115407967e-10,4.6273058809745647e-10,4.626985137615128e-10,4.624619732599028e-10,4.6273616957382796e-10,4.6211884638963285e-10,4.6278052639851994e-10,4.627305876286076e-10,4.6254949500804893e-10,4.624699226704816e-10,4.627010895107543e-10,4.6270920092688964e-10,4.627608230491748e-10,0.0,0.0
transcription_TU8J2_50_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1268_from_BSU25200-MONOMER,5.614737288851198e-10,5.428227558577048e-10,5.428659611875582e-10,5.428655834496079e-10,5.429500343305876e-10,5.43710157552724e-10,5.428657686022527e-10,5.426460492332668e-10,5.429266710150907e-10,5.428655818671178e-10,5.42852167305008e-10,5.427584075337562e-10,5.429004541805885e-10,5.430140551196064e-10,5.430310445333343e-10,0.0,0.0
transcription_TU8J2_821_from_BSU25200-MONOMER,5.0735545926794676e-11,2.670393998768115e-11,2.6705017826252244e-11,2.670498951647449e-11,2.670550088068285e-11,2.6732971899182094e-11,2.6705002189151902e-11,2.668481583154229e-11,2.6713475015055514e-11,2.670498940838382e-11,2.6698245937841572e-11,2.670409166566787e-11,2.6706431412899548e-11,2.671100047656978e-11,2.6714666943057265e-11,0.0,0.0
transcription_TU8J2_830_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2957_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_372_from_BSU25200-MONOMER,2.4232819079789056e-07,1.4177278796423274e-07,1.4175730916961446e-07,1.4175707475305294e-07,1.417803912804913e-07,1.4176094006878724e-07,1.4175716788247872e-07,1.419460913469096e-07,1.4175312924022583e-07,1.4175707388939652e-07,1.4179430591919362e-07,1.4183131529421782e-07,1.41759832404258e-07,1.4177163506070257e-07,1.417395300583799e-07,0.0,0.0
transcription_TU8J2_1146_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_477_from_BSU25200-MONOMER,0.0,1.0458608169780559e-16,1.0459752066593445e-16,1.0459752066593445e-16,1.0455830440362946e-16,1.0439662854765364e-16,1.0459752066593445e-16,1.0439662854765364e-16,1.0457954547426963e-16,1.0459752066593445e-16,1.0456157209581788e-16,1.0451256300633487e-16,1.0459261816110836e-16,1.0455013543538777e-16,1.0458117950767566e-16,0.0,0.0
transcription_TU8J2_358_from_BSU25200-MONOMER,3.617810440689019e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_173_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_471_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1219_from_BSU25200-MONOMER,2.4211500641534203e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1000_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_903_from_BSU25200-MONOMER,8.705374082797786e-11,4.222386175852443e-11,4.223210217290982e-11,4.222529026074041e-11,4.218536256313151e-11,4.207476065798327e-11,4.222765804683621e-11,4.209934573358249e-11,4.225209722150991e-11,4.222529024272495e-11,4.2165013840179955e-11,4.2208537671287535e-11,4.220524068631401e-11,4.2179414041336465e-11,4.221086140207645e-11,0.0,0.0
transcription_TU8J2_328_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_787_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_559_from_BSU25200-MONOMER,5.693887859728067e-10,3.0365586099509076e-10,3.0368126294922935e-10,3.036810656903127e-10,3.036784514618879e-10,3.041190849586551e-10,3.0368116284742076e-10,3.03489550972431e-10,3.037372584520437e-10,3.0368106480208263e-10,3.0364419979241054e-10,6.581076544480566e-10,3.036982132326667e-10,3.037339415798479e-10,3.0379175868078943e-10,0.0,0.0
transcription_TU8J2_89_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1439_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_763_from_BSU25200-MONOMER,2.4002499848190318e-08,9.662158514602605e-09,9.659820392522012e-09,9.659797286327778e-09,9.66383493286466e-09,1.0759691176148357e-08,9.6598075956813e-09,9.690042948334509e-09,9.659730678978631e-09,9.659797185212992e-09,9.665645154537185e-09,1.0026242818863953e-08,9.660242604112106e-09,9.662890675490247e-09,9.867573964372386e-09,0.0,0.0
transcription_TU8J2_643_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_419_from_BSU25200-MONOMER,1.0073900247700693e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_875_from_BSU13450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1424_from_BSU25200-MONOMER,1.0372252107695344e-07,7.348848909433265e-08,7.349129196326384e-08,7.349123712488818e-08,7.350154389545805e-08,7.364920973762472e-08,7.349126375495755e-08,7.349946456423353e-08,7.350850005628866e-08,7.349123690016525e-08,7.34926181460328e-08,7.350033356440438e-08,7.34969203982288e-08,7.351502105626684e-08,7.352054495517836e-08,0.0,0.0
