,base,ASNt2r_FWD_CPLX_dummy_s,CBL1t_s,HISt2r_FWD_BSU39390-MONOMER_s,4FE4St_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU29660,2.6466731423871383e-06,2.6495423353788356e-06,2.649113019551789e-06,2.648877209034193e-06,2.649113019551789e-06,2.649406682774349e-06,2.6492622800168307e-06,2.649238846378347e-06,2.649113019551789e-06,2.6494962037777267e-06,2.6499243074879054e-06,0.0,0.0
translation_BSU29670,5.4473670381628885e-09,5.446331907971621e-09,5.445875504260301e-09,5.445118912691333e-09,5.445875504260301e-09,5.446327686324331e-09,5.446131267666248e-09,5.446067456043061e-09,5.445875504260301e-09,5.445277197379147e-09,5.4471097562881056e-09,0.0,0.0
translation_BSU29680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29750,1.4010004406512322e-07,1.3982395237359278e-07,1.3983424355967873e-07,1.3982177516460192e-07,1.3983424355967873e-07,1.3980638274728885e-07,1.398133490997002e-07,1.398317244894021e-07,1.3983424355967873e-07,1.398080448602791e-07,1.3983544364622518e-07,0.0,0.0
translation_BSU29790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30320,1.5674271879159473e-08,1.5666332745781417e-08,1.566430363988902e-08,1.566244081345787e-08,1.566430363988902e-08,1.566384479960516e-08,1.566372480646374e-08,1.5664657449557345e-08,1.566430363988902e-08,1.5663571664009902e-08,1.566818118570607e-08,0.0,0.0
translation_BSU30410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30690,3.959026387593621e-07,3.949757184614366e-07,3.9499205709670556e-07,3.9494003158471115e-07,3.9499205709670556e-07,3.949245751082111e-07,3.949506232707222e-07,3.949795764602074e-07,3.9499205709670556e-07,3.9489062886730664e-07,3.949956008734262e-07,0.0,0.0
transcription_TU_BSU30690,1.099323057413704e-08,1.0982913345209876e-08,1.0982650522730678e-08,1.0981681986311054e-08,1.0982650522730678e-08,1.0982029070253394e-08,1.0982275295626948e-08,1.0982542528746642e-08,1.0982650522730678e-08,1.098144366676687e-08,1.0983406439420446e-08,0.0,0.0
translation_BSU30740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU30870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_86,1.8531660560064156e-06,1.8548008976979856e-06,1.854411944683051e-06,1.8542577297748823e-06,1.854411944683051e-06,1.8547184793969739e-06,1.8546508866714597e-06,1.8545076449591784e-06,1.854411944683051e-06,1.854647688134918e-06,1.8550388322266131e-06,0.0,0.0
translation_BSU31150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31322,2.7232774043233582e-12,2.7119459574262866e-12,2.7125521251291216e-12,2.712236796238982e-12,2.7125521251291216e-12,2.7115918057338888e-12,2.7119435310956844e-12,2.7123738302686456e-12,2.7125521251291216e-12,2.7112699958768803e-12,2.7119310580810795e-12,0.0,0.0
translation_BSU31350,1.2516602158316563e-08,1.2022960163691382e-08,1.2023220291946489e-08,1.1993340084016063e-08,1.2023220291946489e-08,1.1993116334550362e-08,1.2006629625041165e-08,1.2019046406171627e-08,1.2023220291946489e-08,1.1979738784404102e-08,1.2045092628922537e-08,0.0,0.0
translation_BSU31400,1.6013341650152913e-07,1.5967109976467362e-07,1.5968643288677594e-07,1.5966890516140096e-07,1.5968643288677594e-07,1.596583618639133e-07,1.596713717150672e-07,1.5968090342717256e-07,1.5968643288677594e-07,1.5964464401780024e-07,1.5967908254218438e-07,0.0,0.0
transcription_TU_BSU31400,4.446506281802352e-09,4.439902937023176e-09,4.440039373215981e-09,4.439745276135344e-09,4.440039373215981e-09,4.439766177676078e-09,4.439934659384651e-09,4.439982260941754e-09,4.440039373215981e-09,4.439529674358568e-09,4.4401007493665155e-09,0.0,0.0
translation_BSU31580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31750,3.7669325364385464e-15,3.746469300014864e-15,3.747417593195207e-15,3.746785379964077e-15,3.747417593195207e-15,3.745758185125161e-15,3.746390282805221e-15,3.747101477690692e-15,3.747417593195207e-15,3.745284158526746e-15,3.746548318335564e-15,0.0,0.0
translation_BSU31760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32170,3.8889311069778476e-08,3.887289521087607e-08,3.886874586102031e-08,3.886330730858964e-08,3.886874586102031e-08,3.8868790863016235e-08,3.886791833021902e-08,3.8869576030431545e-08,3.886874586102031e-08,8.410667322817313e-08,3.88790695268965e-08,0.0,0.0
transcription_TU_BSU32170,1.0798593431938955e-09,1.0809212304025718e-09,1.0807352815803776e-09,1.0806311026175832e-09,1.0807352815803776e-09,1.080860037809201e-09,1.0807887217279224e-09,1.0807818866340108e-09,1.0807352815803776e-09,2.338907602602821e-09,1.081087034023013e-09,0.0,0.0
translation_BSU32180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32200,2.653136969704976e-06,2.652424654544477e-06,2.6526941689473026e-06,2.6528113288367947e-06,2.6526941689473026e-06,2.652499584245599e-06,2.652536178327423e-06,2.6526552242701474e-06,2.6526941689473026e-06,2.6525659985813944e-06,2.6522224829519386e-06,0.0,0.0
translation_BSU32240,3.337082896803718e-08,3.3360004572986134e-08,3.335848360080054e-08,3.335374891459011e-08,3.335848360080054e-08,3.335668626287372e-08,3.3356808812845e-08,3.3359248225754603e-08,3.335848360080054e-08,3.335889581104589e-08,3.3365636078250835e-08,0.0,0.0
translation_BSU32250,3.0559783659249744e-08,3.05498710744794e-08,3.0548478223825674e-08,3.054414237150317e-08,3.0548478223825674e-08,3.054683228754226e-08,3.054694451432012e-08,3.054917843937019e-08,3.0548478223825674e-08,3.0548855710879774e-08,3.0555028200864546e-08,0.0,0.0
translation_BSU32260,5.352317346797311e-08,1.408982924097753e-07,1.409019594664115e-07,1.4088533917817012e-07,1.409019594664115e-07,1.4088352123183868e-07,1.4089150007509596e-07,1.408995233031468e-07,1.409019594664115e-07,1.4087675949154862e-07,1.4090621138482698e-07,0.0,0.0
translation_BSU32410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32680,6.719077001004648e-14,1.0556625599876982e-13,1.0558296581977429e-13,1.0557471737505888e-13,1.0558296581977429e-13,1.0555720455875041e-13,1.0556663440727434e-13,1.0557819993865507e-13,1.0558296581977429e-13,1.0554808492465972e-13,1.0556450329183085e-13,0.0,0.0
transcription_TU_BSU32680,1.8657203940063056e-15,2.9354337181259704e-15,2.9357066652813736e-15,2.9356051027683335e-15,2.9357066652813736e-15,2.9353257865030205e-15,2.9354602139690674e-15,2.9356380431776884e-15,2.9357066652813736e-15,2.935168028828442e-15,2.935369008327909e-15,0.0,0.0
translation_BSU32820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33040,3.0242326046503877e-07,3.11808691090827e-07,3.065249304340725e-07,3.0654833929314324e-07,3.065249304340725e-07,3.45742269750404e-07,3.45745958133945e-07,3.0652130620708605e-07,3.065249304340725e-07,3.025266014354134e-07,3.0646247294017833e-07,0.0,0.0
translation_BSU33160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33430,1.055568458203096e-09,1.2049908562511878e-08,1.205001054319788e-08,1.2048850304081689e-08,1.205001054319788e-08,1.204737522403492e-08,1.335128774275651e-08,1.2049713554352304e-08,1.205001054319788e-08,1.2048437146411194e-08,1.2050318743966576e-08,0.0,0.0
translation_BSU33440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33630,2.288649763504839e-07,2.2875648747616328e-07,2.2883110792976584e-07,2.2878863784427112e-07,2.2883110792976584e-07,2.287941301823384e-07,2.288019496048849e-07,2.2883830198723186e-07,2.2883110792976584e-07,2.28759544871907e-07,2.2882994884749814e-07,0.0,0.0
translation_BSU33700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33900,5.1731502649074475e-08,5.161009552465341e-08,5.161500625370642e-08,5.16101306643371e-08,5.161500625370642e-08,5.160359974381208e-08,5.160690506086183e-08,5.161362825388282e-08,5.161500625370642e-08,5.1603083228365806e-08,5.161353621438098e-08,0.0,0.0
translation_BSU33910,6.10615606899624e-07,6.219947479443099e-07,6.220470902822459e-07,6.220289618434654e-07,6.220470902822459e-07,6.595509653682768e-07,6.595778080174223e-07,6.248452844278957e-07,6.220470902822459e-07,6.102174157288013e-07,6.258793116140189e-07,0.0,0.0
translation_BSU33920,6.926154679029709e-07,6.37630602662632e-07,6.376858722848526e-07,6.376670191986507e-07,6.376858722848526e-07,6.367949406542256e-07,6.368205628778639e-07,6.376714526873949e-07,6.376858722848526e-07,6.367824632584267e-07,6.401113981677517e-07,0.0,0.0
translation_BSU33930,8.695365066135587e-07,8.683135766578052e-07,8.683868140923588e-07,8.683531163344692e-07,8.683868140923588e-07,8.68274304527954e-07,8.683115736930814e-07,8.683671092731598e-07,8.683868140923588e-07,8.682556089620965e-07,8.683045220291114e-07,0.0,0.0
translation_BSU33940,9.82760674168892e-07,9.813785039452884e-07,9.814612777794044e-07,9.81423192165966e-07,9.814612777794044e-07,9.81334118109254e-07,9.813762401703377e-07,9.81439007154476e-07,9.814612777794044e-07,9.813129881546556e-07,9.813682702944504e-07,0.0,0.0
translation_BSU33960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34200,2.9366716055600594e-10,3.102400744017036e-10,3.0527645773962465e-10,3.052488203765054e-10,3.0527645773962465e-10,3.038275107181054e-10,3.038387709157446e-10,3.052716650764266e-10,3.0527645773962465e-10,3.0525048768283536e-10,3.052896784317188e-10,0.0,0.0
transcription_TU_BSU_tRNA_81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34790,1.0555679677836706e-09,1.2049902974253774e-08,1.2050004954421023e-08,1.2048844716157224e-08,1.2050004954421023e-08,1.204736963730519e-08,1.3351281551015135e-08,1.2049707965870338e-08,1.2050004954421023e-08,1.2048431559424716e-08,1.2050313155478957e-08,0.0,0.0
transcription_TU_BSU34790,2.9310494350032276e-11,3.350662686302253e-10,3.350472264792362e-10,3.35029549788503e-10,3.350472264792362e-10,3.3501223250217236e-10,3.712551415374431e-10,3.350462608222492e-10,3.350472264792362e-10,3.350527026235862e-10,3.3507585101266053e-10,0.0,0.0
translation_BSU34860,4.6101248908569914e-08,4.6007185192252496e-08,4.6010092138348746e-08,4.600377919864571e-08,4.6010092138348746e-08,4.60022776102893e-08,4.600470668668913e-08,4.600927918301456e-08,4.6010092138348746e-08,4.599887675444067e-08,4.601119713976692e-08,0.0,0.0
transcription_TU_BSU34860,1.2801169009526033e-09,1.2793012446228803e-09,1.2792985413132175e-09,1.2791786927774073e-09,1.2792985413132175e-09,1.2792274319106053e-09,1.2792392870373351e-09,1.2793037803951917e-09,1.2792985413132175e-09,1.279174629345738e-09,1.279405841059731e-09,0.0,0.0
translation_BSU34870,3.3860935322131325e-08,3.379184640393954e-08,3.379398152860709e-08,3.3789344733551916e-08,3.379398152860709e-08,3.378824183097508e-08,3.379002596482859e-08,3.3793384420532105e-08,3.379398152860709e-08,3.378574393422268e-08,3.3794793141794106e-08,0.0,0.0
transcription_TU_BSU34870,9.402338681515756e-10,9.39634776220669e-10,9.396327906650534e-10,9.395447630385665e-10,9.396327906650534e-10,9.395805614751805e-10,9.395892689546725e-10,9.396366387216697e-10,9.396327906650534e-10,9.395417784860824e-10,9.397116013233934e-10,0.0,0.0
translation_BSU34880,3.459193373869856e-08,3.452135331150622e-08,3.452353452978389e-08,3.451879763442696e-08,3.452353452978389e-08,3.451767092211098e-08,3.451949357229635e-08,3.4522924531189105e-08,3.452353452978389e-08,3.451511910013314e-08,3.45243636642812e-08,0.0,0.0
transcription_TU_BSU34880,9.605318741659715e-10,9.599198488872792e-10,9.59917820466988e-10,9.598278924778864e-10,9.59917820466988e-10,9.598644637401838e-10,9.598733591989405e-10,9.599217515964216e-10,9.59917820466988e-10,9.598248434941304e-10,9.599983325097082e-10,0.0,0.0
