,base,PSER_Lt6_FWD_CPLX_dummy_s,CBL1t_s,HISt2r_FWD_BSU39390-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PYDX5Pt_s,4FE4St_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU12910,7.325881706024558e-09,7.320372271037938e-09,7.319652966212174e-09,7.31866095131122e-09,7.319867678432258e-09,7.3197777352084595e-09,7.317245752005065e-09,7.319676660524665e-09,7.325985714905516e-09,7.319661042594979e-09,7.319652966212174e-09,0.0,0.0
translation_BSU12920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13010,1.5078394699898089e-09,9.21137238789615e-10,9.689633723477938e-10,9.262089164226608e-10,9.6369680044165e-10,9.687931737812886e-10,7.995513114507376e-10,8.878317215103303e-10,8.657858277124591e-10,9.679840139883316e-10,9.689633723477938e-10,0.0,0.0
translation_BSU13110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13130,1.9550514657309536e-08,1.953581167768446e-08,1.9533892075361693e-08,1.953124469411263e-08,1.9534465075933404e-08,1.9534225045260544e-08,1.9527467964445372e-08,1.9533955308160453e-08,1.955079222487522e-08,1.9533913628731887e-08,1.9533892075361693e-08,0.0,0.0
translation_BSU13170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13180,0.0,1.800725570462576e-08,1.8012493621085877e-08,1.8010773982956796e-08,1.8011977927685802e-08,1.8011658383063748e-08,1.800589755531387e-08,1.800645582932351e-08,1.8001446721435527e-08,1.8012525151181102e-08,1.8012493621085877e-08,0.0,0.0
transcription_TU_BSU13180,0.0,5.004419934314388e-10,5.005276953220646e-10,5.005016754814287e-10,5.005242483201609e-10,5.005371361095874e-10,5.004641112816717e-10,5.004252054269203e-10,5.005554629011077e-10,5.005285714742637e-10,5.005276953220646e-10,0.0,0.0
translation_BSU13300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14000,3.003952706554547e-08,3.00086302990708e-08,3.0008984560237785e-08,3.000479387661028e-08,3.000963166079193e-08,3.00119009613802e-08,6.499118367973754e-08,3.000448982195293e-08,3.0031616123023393e-08,3.000901540042942e-08,3.0008984560237785e-08,0.0,0.0
transcription_TU_BSU14000,8.341228752715971e-10,8.339737610965507e-10,8.338838695441961e-10,8.338036789495578e-10,8.339199831182916e-10,8.340193133209199e-10,1.8063945372067715e-09,8.338677597192005e-10,8.35071188596645e-10,8.338847265254875e-10,8.338838695441961e-10,0.0,0.0
translation_BSU14180,4.5598852520420215e-08,4.5551952411281944e-08,4.555249016617642e-08,4.554612886880067e-08,4.55534724400541e-08,4.555691715150455e-08,9.865412971627558e-08,4.554566732546652e-08,4.5586844012410945e-08,4.555253698040712e-08,4.555249016617642e-08,0.0,0.0
transcription_TU_BSU14180,1.2661666041022198e-09,1.2659402544908625e-09,1.2658038025543954e-09,1.2656820763005014e-09,1.2658586215778632e-09,1.2660094010242432e-09,2.742037779624698e-09,1.2657793484565496e-09,1.267606107439195e-09,1.2658051034192006e-09,1.2658038025543954e-09,0.0,0.0
translation_BSU14190,1.0936632153093646e-08,1.09253834217499e-08,1.0925512399282105e-08,1.0923986677348997e-08,1.0925747992229732e-08,1.0926574187186948e-08,2.3661646454969778e-08,1.0923875978737312e-08,1.093375197897641e-08,1.0925523627415982e-08,1.0925512399282105e-08,0.0,0.0
transcription_TU_BSU14190,3.036830452563791e-10,3.036287565561031e-10,3.0359602931510403e-10,3.035668339474877e-10,3.036091773541778e-10,3.036453409690532e-10,6.576625701756719e-10,3.035901641352147e-10,3.0402830215670564e-10,3.0359634132032057e-10,3.0359602931510403e-10,0.0,0.0
translation_BSU14390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14530,1.348800091832732e-11,1.3484408997146964e-11,1.3482448822779194e-11,1.3481704671398759e-11,1.348297328553371e-11,1.3486377370729343e-11,1.3482594454356033e-11,1.3482529553854745e-11,1.3496430763622716e-11,1.3482472680048159e-11,1.3482448822779194e-11,0.0,0.0
translation_BSU14540,5.015447038365565e-08,5.0209843726651107e-08,5.018428983977678e-08,5.018260421814059e-08,5.0186446089002325e-08,5.02006613740271e-08,5.020582606800025e-08,5.0196354765848573e-08,5.039785653345283e-08,5.0184361382864716e-08,5.018428983977678e-08,0.0,0.0
translation_BSU14580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14610,7.58438033107407e-07,7.668019317408654e-07,7.667956650219778e-07,7.668725265208495e-07,7.667929097756545e-07,7.667304270558462e-07,7.798005201372361e-07,7.668826794916202e-07,8.057670595485575e-07,7.667980173769196e-07,7.667956650219778e-07,0.0,0.0
translation_BSU14630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14860,6.256125645753589e-08,6.245399000259412e-08,6.246574807841597e-08,6.245750817949564e-08,6.246404996866078e-08,6.246215037331819e-08,6.24327375457522e-08,6.245002220907985e-08,6.242167651460697e-08,6.246590809640811e-08,6.246574807841597e-08,0.0,0.0
translation_BSU14870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14890,2.5270789568392205e-05,2.528025949168753e-05,2.5281503174107538e-05,2.528283727460367e-05,2.528116251419158e-05,2.527911038843927e-05,2.5285067859308033e-05,2.5282122006878185e-05,2.5265187050997568e-05,2.5281575176262766e-05,2.5281503174107538e-05,0.0,0.0
translation_BSU14900,2.5270789568392205e-05,2.528025949168753e-05,2.5281503174107538e-05,2.528283727460367e-05,2.528116251419158e-05,2.527911038843927e-05,2.5285067859308033e-05,2.5282122006878185e-05,2.5265187050997568e-05,2.5281575176262766e-05,2.5281503174107538e-05,0.0,0.0
translation_BSU14910,2.5270789568392205e-05,2.528025949168753e-05,2.5281503174107538e-05,2.528283727460367e-05,2.528116251419158e-05,2.527911038843927e-05,2.5285067859308033e-05,2.5282122006878185e-05,2.5265187050997568e-05,2.5281575176262766e-05,2.5281503174107538e-05,0.0,0.0
translation_BSU14920,2.5270789568392205e-05,2.528025949168753e-05,2.5281503174107538e-05,2.528283727460367e-05,2.528116251419158e-05,2.527911038843927e-05,2.5285067859308033e-05,2.5282122006878185e-05,2.5265187050997568e-05,2.5281575176262766e-05,2.5281503174107538e-05,0.0,0.0
translation_BSU15020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15080,2.6466731423871383e-06,2.646342851723205e-06,2.646058353171463e-06,2.6458234597535343e-06,2.6461845366691124e-06,2.646461757248901e-06,2.64587099722499e-06,2.6460548169323935e-06,2.6499243074879054e-06,2.646061495774259e-06,2.646058353171463e-06,0.0,0.0
transcription_TU_BSU15080,7.349152357209342e-08,7.354485956897909e-08,7.352815868038418e-08,7.35248288545408e-08,7.353326388974269e-08,7.354416570783251e-08,7.354054265411336e-08,7.353765437715413e-08,7.368486038447298e-08,7.352824600642396e-08,7.352815868038418e-08,0.0,0.0
translation_BSU15110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15140,1.2296507292765784e-12,1.2281469617570808e-12,1.2282047282571015e-12,1.2280266871434856e-12,1.2282287873347285e-12,1.228288430780062e-12,1.227738191177704e-12,1.2279960325431484e-12,1.2289364594584385e-12,1.228206186939828e-12,1.2282047282571015e-12,0.0,0.0
translation_BSU15180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15320,8.439927261070235e-11,8.43022971045691e-11,8.432097713598879e-11,8.431405777353334e-11,8.431765905099557e-11,8.31458731460931e-11,8.432449480986229e-11,8.430047652876117e-11,8.42925131698865e-11,8.432097774836607e-11,8.432097713598879e-11,0.0,0.0
translation_BSU15350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15430,1.0856864207569474e-08,1.0846537663784995e-08,1.0845401868187055e-08,1.0843986172918052e-08,1.0845794398432429e-08,1.084708934934979e-08,1.0841576944160855e-08,1.0845089533327247e-08,1.0853491313554947e-08,1.0845415623757687e-08,1.0845401868187055e-08,0.0,0.0
transcription_TU_BSU15430,3.014680880125467e-10,3.0143754380626507e-10,3.013699333428566e-10,3.013436986982788e-10,3.0138739401663663e-10,3.0143648755594627e-10,3.013357236751614e-10,3.0140057593957537e-10,3.0179654183463374e-10,3.0137031557999777e-10,3.013699333428566e-10,0.0,0.0
translation_BSU15480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15490,4.703497642829832e-08,4.6933026494658376e-08,4.693883298469596e-08,4.693267646329871e-08,4.693386917813483e-08,4.694022060651372e-08,4.690330183082514e-08,4.693366535869601e-08,4.6881889005088084e-08,4.694070234848384e-08,4.693883298469596e-08,0.0,0.0
translation_BSU15500,3.735701186215243e-08,3.727603925050163e-08,3.728065099124614e-08,3.727576124195037e-08,3.727670854256929e-08,3.728175309458801e-08,3.7252430763717125e-08,3.72765466612254e-08,3.723542386277223e-08,3.728213571284062e-08,3.728065099124614e-08,0.0,0.0
translation_BSU15510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15530,3.617460541251041e-08,3.60961957076203e-08,3.610066147973057e-08,3.609592649846405e-08,3.609684381557235e-08,3.610172869981935e-08,3.607333446548007e-08,3.6096687058020114e-08,3.605686585891054e-08,3.61020992076202e-08,3.610066147973057e-08,0.0,0.0
translation_BSU15540,3.617460541251041e-08,3.60961957076203e-08,3.610066147973057e-08,3.609592649846405e-08,3.609684381557235e-08,3.610172869981935e-08,3.607333446548007e-08,3.6096687058020114e-08,3.605686585891054e-08,3.61020992076202e-08,3.610066147973057e-08,0.0,0.0
translation_BSU15550,5.780789526743293e-08,5.7682594660652285e-08,5.7689731072604686e-08,5.768216445790283e-08,5.768363035285093e-08,5.7691436516144864e-08,5.7646061842221914e-08,5.7683379850487207e-08,5.7619744610204706e-08,5.769202859658094e-08,5.7689731072604686e-08,0.0,0.0
translation_BSU15560,6.230820104822689e-08,6.217314587345129e-08,6.218083785027617e-08,6.217268217970701e-08,6.217426219359126e-08,6.218267606144935e-08,6.213376899966808e-08,6.217399218978694e-08,6.210540298883211e-08,6.218331423494929e-08,6.218083785027617e-08,0.0,0.0
translation_BSU15570,1.055568458203096e-09,1.2053138408991997e-08,1.205620372244891e-08,1.2055046054293744e-08,1.2055907639211773e-08,1.2056004128938745e-08,1.2051933136499576e-08,1.3357841187816957e-08,1.2050318743966576e-08,1.2056224744073766e-08,1.205620372244891e-08,0.0,0.0
translation_BSU15580,1.3382555546702287e-08,1.3358564273397986e-08,1.336222914707793e-08,1.3360990082328783e-08,1.3361814664630999e-08,1.3361875847503392e-08,1.335790260087518e-08,1.3357841187816957e-08,1.3353543136848928e-08,1.3362222255935676e-08,1.336222914707793e-08,0.0,0.0
translation_BSU15590,1.055568458203096e-09,1.2053138408991997e-08,1.205620372244891e-08,1.2055046054293744e-08,1.2055907639211773e-08,1.2056004128938745e-08,1.2051933136499576e-08,1.3357841187816957e-08,1.2050318743966576e-08,1.2056224744073766e-08,1.205620372244891e-08,0.0,0.0
translation_BSU15600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15680,9.976944812544778e-09,9.97331149187612e-09,9.971868428747757e-09,9.970834361262502e-09,9.972041836749527e-09,9.973812027634296e-09,9.9715705087888e-09,9.971540403253272e-09,9.991407821124404e-09,9.97188100165253e-09,9.971868428747757e-09,0.0,0.0
transcription_TU_BSU15680,2.7703491720450566e-10,2.7716960129716164e-10,2.7709635476862306e-10,2.7707966956234134e-10,2.7710719858724223e-10,2.7716844291815027e-10,2.7715436886348113e-10,2.7712339407706335e-10,2.77825101744814e-10,2.7709670414207366e-10,2.7709635476862306e-10,0.0,0.0
translation_BSU15690,5.015447038365565e-08,5.0209843726651107e-08,5.018428983977678e-08,5.018260421814059e-08,5.0186446089002325e-08,5.02006613740271e-08,5.020582606800025e-08,5.0196354765848573e-08,5.039785653345283e-08,5.0184361382864716e-08,5.018428983977678e-08,0.0,0.0
transcription_TU_BSU15690,1.3926647697500746e-09,1.3953883199421423e-09,1.3945113576875041e-09,1.3945251611600897e-09,1.394601598192473e-09,1.3950572868176175e-09,1.395443578810584e-09,1.3950286154855195e-09,1.401383055301145e-09,1.39451334571302e-09,1.3945113576875041e-09,0.0,0.0
translation_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15720,4.808711580387488e-10,4.803326086408331e-10,4.803197641111637e-10,4.802726896489503e-10,4.803279941762653e-10,4.804300915696764e-10,4.802112550820416e-10,4.802599569428543e-10,4.804939871177609e-10,4.803205909460635e-10,4.803197641111637e-10,0.0,0.0
transcription_TU_BSU15720,1.3352594802949517e-11,1.3348986215406073e-11,1.3347032876489938e-11,1.3346305166270792e-11,1.334755179011563e-11,1.3350969523232132e-11,1.334721017176757e-11,1.3347112274036046e-11,1.3360808931902884e-11,1.3347055852418508e-11,1.3347032876489938e-11,0.0,0.0
translation_BSU15730,4.808711580387488e-10,4.803326086408331e-10,4.803197641111637e-10,4.802726896489503e-10,4.803279941762653e-10,4.804300915696764e-10,4.802112550820416e-10,4.802599569428543e-10,4.804939871177609e-10,4.803205909460635e-10,4.803197641111637e-10,0.0,0.0
transcription_TU_BSU15730,1.3352594802949517e-11,1.3348986215406073e-11,1.3347032876489938e-11,1.3346305166270792e-11,1.334755179011563e-11,1.3350969523232132e-11,1.334721017176757e-11,1.3347112274036046e-11,1.3360808931902884e-11,1.3347055852418508e-11,1.3347032876489938e-11,0.0,0.0
translation_BSU15750,1.2296507292765784e-12,1.2281469617570808e-12,1.2282047282571015e-12,1.2280266871434856e-12,1.2282287873347285e-12,1.228288430780062e-12,1.227738191177704e-12,1.2279960325431484e-12,1.2289364594584385e-12,1.228206186939828e-12,1.2282047282571015e-12,0.0,0.0
transcription_TU_BSU15750,3.414433921166566e-14,3.413159250082698e-14,3.41291158764685e-14,3.412565251403595e-14,3.41305265315125e-14,3.4133668337685534e-14,3.412431403915128e-14,3.412776909979709e-14,3.417230114109472e-14,3.41291564100625e-14,3.41291158764685e-14,0.0,0.0
translation_BSU15790,2.2511460975536085e-07,1.5593751125345984e-07,1.559483332826958e-07,1.5598316066004981e-07,1.5594623627962407e-07,1.5592317147716023e-07,1.4332846745240048e-07,1.507780833778572e-07,1.0992607457474462e-07,1.5594887514649277e-07,1.559483332826958e-07,0.0,0.0
transcription_TU_BSU15790,6.250872230613643e-09,4.333679726798809e-09,4.33346217849205e-09,4.33461845288379e-09,4.333498131387374e-09,4.3330456332487095e-09,3.983736654314162e-09,4.1903389575068985e-09,3.0566486124774684e-09,4.33347723569863e-09,4.33346217849205e-09,0.0,0.0
translation_BSU15820,2.6466731423871383e-06,2.646342851723205e-06,2.646058353171463e-06,2.6458234597535343e-06,2.6461845366691124e-06,2.646461757248901e-06,2.64587099722499e-06,2.6460548169323935e-06,2.6499243074879054e-06,2.646061495774259e-06,2.646058353171463e-06,0.0,0.0
translation_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15980,2.288649763504839e-07,2.2877287067402042e-07,2.2880777146805136e-07,2.2876527950631223e-07,2.288149910250227e-07,2.2873208247993926e-07,2.2866332154889528e-07,2.2876388537074233e-07,2.2882994884749814e-07,2.288078782760702e-07,2.2880777146805136e-07,0.0,0.0
translation_BSU15990,2.6466731423871383e-06,2.646342851723205e-06,2.646058353171463e-06,2.6458234597535343e-06,2.6461845366691124e-06,2.646461757248901e-06,2.64587099722499e-06,2.6460548169323935e-06,2.6499243074879054e-06,2.646061495774259e-06,2.646058353171463e-06,0.0,0.0
translation_BSU16020,1.2296507292765784e-12,1.2281469617570808e-12,1.2282047282571015e-12,1.2280266871434856e-12,1.2282287873347285e-12,1.228288430780062e-12,1.227738191177704e-12,1.2279960325431484e-12,1.2289364594584385e-12,1.228206186939828e-12,1.2282047282571015e-12,0.0,0.0
transcription_TU_BSU16020,3.414433921166566e-14,3.413159250082698e-14,3.41291158764685e-14,3.412565251403595e-14,3.41305265315125e-14,3.4133668337685534e-14,3.412431403915128e-14,3.412776909979709e-14,3.417230114109472e-14,3.41291564100625e-14,3.41291158764685e-14,0.0,0.0
translation_BSU16040,2.6466731423871383e-06,2.646342851723205e-06,2.646058353171463e-06,2.6458234597535343e-06,2.6461845366691124e-06,2.646461757248901e-06,2.64587099722499e-06,2.6460548169323935e-06,2.6499243074879054e-06,2.646061495774259e-06,2.646058353171463e-06,0.0,0.0
transcription_TU_BSU16040,7.349152357209342e-08,7.354485956897909e-08,7.352815868038418e-08,7.35248288545408e-08,7.353326388974269e-08,7.354416570783251e-08,7.354054265411336e-08,7.353765437715413e-08,7.368486038447298e-08,7.352824600642396e-08,7.352815868038418e-08,0.0,0.0
translation_BSU16090,3.8371971209068e-07,3.809696799493269e-07,3.8094367823710985e-07,3.8100555664209324e-07,3.809453645809265e-07,3.8091072905371347e-07,3.9390933676859117e-07,3.8102700827342035e-07,3.971785436438832e-07,3.809450512646916e-07,3.8094367823710985e-07,0.0,0.0
translation_BSU16100,3.8371971209068e-07,3.809696799493269e-07,3.8094367823710985e-07,3.8100555664209324e-07,3.809453645809265e-07,3.8091072905371347e-07,3.9390933676859117e-07,3.8102700827342035e-07,3.971785436438832e-07,3.809450512646916e-07,3.8094367823710985e-07,0.0,0.0
translation_BSU16470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16490,2.6466731423871383e-06,2.646342851723205e-06,2.646058353171463e-06,2.6458234597535343e-06,2.6461845366691124e-06,2.646461757248901e-06,2.64587099722499e-06,2.6460548169323935e-06,2.6499243074879054e-06,2.646061495774259e-06,2.646058353171463e-06,0.0,0.0
transcription_TU_BSU16490,7.349152357209342e-08,7.354485956897909e-08,7.352815868038418e-08,7.35248288545408e-08,7.353326388974269e-08,7.354416570783251e-08,7.354054265411336e-08,7.353765437715413e-08,7.368486038447298e-08,7.352824600642396e-08,7.352815868038418e-08,0.0,0.0
translation_BSU16500,1.7098454345601454e-07,1.7081628099255167e-07,1.7081860158887263e-07,1.7079590738975535e-07,1.7082299421546745e-07,1.7083330146549321e-07,1.7076513626901989e-07,1.7079582528300148e-07,1.7095265038434523e-07,1.7081880420595216e-07,1.7081860158887263e-07,0.0,0.0
transcription_TU_BSU16500,4.7478150605811616e-09,4.747177558460396e-09,4.746674323388995e-09,4.746250099792202e-09,4.7468995975213985e-09,4.7473924748698754e-09,4.746323914052663e-09,4.746660684559459e-09,4.753578107997937e-09,4.746679953673284e-09,4.746674323388995e-09,0.0,0.0
translation_BSU16510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16520,4.808711580387488e-10,4.803326086408331e-10,4.803197641111637e-10,4.802726896489503e-10,4.803279941762653e-10,4.804300915696764e-10,4.802112550820416e-10,4.802599569428543e-10,4.804939871177609e-10,4.803205909460635e-10,4.803197641111637e-10,0.0,0.0
transcription_TU_BSU16520,1.3352594802949517e-11,1.3348986215406073e-11,1.3347032876489938e-11,1.3346305166270792e-11,1.334755179011563e-11,1.3350969523232132e-11,1.334721017176757e-11,1.3347112274036046e-11,1.3360808931902884e-11,1.3347055852418508e-11,1.3347032876489938e-11,0.0,0.0
translation_BSU16530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16570,7.325881706024559e-09,7.320372271037939e-09,7.319652966212174e-09,7.318660951311221e-09,7.319867678432258e-09,7.319777735208461e-09,7.317245752005066e-09,7.319676660524666e-09,7.325985714905518e-09,7.31966104259498e-09,7.319652966212174e-09,0.0,0.0
