,base,ASNt2r_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
charging_tRNA_BSU_tRNA_8_AUU,0.012315769498980425,0.012312967632670558,0.012309926724583127,0.012309926724583127,0.012309009958035433,0.012328191167115735,0.012314217454274218,0.012312869379343392,0.012310675360986302,0.012309905248959528,0.012314047296510273,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_9_GCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_10_AUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_10_START,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_11_GAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_11_GAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_12_GUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_12_GUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_12_GUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_12_GUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_13_ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_13_ACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_13_ACG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_13_ACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_14_AAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_14_AAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_15_CUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_15_CUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_15_CUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_15_CUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_15_UUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_15_UUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_16_GGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_16_GGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_16_GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_16_GGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_17_CUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_17_CUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_17_CUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_17_CUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_17_UUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_17_UUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_18_AGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_18_AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_18_CGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_18_CGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_18_CGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_18_CGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_19_CCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_19_CCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_19_CCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_19_CCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_20_GCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_20_GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_20_GCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_20_GCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_23_AAC,0.009214165043010215,0.009211366893180124,0.00920957260995211,0.00920957260995211,0.00920849292829235,0.00922652957123357,0.00920990661523311,0.009208880319783282,0.009210008748058116,0.009209561494134792,0.009213288678814031,0.0,0.0
charging_tRNA_BSU_tRNA_23_AAU,0.007891797834369567,0.00789113262724134,0.007890451404222286,0.007890451404222286,0.007890715640176679,0.007902989635221902,0.007890925054853937,0.007890106770419002,0.007890938073568996,0.007890442607807954,0.007892656442200186,0.0,0.0
charging_tRNA_BSU_tRNA_24_ACC,0.0058057595432188715,0.005804893739406534,0.005804570002556872,0.005804570002556872,0.005804189532046701,0.00581341315206922,0.005804936365291422,0.005804306188403337,0.005804870649321256,0.005804562722960304,0.005806164326353713,0.0,0.0
charging_tRNA_BSU_tRNA_24_ACA,0.006593675179356136,0.006591379325542356,0.006589840514357475,0.006589840514357475,0.00658977959440656,0.00660237775364557,0.0065904553097098474,0.0065899318378154865,0.00659028173379664,0.006589830310405379,0.006592560939906284,0.0,0.0
charging_tRNA_BSU_tRNA_24_ACG,0.006128176997056016,0.006127268215830308,0.006126744012266435,0.006126744012266435,0.006126508424544083,0.006134181782713991,0.0061275865898335925,0.006127140618284278,0.0061269683562519064,0.006126734032744555,0.006128134447360212,0.0,0.0
charging_tRNA_BSU_tRNA_24_ACU,0.002865125281012343,0.00286450320609957,0.0028640896153268557,0.0028640896153268557,0.002864966190394492,0.002870071557339966,0.002864131477113312,0.002863879744260323,0.0028642372412964277,0.0028640850052643486,0.0028650783243317876,0.0,0.0
charging_tRNA_BSU_tRNA_25_GGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_25_GGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_25_GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_25_GGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_26_AGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_26_AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_26_CGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_26_CGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_26_CGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_26_CGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_27_CCG,0.007696836984862127,0.007695601975182464,0.007694778691862994,0.007694778691862994,0.007695074589628508,0.007707747949420283,0.007696075695030626,0.007695448550139859,0.007695231264188028,0.0076947655576378145,0.007696914522670792,0.0,0.0
charging_tRNA_BSU_tRNA_27_CCA,0.003153901084211075,0.003153550100972434,0.003153164150332282,0.003153164150332282,0.003153011957599037,0.0031592756535048267,0.0031541460037475327,0.0031539687757668024,0.003153283998871091,0.0031531601281192196,0.0031541595649820535,0.0,0.0
charging_tRNA_BSU_tRNA_27_CCU,0.0038911024937627577,0.003890152339924369,0.0038894948470361663,0.0038894948470361663,0.0038888919333612947,0.0038964889295981446,0.0038912966528686934,0.0038909441410749416,0.0038897167083276557,0.0038894885493944444,0.003890845197619764,0.0,0.0
charging_tRNA_BSU_tRNA_27_CCC,0.001025308848652948,0.0010251071312948404,0.0010250960529234775,0.0010250960529234775,0.0010252201675400295,0.0010266073372111025,0.0010252265886155705,0.0010251840312083124,0.00102521729900131,0.001025094982383758,0.0010254570887634135,0.0,0.0
charging_tRNA_BSU_tRNA_28_GCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_28_GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_28_GCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_28_GCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_75_GAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_75_GAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_77_UAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_77_UAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_74_CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_74_CAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_45_AAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_45_AAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_46_AGC,0.005314656148416939,0.005313145715600658,0.005312231253489003,0.005312231253489003,0.0053120412063570755,0.005320199216717857,0.005312405027284692,0.005311922229876762,0.0053124737907328376,0.005312223727430309,0.005313907377724655,0.0,0.0
charging_tRNA_BSU_tRNA_46_AGU,0.0016267836180681042,0.0016261064253337723,0.0016257668740932603,0.0016257668740932603,0.0016261692389211554,0.0016282774121478022,0.0016254283286028732,0.001625043631241073,0.0016258511352713867,0.0016257638055203745,0.0016263346518632983,0.0,0.0
charging_tRNA_BSU_tRNA_46_UCU,0.003147998878652368,0.003145713691943666,0.0031443207349825166,0.0031443207349825166,0.003144541771126902,0.0031494203231375094,0.003145701995532635,0.0031450749367299444,0.0031443693643292505,0.0031443134953490597,0.003146055647293694,0.0,0.0
charging_tRNA_BSU_tRNA_46_UCG,0.0018449061016745357,0.0018452962224737135,0.0018451622376516523,0.0018451622376516523,0.001844836586789702,0.0018487639317784237,0.001846770935123474,0.0018461732087754672,0.0018452914898503478,0.0018451591469804604,0.0018455976171378725,0.0,0.0
charging_tRNA_BSU_tRNA_46_UCC,0.002744239509292258,0.002743674942000141,0.0027434712811554044,0.0027434712811554044,0.002743256984366652,0.0027477713998646765,0.0027432286914960973,0.002742723218230553,0.0027435373619920773,0.002743468239881794,0.002744220363892135,0.0,0.0
charging_tRNA_BSU_tRNA_46_UCA,0.004066246759501965,0.004064593841530702,0.004064058605672928,0.004064058605672928,0.004064527330306488,0.004071031736048702,0.004064854791882352,0.004064369155253643,0.004064340699714443,0.0040640529139338785,0.004065488114009973,0.0,0.0
charging_tRNA_BSU_tRNA_47_GAA,0.01629758672422746,0.016290869075809875,0.016286506617613525,0.016286506617613525,0.016286199589922012,0.016318787559532203,0.016290612847484287,0.01628856567802145,0.016287411200019586,0.01628648237503568,0.016293895166690917,0.0,0.0
charging_tRNA_BSU_tRNA_47_GAG,0.006346694662168375,0.006345733520441579,0.006343489821084271,0.006343489821084271,0.0063419931876010395,0.0063559075186606145,0.006346773220917173,0.006346270032122451,0.006343964374648581,0.006343478250850428,0.006346387983202306,0.0,0.0
charging_tRNA_BSU_tRNA_48_CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_48_CAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_49_AAG,0.0061873438209158185,0.006186227909497595,0.006185754035444301,0.006185754035444301,0.006184904601942807,0.00619468262703213,0.006187643873259195,0.006187028367938838,0.0,0.006185745231473557,0.006187461733206789,0.0,0.0
charging_tRNA_BSU_tRNA_49_AAA,0.017351053349012914,0.017344362162441687,0.017340327054203682,0.017340327054203682,0.017338789376873706,0.017370062414565412,0.01734187563588976,0.017339695387183506,0.01734108875401269,0.01734030176896081,0.01734725460255374,0.0,0.0
charging_tRNA_BSU_tRNA_50_CUU,0.006730623144677475,0.006726552909926175,0.00672454481097867,0.00672454481097867,0.006723935726816908,0.006735112869525138,0.006726077383171239,0.006725646725988191,0.006724833387597191,0.006724529956778795,0.006727394208460946,0.0,0.0
charging_tRNA_BSU_tRNA_50_CUG,0.012411189490881665,0.012409822716624302,0.01240808376546721,0.01240808376546721,0.012408216784573246,0.012425990101550552,0.012410202362006722,0.012408803234039329,0.01240873154604776,0.012408062416533177,0.012411658857915476,0.0,0.0
charging_tRNA_BSU_tRNA_50_CUA,0.001256147987241639,0.0012557931344413277,0.0012556586445861954,0.0012556586445861954,0.0012556623017541697,0.0012578323107623815,0.00125619577632571,0.0012560247853631555,0.0012557605624945645,0.0012556566061288138,0.0012561454032514786,0.0,0.0
charging_tRNA_BSU_tRNA_50_CUC,0.004081704700364886,0.004080445478666831,0.004079654995437871,0.004079654995437871,0.004079255357903737,0.004083777206963649,0.004078456771037597,0.00407811381453882,0.0040797728962288955,0.004079647528131111,0.004080925341254444,0.0,0.0
charging_tRNA_BSU_tRNA_50_UUG,0.004613425672401588,0.004613724833962846,0.004613055970134545,0.004613055970134545,0.0046130461202163785,0.004621296885208705,0.004614274722219108,0.004614062772817772,0.004613300439779643,0.004613046990166622,0.004614475839108539,0.0,0.0
charging_tRNA_BSU_tRNA_50_UUA,0.004641904538385739,0.004640182294914406,0.004638305499930042,0.004638305499930042,0.004638823380469857,0.004645836294197719,0.004637985106157103,0.004637481779077635,0.0046386244866215105,0.004638293553210773,0.0046404241546533906,0.0,0.0
charging_tRNA_BSU_tRNA_51_CUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_CUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_CUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_CUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_UUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_UUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_AGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_80_GGU,0.007314061825084116,0.007311225886168118,0.0073099579022700995,0.0073099579022700995,0.007309821178222446,0.007323731275374382,0.007313416173351719,0.007312561438343581,0.007310385845092642,0.007309945176087195,0.007312558002616556,0.0,0.0
charging_tRNA_BSU_tRNA_80_GGG,0.003837391087896509,0.0038367363191936336,0.003836503431081356,0.003836503431081356,0.003837257707504494,0.0038415361954718414,0.003837187335591841,0.003837034826878467,0.003836657470856332,0.0038364935940708193,0.0038372627815695544,0.0,0.0
charging_tRNA_BSU_tRNA_80_GGA,0.007067956815787182,0.007065243030842093,0.0070645973256887795,0.0070645973256887795,0.0070650129839725136,0.0,0.007066027609858047,0.007065205949723118,0.007065031847376695,0.007064587954151038,0.007066855935176992,0.0,0.0
charging_tRNA_BSU_tRNA_80_GGC,0.01221852761733592,0.012215142463082685,0.01221412253693713,0.01221412253693713,0.012213381812938361,0.0,0.012214007813335953,0.012213024215531703,0.012214685478201837,0.012214106034200591,0.012217791703077104,0.0,0.0
charging_tRNA_BSU_tRNA_21_AUG,0.009462375887167526,0.009460221680659941,0.009458994115853277,0.009458994115853277,0.009461222299119316,0.0094723700265838,0.00945792651948759,0.009457184422516975,0.009459246445390142,0.009458975099337382,0.00946147371627525,0.0,0.0
charging_tRNA_BSU_tRNA_21_START,0.00103501648771315,0.0010347206762270245,0.0010343887296901983,0.0010343887296901983,0.0010344723977059947,0.0010356839422804675,0.0010345802664129748,0.0010344445770548668,0.0010344349311877622,0.0010343862174379416,0.0010347631388271674,0.0,0.0
charging_tRNA_BSU_tRNA_22_GAU,0.013030575644280468,0.013027867683929738,0.013025715267985783,0.013025715267985783,0.013025371567606333,0.013048425361192786,0.013025506118875199,0.01302436711828716,0.013026596731375635,0.01302569848571643,0.01303026713207722,0.0,0.0
charging_tRNA_BSU_tRNA_22_GAC,0.007897686179378438,0.007894216594487889,0.007892907759894593,0.007892907759894593,0.007892223818165543,0.007905998078059301,0.00789371893778043,0.00789270380675235,0.007893446677868659,0.007892897959423337,0.007895953937087592,0.0,0.0
charging_tRNA_BSU_tRNA_29_AAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_29_AAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_30_AGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_30_AGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_30_UCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_30_UCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_30_UCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_30_UCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_31_GAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_31_GAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_32_GUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_32_GUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_32_GUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_32_GUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_33_AUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_33_START,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_34_GAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_34_GAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_35_UUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_35_UUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_36_ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_36_ACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_36_ACG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_36_ACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_37_UAU,0.006671611855522082,0.006671429158965723,0.006670388536257515,0.006670388536257515,0.006670242478167853,0.0066804633214945066,0.006671990956890885,0.006671167522442076,0.006670861345391982,0.00667037759407577,0.006672234824312829,0.0,0.0
charging_tRNA_BSU_tRNA_37_UAC,0.005052499102931077,0.00505144227563542,0.005050522152066291,0.005050522152066291,0.005049341133972212,0.005059777393006966,0.005052137193798964,0.005051667193289508,0.005050803059616088,0.005050515480636371,0.0050524224359323,0.0,0.0
charging_tRNA_BSU_tRNA_38_UGG,0.005030696861602415,0.005029647579917133,0.005029690797657948,0.005029690797657948,0.0050298689035924065,0.005035402005207137,0.00502933386484213,0.0050291317062870385,0.005029841948585279,0.005029679559606132,0.005030616422236823,0.0,0.0
