,base,HISt2r_FWD_BSU39390-MONOMER_s,ASPt2r_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,4FE4St_s,CBL1t_s,METt3_FWD_CPLX_dummy_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
DM_RNA_BSU13620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25300,3.414433921166566e-14,3.411502127432323e-14,3.411312397608043e-14,3.412331206289125e-14,3.4162436164947085e-14,3.411842546537677e-14,3.411842546537677e-14,3.411692876277526e-14,3.4119835304998846e-14,3.412084406536321e-14,3.41291158764685e-14,0.0,0.0
DM_RNA_BSU25290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22480,1.580404625098697e-09,1.5792477912898574e-09,3.422168800829447e-09,1.5796695512051404e-09,1.581686585648488e-09,1.5793973472303505e-09,1.5793973472303505e-09,1.5793619218065357e-09,1.5794657310905898e-09,1.5795664335116782e-09,1.5799517832354564e-09,0.0,0.0
DM_RNA_BSU22440,1.580404625098697e-09,1.5792477912898574e-09,3.422168800829447e-09,1.5796695512051404e-09,1.581686585648488e-09,1.5793973472303505e-09,1.5793973472303505e-09,1.5793619218065357e-09,1.5794657310905898e-09,1.5795664335116782e-09,1.5799517832354564e-09,0.0,0.0
DM_RNA_BSU22490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27850,3.451930435471628e-16,3.4460010176375193e-16,3.4444682579061916e-16,3.445977668634389e-16,3.442904222398331e-16,3.446364896296354e-16,3.446364896296354e-16,3.445212488307859e-16,3.446253500972795e-16,3.445404008459867e-16,3.44622994282807e-16,0.0,0.0
DM_RNA_BSU27870,2.4361543561381187e-16,2.431969747741178e-16,2.430888022785769e-16,2.431953269490312e-16,2.429784225363759e-16,2.4322265503032214e-16,2.4322265503032214e-16,2.431413253571522e-16,2.432147934523496e-16,2.4315484163916676e-16,2.432131308673709e-16,0.0,0.0
DM_RNA_BSU27860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28080,3.486776098473256e-10,3.4843054345978386e-10,3.484496951867578e-10,3.4852727692173324e-10,3.490353531254934e-10,3.484588258175407e-10,3.484588258175407e-10,3.484461901268372e-10,3.4847348590228e-10,3.484793703627842e-10,3.48583002374777e-10,0.0,0.0
DM_RNA_BSU14730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15620,3.716002481244282e-10,3.712605379581633e-10,3.712436242548569e-10,3.712977678337146e-10,3.7129182707839136e-10,3.7127908262170374e-10,3.7127908262170374e-10,3.712011376389538e-10,3.7127563460422507e-10,3.7121674531809883e-10,3.7130704387997114e-10,0.0,0.0
DM_RNA_BSU15610,3.716002481244282e-10,3.712605379581633e-10,3.712436242548569e-10,3.712977678337146e-10,3.7129182707839136e-10,3.7127908262170374e-10,3.7127908262170374e-10,3.712011376389538e-10,3.7127563460422507e-10,3.7121674531809883e-10,3.7130704387997114e-10,0.0,0.0
DM_RNA_BSU15580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15600,3.716002481244282e-10,3.712605379581633e-10,3.712436242548569e-10,3.712977678337146e-10,3.7129182707839136e-10,3.7127908262170374e-10,3.7127908262170374e-10,3.712011376389538e-10,3.7127563460422507e-10,3.7121674531809883e-10,3.7130704387997114e-10,0.0,0.0
DM_RNA_BSU15590,3.422897401566695e-10,3.6296424366158384e-11,3.630502878154659e-11,3.629878897120629e-11,3.624444520468082e-11,3.629820194881321e-11,3.629820194881321e-11,0.0,3.6295701206706225e-11,3.628573319550504e-11,3.629158236349601e-11,0.0,0.0
DM_RNA_BSU15570,3.422897401566695e-10,3.6296424366158384e-11,3.630502878154659e-11,3.629878897120629e-11,3.624444520468082e-11,3.629820194881321e-11,3.629820194881321e-11,0.0,3.6295701206706225e-11,3.628573319550504e-11,3.629158236349601e-11,0.0,0.0
DM_RNA_BSU15630,3.716002481244282e-10,3.712605379581633e-10,3.712436242548569e-10,3.712977678337146e-10,3.7129182707839136e-10,3.7127908262170374e-10,3.7127908262170374e-10,3.712011376389538e-10,3.7127563460422507e-10,3.7121674531809883e-10,3.7130704387997114e-10,0.0,0.0
DM_RNA_BSU28430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16730,2.688674749404612e-09,3.6195419219826725e-09,4.699996243767851e-09,3.620330021576444e-09,5.5722498638832485e-09,3.6198355207382575e-09,3.6198355207382575e-09,3.61966405467742e-09,3.6199601915834208e-09,3.620015885382554e-09,3.6208036056744537e-09,0.0,0.0
DM_RNA_BSU16770,1.613584807518222e-09,2.545238930711692e-09,2.372023268505656e-09,2.5457401228669435e-09,4.496287852356534e-09,2.545430792174928e-09,2.545430792174928e-09,2.545283424700127e-09,2.545508944046935e-09,2.5454961337691273e-09,2.5460217151090375e-09,0.0,0.0
DM_RNA_BSU16760,1.8075230256186787e-09,2.4333197489300393e-09,3.1596798507565584e-09,2.4338495668868365e-09,3.746072274342549e-09,2.433517127401024e-09,2.433517127401024e-09,2.433401855424321e-09,2.433600940224909e-09,2.433638381653754e-09,2.434167944616203e-09,0.0,0.0
DM_RNA_BSU16740,2.688674749404612e-09,3.6195419219826725e-09,4.699996243767851e-09,3.620330021576444e-09,5.5722498638832485e-09,3.6198355207382575e-09,3.6198355207382575e-09,3.61966405467742e-09,3.6199601915834208e-09,3.620015885382554e-09,3.6208036056744537e-09,0.0,0.0
DM_RNA_BSU16750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24140,3.712972341056712e-09,3.7087711858525134e-09,3.707589371989457e-09,3.7086434166820765e-09,3.705098355000111e-09,3.709026728200358e-09,3.709026728200358e-09,3.7082281761025143e-09,3.708898956358608e-09,3.7082920583503383e-09,3.7086753588494675e-09,0.0,0.0
DM_RNA_BSU24130,3.712972341056712e-09,3.7087711858525134e-09,3.707589371989457e-09,3.7086434166820765e-09,3.705098355000111e-09,3.709026728200358e-09,3.709026728200358e-09,3.7082281761025143e-09,3.708898956358608e-09,3.7082920583503383e-09,3.7086753588494675e-09,0.0,0.0
DM_RNA_BSU24120,3.712972341056712e-09,3.7087711858525134e-09,3.707589371989457e-09,3.7086434166820765e-09,3.705098355000111e-09,3.709026728200358e-09,3.709026728200358e-09,3.7082281761025143e-09,3.708898956358608e-09,3.7082920583503383e-09,3.7086753588494675e-09,0.0,0.0
DM_RNA_BSU24160,3.712972341056712e-09,3.7087711858525134e-09,3.707589371989457e-09,3.7086434166820765e-09,3.705098355000111e-09,3.709026728200358e-09,3.709026728200358e-09,3.7082281761025143e-09,3.708898956358608e-09,3.7082920583503383e-09,3.7086753588494675e-09,0.0,0.0
DM_RNA_BSU24150,3.712972341056712e-09,3.7087711858525134e-09,3.707589371989457e-09,3.7086434166820765e-09,3.705098355000111e-09,3.709026728200358e-09,3.709026728200358e-09,3.7082281761025143e-09,3.708898956358608e-09,3.7082920583503383e-09,3.7086753588494675e-09,0.0,0.0
DM_RNA_BSU24170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04730,5.4588119364324875e-09,6.8469494251498504e-09,6.8453389220867215e-09,6.847965667057042e-09,6.848716799125822e-09,6.847380154563624e-09,6.847380154563624e-09,7.357312790141342e-09,6.847265238652637e-09,9.746963058937885e-09,6.848325368471726e-09,0.0,0.0
DM_RNA_BSU39260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00750,2.3783796484784934e-10,2.376432709995582e-10,2.376152123223021e-10,2.37721551579234e-10,2.380471183564841e-10,2.376673782698665e-10,2.376673782698665e-10,1.6200289602967252e-10,2.3767902482622005e-10,1.6203639297559783e-10,2.377630519289472e-10,0.0,0.0
DM_RNA_BSU00790,3.029552822105602e-10,3.0273381397081716e-10,3.0270726170096425e-10,3.0281488239608507e-10,3.032031610046952e-10,3.0276250184218785e-10,3.0276250184218785e-10,3.027558511816444e-10,3.0277566720390827e-10,3.0279513665812616e-10,3.028691085014839e-10,0.0,0.0
DM_RNA_BSU00760,3.032066750650833e-10,3.029849223792679e-10,3.0295829009277786e-10,3.030659821537156e-10,3.0345402073813647e-10,3.0301362755255047e-10,3.0301362755255047e-10,3.030069228247335e-10,3.0302678426326976e-10,3.030462126264671e-10,3.0312021042181097e-10,0.0,0.0
DM_RNA_BSU00780,3.0209971899604744e-10,3.018792188092606e-10,3.0185293885936453e-10,3.0196031667579344e-10,3.0234941215673376e-10,3.0190784779717825e-10,3.0190784779717825e-10,3.019013811433381e-10,3.019210426007791e-10,3.01940651899726e-10,3.0201453542090487e-10,0.0,0.0
DM_RNA_BSU00740,3.027420163711569e-10,3.025207894375181e-10,3.024943050487326e-10,3.0260186520159633e-10,3.029903474315873e-10,3.025494626310382e-10,3.025494626310382e-10,3.02542857837759e-10,3.025626353317223e-10,3.025821396449699e-10,3.026560894722998e-10,0.0,0.0
DM_RNA_BSU00770,3.030823087371883e-10,3.028606967694278e-10,3.0283410406789475e-10,3.0294176082351483e-10,3.0332991815008163e-10,3.028893933832975e-10,3.028893933832975e-10,3.0288271540305165e-10,3.0290255437374556e-10,3.029220030650439e-10,3.0299598802170457e-10,0.0,0.0
DM_RNA_BSU00810,3.0368304525637915e-10,3.0346075356705813e-10,3.0343396965517354e-10,3.0354179694886436e-10,3.039293807058434e-10,3.034894915261376e-10,3.034894915261376e-10,3.0348268434498115e-10,3.035026318438727e-10,3.035219823427356e-10,3.0359602931510403e-10,0.0,0.0
DM_RNA_BSU00820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35290,6.328920996099636e-09,6.330837153227516e-09,6.3291750128428e-09,6.330075145921414e-09,6.336493769235826e-09,6.3317358415630334e-09,6.3317358415630334e-09,6.3312611565555936e-09,6.332073516955889e-09,6.331444478343955e-09,6.331988013558935e-09,0.0,0.0
DM_RNA_BSU35300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU05740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14580,2.1059935847541866e-08,2.110451758595227e-08,2.1467707867592597e-08,2.1100685628512453e-08,2.219897122934162e-08,2.110134774896286e-08,2.110134774896286e-08,2.1106439362166e-08,2.1101727723350392e-08,2.110409604412865e-08,2.1307569905096963e-08,0.0,0.0
DM_RNA_BSU14590,2.1059935847541866e-08,2.110451758595227e-08,2.1467707867592597e-08,2.1100685628512453e-08,2.219897122934162e-08,2.110134774896286e-08,2.110134774896286e-08,2.1106439362166e-08,2.1101727723350392e-08,2.110409604412865e-08,2.1307569905096963e-08,0.0,0.0
DM_RNA_BSU14600,2.1059935847541866e-08,2.110451758595227e-08,2.1467707867592597e-08,2.1100685628512453e-08,2.219897122934162e-08,2.110134774896286e-08,2.110134774896286e-08,2.1106439362166e-08,2.1101727723350392e-08,2.110409604412865e-08,2.1307569905096963e-08,0.0,0.0
DM_RNA_BSU14610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
