,base,asp__L_s,cbl1_s,man6p_c,pser__L_s,acnam_s,3amp_s,so4_s,f6p_s,adn_c,pep_s,6pgc_s,leu__L_s,gmp_s,pi_c,pyr_c,zn2_s,arg__L_s,k_s,mg2_s,mn2_s,met__L_c
formation_BSU37110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01020-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7812412439242157e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.224317983209679e-40,0.0,0.0,0.0,0.0,6.933178791922913e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27550-MONOMER,7.684824787216952e-10,7.684920856696047e-10,7.684920856696047e-10,7.638223883355804e-10,7.651887709405624e-10,7.495359197034682e-10,7.241277228019627e-10,7.684631669567005e-10,7.684926534655734e-10,7.241360573640382e-10,3.1940998642362475e-10,7.630979294823589e-10,7.685144878534474e-10,7.671111360635939e-10,7.684926534655734e-10,4.393683404872189e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08000-MONOMER,1.8972634317061203e-11,1.8972880880565155e-11,1.8972880880565155e-11,1.881643621182533e-11,1.8877850865719015e-11,1.850835684209564e-11,1.9218558318495265e-11,1.8971980784949604e-11,1.897293972849007e-11,1.921913669297749e-11,7.838585904558426e-12,1.8795755659313885e-11,1.897874617133842e-11,1.8939056846087185e-11,1.897293972849007e-11,1.1369547621201658e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22650-MONOMER,1.2011149891025945e-09,1.2011299482881782e-09,1.2011299482881782e-09,1.194275945949555e-09,1.1973144554008418e-09,1.175615334327179e-09,1.1711487760575046e-09,1.201087005179104e-09,1.2011313333243182e-09,1.1711553859891892e-09,5.120447513488001e-10,1.1932940876923437e-09,1.2010311327139399e-09,1.1989867236031492e-09,1.2011313333243182e-09,6.512387044812904e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22660-MONOMER,1.0791039097152697e-09,1.0791173493241298e-09,1.0791173493241298e-09,1.0729595869217706e-09,1.075689439981918e-09,1.0561945484849185e-09,1.0521817099677856e-09,1.079078768441102e-09,1.0791185936662012e-09,1.0521876484526006e-09,4.6003047014050427e-10,1.0720774673131106e-09,1.0790285715855547e-09,1.0771918366479945e-09,1.0791185936662012e-09,5.850848907386678e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01270-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16680-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-181,6.734398587071902e-10,6.734422005212772e-10,6.734422005212768e-10,6.982773639969758e-10,3.888401729065101e-09,1.042908370588837e-08,6.142980020794088e-11,6.685627476940808e-10,6.734335053908357e-10,6.180548127097236e-11,1.217209748979663e-09,6.995343342349563e-10,6.688776516712876e-10,6.696071733945252e-10,6.734335053908358e-10,7.85231478344024e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01210-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00550-MONOMER,3.683765635970408e-12,3.683799381791583e-12,3.683799381791583e-12,3.668198553166077e-12,3.67058606524555e-12,3.6135185960077975e-12,3.5467972342435844e-12,3.683712767772196e-12,3.6838062989070065e-12,3.5468265362089506e-12,1.8338986535250537e-12,3.665821425366299e-12,3.684301202933616e-12,3.679343688967115e-12,3.6838062989070065e-12,5.035808420224834e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16530-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02420-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25310-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.645541321189226e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33940-MONOMER,5.972488401893231e-07,5.972529635037231e-07,5.972529635037231e-07,6.050182158402697e-07,5.998832924870999e-07,5.956216747047362e-07,5.962167202641506e-07,5.972675712607962e-07,5.972530041949658e-07,5.962173648090061e-07,0.0,6.06066006693232e-07,5.972128221928233e-07,5.969782667972713e-07,5.972530041949658e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39390-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.233202040219329e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07610-MONOMER,9.896084890529579e-14,9.896218252276443e-14,9.896218252276443e-14,9.629908908046067e-14,9.848483635014438e-14,9.745285772563844e-14,9.893622759952093e-14,9.895082127339857e-14,9.896220197529454e-14,9.893664672906706e-14,8.022406581899585e-14,9.594112670977672e-14,9.91890023928883e-14,9.900786037627556e-14,9.896220197529454e-14,2.1902073242889022e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7300053950551504e-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06510-MONOMER,2.914544640215916e-09,2.9145760646687678e-09,2.9145760646687678e-09,2.898800138240294e-09,2.9003119356838814e-09,2.8428908932042714e-09,2.9113807638352188e-09,2.891478512575842e-09,2.9145861582506853e-09,2.9114017217680157e-09,1.6187659675835875e-09,2.8934426510912815e-09,2.915139459051653e-09,2.909681189412863e-09,2.9145861582506853e-09,3.442696443876629e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40550-MONOMER,1.0297542643914361e-06,1.0297659151920156e-06,1.0297659151920156e-06,1.0240373058550842e-06,9.171360580223753e-07,6.267143831847091e-07,1.003964225416684e-06,1.029727498399938e-06,1.029767071124819e-06,1.0039688164154741e-06,5.573739521918897e-07,1.0232144312946929e-06,1.0440672927259943e-06,1.0214695533121184e-06,1.029767071124819e-06,9.22032444576807e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2786069841420554e-40,0.0,0.0,0.0,0.0,-1.7401372989151365e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26810-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31970-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15080-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8707894112496752e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32480-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28080-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15820-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.644166907053927e-40,0.0,0.0,0.0,0.0,4.757332294211249e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32820-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16600-MONOMER,3.683765635970408e-12,3.683799381791583e-12,3.683799381791583e-12,3.668198553166077e-12,3.67058606524555e-12,3.6135185960077975e-12,3.5467972342435844e-12,3.683712767772196e-12,3.6838062989070065e-12,3.5468265362089506e-12,1.8338986535250537e-12,3.665821425366299e-12,3.684301202933616e-12,3.679343688967115e-12,3.6838062989070065e-12,5.035808420224834e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37080-MONOMER,8.485476686501058e-13,8.485542230131738e-13,8.485542230131738e-13,8.457319759756594e-13,8.445470806713038e-13,8.302644004786159e-13,8.206825009583753e-13,8.4852918908944e-13,8.485469308566562e-13,8.206874920795126e-13,4.629295827672515e-13,8.452981271690713e-13,8.489203267485405e-13,8.476929378288521e-13,8.485469308566562e-13,1.4824228982840313e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28870-MONOMER,5.926413637500336e-11,5.926487706191968e-11,5.926487706191968e-11,5.892218479794227e-11,5.90327287950068e-11,5.7874617204023205e-11,5.7900964446113267e-11,5.926270420325849e-11,5.92649510609712e-11,5.790126106282223e-11,2.5333191091225832e-11,5.887359708091163e-11,5.926496735382992e-11,5.91578459107142e-11,5.92649510609712e-11,3.2422517839186085e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1413640893152424e-39,0.0,0.0,0.0,0.0,6.214778449088009e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21810-MONOMER,5.575505654636963e-13,5.575577809008651e-13,5.575577809008651e-13,5.540985252354585e-13,5.552038288324023e-13,5.436862847524398e-13,5.336259774754434e-13,5.575362700758171e-13,5.575585673366438e-13,5.336305688262984e-13,2.309134102703533e-13,5.535827320656551e-13,5.575607570817011e-13,5.565107949777444e-13,5.575585673366438e-13,2.95135989719998e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2786220952449285e-40,0.0,0.0,0.0,0.0,-1.7400543496908006e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38240-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17680-MONOMER,3.961402302025502e-13,3.9614535677782093e-13,3.9614535677782093e-13,3.9368755219379366e-13,3.944728714965781e-13,3.8628964499512196e-13,3.791417866886681e-13,3.96130073315272e-13,3.961459155412223e-13,3.791450488480081e-13,1.6406420720832329e-13,3.933210806346574e-13,3.9614747135725904e-13,3.954014722401755e-13,3.961459155412223e-13,2.0969441365646e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01050-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37120-MONOMER,1.9225212982677103e-07,1.9225356772034002e-07,1.9225356772034002e-07,1.891431593254677e-07,1.9197530961143214e-07,1.925465638855347e-07,1.9221931583364203e-07,1.9225529277027995e-07,1.92253592107578e-07,1.9221982635078407e-07,1.516150674113756e-07,1.8872576716348985e-07,1.922431690201708e-07,1.9207690515429487e-07,1.92253592107578e-07,2.726301864029714e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22710-MONOMER,4.625879229866887e-09,4.625936883707058e-09,4.625936883707058e-09,4.599161914984175e-09,4.6094465599204815e-09,4.522616118064062e-09,4.471506989134556e-09,4.625768539424091e-09,4.6259411497678085e-09,4.471537845797543e-09,1.960556192458356e-09,4.595230123744172e-09,4.625756669763366e-09,4.6176716000529684e-09,4.6259411497678085e-09,2.540995559055778e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.127076358345471e-41,0.0,0.0,0.0,0.0,-9.699690019834366e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12390-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16490-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-11,8.84725854865912e-10,8.847368767020211e-10,8.847368767020211e-10,8.796725652461064e-10,8.816683241784894e-10,8.652400736169426e-10,8.583575037878965e-10,8.847046417882906e-10,8.8473753171064e-10,8.58362691817057e-10,3.761652092699059e-10,8.789351232453166e-10,8.84682672333422e-10,8.831539657340298e-10,8.8473753171064e-10,4.828525236254361e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35300-MONOMER,1.4162529085589792e-08,1.416270560490377e-08,1.416270560490377e-08,1.4082332293306519e-08,1.4128725281726583e-08,1.3903056557228431e-08,1.2801975515622044e-08,1.4162213316434664e-08,1.416270632525122e-08,1.2802201486540692e-08,5.603409706863079e-09,1.4068523879802121e-08,1.4159666392997337e-08,1.4138004896497668e-08,1.416270632525122e-08,7.782383003815659e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29750-MONOMER,1.7359266105731925e-09,1.735948245992187e-09,1.735948245992187e-09,1.7259005602672277e-09,1.7297600187481067e-09,1.6971756672905084e-09,1.6779962437597088e-09,1.7358850724189007e-09,1.7359498468918237e-09,1.6780078231589387e-09,7.357264418056268e-10,1.7244250999922008e-09,1.7358806181608262e-09,1.7328465813947991e-09,1.7359498468918237e-09,9.53544523997476e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29120-MONOMER,1.8449637127695194e-07,1.8449763497988465e-07,1.8449763497988462e-07,1.826710307319954e-07,1.8429280354799804e-07,1.84300237524438e-07,1.843631100995999e-07,1.8449329272836332e-07,1.844976431845651e-07,1.8436331773156254e-07,1.532995215992311e-07,1.824252770996359e-07,1.8448522439323186e-07,1.8447626239223138e-07,1.844976431845651e-07,4.681682664565191e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.612232530809405e-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00180-MONOMER,2.1331065694006735e-12,2.1331341746034644e-12,2.1331341746034644e-12,2.119899570529521e-12,2.1241282997423813e-12,2.080063867810728e-12,2.0415746098455726e-12,2.133051877346381e-12,2.1331371833912403e-12,2.041592175679558e-12,8.834407907034502e-13,2.117926221622513e-12,2.133145561034196e-12,2.1291285602448433e-12,2.1331371833912403e-12,1.1291469465459447e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15720-MONOMER,5.926413637500336e-11,5.926487706191968e-11,5.926487706191968e-11,5.892218479794227e-11,5.90327287950068e-11,5.7874617204023205e-11,5.7900964446113267e-11,5.926270420325849e-11,5.92649510609712e-11,5.790126106282223e-11,2.5333191091225832e-11,5.887359708091163e-11,5.926496735382992e-11,5.91578459107142e-11,5.92649510609712e-11,3.2422517839186085e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24160-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01100-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6527179527935472e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22600-MONOMER,4.437818899122498e-09,4.437874209105489e-09,4.437874209105489e-09,4.412187749014907e-09,4.422054282359406e-09,4.338753842217854e-09,4.289722502009784e-09,4.437712708685052e-09,4.4378783017339565e-09,4.289752104227084e-09,1.880851810291144e-09,4.408415800677036e-09,4.437701321573095e-09,4.429944942000999e-09,4.4378783017339565e-09,2.4376940153901424e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.460434178857486e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15730-MONOMER,5.926413637500336e-11,5.926487706191968e-11,5.926487706191968e-11,5.892218479794227e-11,5.90327287950068e-11,5.7874617204023205e-11,5.7900964446113267e-11,5.926270420325849e-11,5.92649510609712e-11,5.790126106282223e-11,2.5333191091225832e-11,5.887359708091163e-11,5.926496735382992e-11,5.91578459107142e-11,5.92649510609712e-11,3.2422517839186085e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34790-MONOMER,7.171556017697878e-10,7.171645725532701e-10,7.171645725532701e-10,7.118412239773814e-10,0.0,7.011100516561217e-10,7.327991474505676e-10,7.270280935238459e-10,7.171651393755999e-10,7.328159678987446e-10,3.04377227335165e-10,7.12550143279069e-10,7.1728156497471e-10,7.159166393987855e-10,7.171651393755999e-10,4.3196697763190324e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0257692944478893e-40,0.0,0.0,0.0,0.0,6.518374253591923e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16510-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16960-MONOMER,4.408724026411347e-12,4.408756842700447e-12,4.408756842700447e-12,4.395077255772026e-12,4.397794459880467e-12,4.348787726412511e-12,4.3140774014205064e-12,4.408684337975856e-12,4.408762357099122e-12,4.3140996655211675e-12,2.3745622448905906e-12,4.393053482688171e-12,4.409031141905938e-12,4.404803036310786e-12,4.408762357099122e-12,7.450164882926023e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01190-MONOMER,6.693637874130204e-07,6.693687621828559e-07,6.693687621828559e-07,6.671711904272156e-07,6.67587262834107e-07,6.598992417076616e-07,6.418966720013563e-07,6.693576880251209e-07,6.693697063281297e-07,6.419021949199514e-07,3.5583885112486865e-07,6.668154174041152e-07,6.694165902450005e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0331423401684236e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
