,base,asp__L_s,3amp_s,pep_s,gmp_s,so4_s,adn_c,pser__L_s,pi_c,acnam_s,f6p_s,6pgc_s,cbl1_s,man6p_c,leu__L_s,pyr_c,arg__L_s,zn2_s,k_s,mg2_s,mn2_s,met__L_c
transcription_TU8J2_942_from_BSU09520-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_826_from_BSU25200-MONOMER,1.170137448855837e-08,2.9778076206925002e-08,2.979917760813863e-08,3.1319308812733086e-08,2.9782226186966903e-08,2.9777251085353128e-08,2.9799202097707943e-08,2.978893682556243e-08,2.9778076206925002e-08,3.005514857417424e-08,2.9778076206925002e-08,2.9525619552120156e-08,2.9778076206925002e-08,2.9548136094067566e-08,2.977808790842849e-08,2.349242663342274e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_720_from_BSU25200-MONOMER,3.737877432752375e-09,4.939144036447976e-11,4.883662650480665e-12,1.1371045802596585e-10,4.915370398794284e-11,4.903155440587165e-11,4.911482669122541e-12,2.8751969223863805e-10,4.93914403644797e-11,8.211746571603805e-10,4.9391440364479735e-11,5.156580029016698e-11,4.9391440364479735e-11,5.149094381778524e-11,4.938232244715358e-11,1.7676116944308328e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_595_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1141_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_811_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1258_from_BSU25200-MONOMER,0.0,2.4067056921669367e-11,2.4825800938289366e-11,1.2810860220067022e-11,2.4047396328436993e-11,2.4466080723557238e-11,2.482645276548292e-11,2.4005779472015856e-11,2.4067056921669367e-11,2.3768570943843185e-11,2.4067056921669367e-11,2.398295900331328e-11,2.4067056921669367e-11,2.3938335280500237e-11,2.406778271681697e-11,4.539796549740057e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1127_from_BSU25200-MONOMER,1.9174508516305708e-09,5.640834860277385e-10,5.462608216880793e-10,3.008969118634299e-10,5.635875492886741e-10,5.640738479760623e-10,5.462645971105939e-10,5.628789591879033e-10,5.640834860277385e-10,5.570926743470682e-10,5.640834860277385e-10,5.620086784933489e-10,5.640834860277385e-10,5.622238861840676e-10,5.641069615425284e-10,9.538849736311807e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1487_from_BSU25200-MONOMER,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_169_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_362_from_BSU25200-MONOMER,1.5971280015149106e-08,1.4193004797373945e-08,1.4216084812144137e-08,1.4089346595400696e-08,1.419285564581253e-08,1.4193418861064074e-08,1.4216122620952552e-08,1.419278278417112e-08,1.4193004797373945e-08,1.435771222640575e-08,1.4193004797373945e-08,1.3969149400301324e-08,1.4193004797373945e-08,1.3988957932022427e-08,1.4193050309120137e-08,1.7913558234825845e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_691_from_BSU25200-MONOMER,5.654130246510382e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4748203600667329e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_467_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6333868324225786e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00090,2.397129507751733e-08,1.7126150024693863e-09,1.7878111783234957e-09,9.908629902355677e-10,7.987044573518755e-10,1.7125379912037036e-09,1.7878385548574033e-09,1.7040279301898841e-09,1.7126150024693863e-09,1.6703351442113557e-09,1.7126150024693863e-09,1.7002018045981433e-09,1.7126150024693863e-09,1.7012058412844217e-09,1.7126400818909574e-09,2.1745784643876777e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00130,9.339471931023693e-09,7.715979852591161e-10,7.360291889607002e-10,3.2456587809652e-10,7.702138375840544e-10,7.715684403304191e-10,7.360361649146266e-10,7.684993410850975e-10,7.715979852591161e-10,7.532222198415759e-10,7.715979852591161e-10,7.660588821215213e-10,7.715979852591161e-10,7.666107960404756e-10,7.716411754853866e-10,4.358420556903248e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1477224596467372e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00180,2.855288136125604e-11,2.1330507491227226e-12,2.041647119960793e-12,8.821748210185766e-13,2.129045129786387e-12,2.132965527496434e-12,2.0416647178485586e-12,2.124044294496691e-12,2.1330507491227226e-12,2.079827035631851e-12,2.1330507491227226e-12,2.1174872441016458e-12,2.1330507491227226e-12,2.1190242287123515e-12,2.133145561034196e-12,1.1249144258508247e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_misc_RNA_2,2.5866366316110753e-07,1.4159653517356783e-08,1.2800261473224434e-08,5.597274813767861e-09,1.413495966455776e-08,1.4159161474247055e-08,1.280048755610959e-08,1.4125657394188408e-08,1.4159653517356783e-08,1.3910089193545343e-08,1.4159653517356783e-08,1.4063786600782898e-08,1.4159653517356783e-08,1.4074511147715664e-08,1.4159666392997337e-08,7.754259670737688e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_8,1.4110664374588372e-06,3.428131239355289e-07,3.291889642021714e-07,1.8216677470258455e-07,3.425072303217898e-07,3.428068725404571e-07,3.291917738657078e-07,3.418638958375857e-07,3.428131239355289e-07,3.37890524993018e-07,3.428131239355289e-07,3.41463371572175e-07,3.428131239355289e-07,3.416054606170343e-07,3.428274776207471e-07,5.912498438526409e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00380,5.166140091167614e-09,5.53660291652794e-10,5.358202119963565e-10,2.352946493266823e-10,5.526684175812058e-10,5.53639480307201e-10,5.358236296338505e-10,5.516105820757588e-10,5.53660291652794e-10,5.410311526040806e-10,5.53660291652794e-10,5.499071114147449e-10,5.53660291652794e-10,5.502706970968491e-10,5.536782202329681e-10,3.0468840547336915e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00500,5.666007553811738e-07,4.510430206671326e-07,4.465747781127373e-07,2.786265346554327e-07,4.5014132062903796e-07,4.507589566358581e-07,4.465730915537243e-07,3.279071136062618e-07,4.510430206671326e-07,0.0,4.510430206671326e-07,4.4808466581645205e-07,4.510430206671326e-07,4.4838873502564527e-07,4.5104302032909145e-07,4.1484373031760816e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00510,1.3692576189934067e-07,7.562421402050474e-09,7.620808881605572e-09,3.881735003787332e-09,7.550289695216242e-09,7.56213268806334e-09,7.620891033153842e-09,7.528288002662845e-09,7.562421402050474e-09,7.382875167199887e-09,7.562421402050474e-09,7.513883490560408e-09,7.562421402050474e-09,7.5181588359325e-09,7.562596691667843e-09,8.104146748989204e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00550,2.5596910065910298e-11,3.684083595215439e-12,3.547387459534281e-12,1.83151191918458e-12,3.679627340173446e-12,3.6839901819027495e-12,3.547416836975011e-12,3.670869639768256e-12,3.684083595215439e-12,3.6136728021852677e-12,3.684083595215439e-12,3.665694225342635e-12,3.684083595215439e-12,3.667549075746824e-12,3.684301202933616e-12,5.024281114694534e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00550,6.917406280584581e-13,2.719908544808198e-13,2.6237016499689094e-13,1.7039411114373022e-13,2.719088483526194e-13,2.719894478167446e-13,2.6237233779703176e-13,2.7140428208666106e-13,2.719908544808198e-13,2.6953155055417264e-13,2.719908544808198e-13,2.7148278713791725e-13,2.719908544808198e-13,2.71543142312547e-13,2.720069201611114e-13,1.1460789270261531e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6446956604574634e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.167401624561179e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00740,3.6372643494052336e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00750,2.4822514606225867e-09,2.800598796460092e-10,2.73077396096133e-10,1.1926175690047206e-10,2.795601578080529e-10,2.8004955710055916e-10,2.730789391749426e-10,2.791698769120121e-10,2.800598796460092e-10,2.7406895245875445e-10,2.800598796460092e-10,2.781879168020013e-10,2.800598796460092e-10,2.7836640123716946e-10,2.800701269784626e-10,1.513069474996069e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00760,1.841265811421372e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00770,2.3219664762177052e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00780,6.119871823935844e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00790,2.8129493397501477e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00820,1.1780113336151882e-08,9.459232254159872e-10,8.988901411840773e-10,3.983071969667121e-10,9.442167136008253e-10,9.458869109931515e-10,8.988990799409464e-10,9.418265954493908e-10,9.459232254159872e-10,9.226543183561964e-10,9.459232254159872e-10,9.3920510568322e-10,9.459232254159872e-10,9.398814051908533e-10,9.459612919416264e-10,5.377908721320177e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00940,1.0656949265993481e-09,1.1919276390647087e-10,1.1710566217278525e-10,5.1170114578087815e-11,1.1897590042961034e-10,1.191881089629268e-10,1.17106335662384e-10,1.186483197684101e-10,1.1919276390647087e-10,1.1606359322827521e-10,1.1919276390647087e-10,1.183617205994378e-10,1.1919276390647087e-10,1.1843855316271068e-10,1.1919637525262995e-10,6.523796077697586e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00980,2.551006601490453e-11,4.787835468674588e-11,4.792658413702501e-11,4.9113484169664295e-11,4.7912397852286675e-11,4.787809966083941e-11,4.792665885506801e-11,4.788801936513975e-11,4.787835468674588e-11,4.8268813716308146e-11,4.787835468674588e-11,4.7460089171395497e-11,4.787835468674588e-11,4.749723529244026e-11,4.7878388514714e-11,3.526533743051021e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00990,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00990,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01000,2.5866366316110753e-07,1.4159653517356783e-08,1.2800261473224434e-08,5.597274813767861e-09,1.413495966455776e-08,1.4159161474247055e-08,1.280048755610959e-08,1.4125657394188408e-08,1.4159653517356783e-08,1.3910089193545343e-08,1.4159653517356783e-08,1.4063786600782898e-08,1.4159653517356783e-08,1.4074511147715664e-08,1.4159666392997337e-08,7.754259670737688e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01000,6.9902251619526795e-09,1.0453878582831122e-09,9.467267821863898e-10,5.207406278544914e-10,1.044513546776577e-09,1.0453726315143158e-09,9.467435036199964e-10,1.0443748430995407e-09,1.0453878582831122e-09,1.037506192153282e-09,1.0453878582831122e-09,1.041569686226777e-09,1.0453878582831122e-09,1.0420683962587312e-09,1.0453888088740491e-09,1.7688089898730781e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01010,2.5596910065910298e-11,3.684083595215439e-12,3.547387459534281e-12,1.83151191918458e-12,3.679627340173446e-12,3.6839901819027495e-12,3.547416836975011e-12,3.670869639768256e-12,3.684083595215439e-12,3.6136728021852677e-12,3.684083595215439e-12,3.665694225342635e-12,3.684083595215439e-12,3.667549075746824e-12,3.684301202933616e-12,5.024281114694534e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01010,6.917406280584581e-13,2.719908544808198e-13,2.6237016499689094e-13,1.7039411114373022e-13,2.719088483526194e-13,2.719894478167446e-13,2.6237233779703176e-13,2.7140428208666106e-13,2.719908544808198e-13,2.6953155055417264e-13,2.719908544808198e-13,2.7148278713791725e-13,2.719908544808198e-13,2.71543142312547e-13,2.720069201611114e-13,1.1460789270261531e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01020,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01020,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01030,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01030,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01040,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01050,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01070,5.078367107144945e-08,3.796463638593201e-08,3.674218910513689e-08,2.5985411890134294e-08,3.7965400447770995e-08,3.796472490972175e-08,3.674245086681572e-08,3.789934224186802e-08,3.796463638593201e-08,3.7749165661717285e-08,3.796463638593201e-08,3.795074273098375e-08,3.796463638593201e-08,3.795394180675231e-08,3.7966093193815376e-08,2.090053973749139e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01080,5.078367107144945e-08,3.796463638593201e-08,3.674218910513689e-08,2.5985411890134294e-08,3.7965400447770995e-08,3.796472490972175e-08,3.674245086681572e-08,3.789934224186802e-08,3.796463638593201e-08,3.7749165661717285e-08,3.796463638593201e-08,3.795074273098375e-08,3.796463638593201e-08,3.795394180675231e-08,3.7966093193815376e-08,2.090053973749139e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01080,1.3723972319949353e-09,2.8028771942291985e-09,2.7175081176859465e-09,2.4175442787696767e-09,2.805482011804172e-09,2.8029403051710997e-09,2.7175274779773297e-09,2.802072746271703e-09,2.8028771942291985e-09,2.8155817391038253e-09,2.8028771942291985e-09,2.8106472545724943e-09,2.8028771942291985e-09,2.810087174976502e-09,2.802984748363292e-09,4.767581194164121e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01100,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01100,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01110,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01110,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01120,1.82923706671298e-07,1.615136123921432e-08,1.5460551616542432e-08,6.801682638007843e-09,1.6122330355706996e-08,1.6150744844737486e-08,1.5460685079837495e-08,1.6085198992210932e-08,1.615136123921432e-08,1.576252823449321e-08,1.615136123921432e-08,1.6037950882943606e-08,1.615136123921432e-08,1.6049193036723278e-08,1.6152079470174827e-08,9.028533823820908e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01120,4.943399785902435e-09,1.192432916068344e-09,1.1434858821730543e-09,6.327923150514249e-10,1.1913718087479281e-09,1.1924114764823892e-09,1.143495753321088e-09,1.18925276926415e-09,1.192432916068344e-09,1.1756733130702146e-09,1.192432916068344e-09,1.1877770861467794e-09,1.192432916068344e-09,1.1882726635048661e-09,1.1924859420781004e-09,2.0594811717761738e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01130,1.8292370526422393e-07,1.6151361188630796e-08,1.5460551567250002e-08,6.801682621190819e-09,1.6122330305264966e-08,1.6150744794156996e-08,1.5460685030544806e-08,1.6085198941906648e-08,1.6151361188630796e-08,1.57625281856647e-08,1.6151361188630796e-08,1.603795083287529e-08,1.6151361188630796e-08,1.6049192986606965e-08,1.615207941958932e-08,9.028533815401477e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01130,4.9433997478771295e-09,1.1924329123338317e-09,1.1434858785273114e-09,6.327923134868586e-10,1.191371805020476e-09,1.1924114727480255e-09,1.1434957496753262e-09,1.189252765544923e-09,1.1924329123338317e-09,1.1756733094282625e-09,1.1924329123338317e-09,1.1877770824387e-09,1.1924329123338317e-09,1.1882726597942845e-09,1.1924859383434416e-09,2.0594811698556339e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01150,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
