,base,man6p_c,f6p_s,3amp_s,asp__L_s,pep_s,pi_c,gmp_s,cbl1_s,leu__L_s,acnam_s,so4_s,6pgc_s,adn_c,pser__L_s,pyr_c,arg__L_s,zn2_s,mg2_s,mn2_s,k_s,met__L_c
transcription_TU8J2_176_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_185_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2954_from_BSU25200-MONOMER,7.845282814261635e-14,1.1576469098034075e-13,1.1625518947462287e-13,1.1620646532034929e-13,1.1625518947462287e-13,4.2710730653157363e-14,1.1625518947462287e-13,1.1625518947462287e-13,1.1625518947462287e-13,1.1621027157134058e-13,1.161872540262464e-13,1.1625534751258832e-13,1.1569931904295157e-13,1.1620308515458598e-13,1.1653189074116156e-13,2.038122373466418e-15,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_597_from_BSU04730-MONOMER,5.759950112091105e-11,1.0529702048360552e-10,1.0579999871667396e-10,1.0829654453013126e-10,1.0579999871667396e-10,5.653427960448467e-11,1.0579999871667396e-10,1.0579999871667396e-10,1.0579999871667396e-10,1.0582045632648128e-10,1.0445577709783548e-10,1.0725916219950376e-10,1.0544013601761358e-10,1.0829825178929561e-10,1.0550638701445366e-10,1.96366071699796e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_474_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_288_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1003_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1012_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1129_from_BSU04730-MONOMER,7.429737082834208e-16,1.6193100707238569e-16,1.628578712146366e-16,1.5896590503303083e-16,1.628578712146366e-16,9.611558559358059e-17,1.6285787121463658e-16,1.6285787121463658e-16,1.6285787121463658e-16,1.6693911360393552e-16,5.026649368541355e-17,1.6278333550098803e-16,1.617894974454275e-16,1.5895752009568035e-16,1.3133294852814563e-16,1.3267021359314642e-17,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1235_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_469_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_445_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1450_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_259_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_640_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1188_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_746_from_BSU25200-MONOMER,3.856597898644192e-09,7.086465938173461e-10,7.115876166675455e-10,7.099390795608637e-10,7.115876166675455e-10,2.0044978697719187e-10,7.115876166675455e-10,7.115876166675455e-10,7.115876166675455e-10,6.229083420904603e-10,7.020212854962035e-10,7.115717056285899e-10,7.082439031314311e-10,7.099412808723727e-10,7.097361079316098e-10,6.500818264292242e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_23_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_527_from_BSU25200-MONOMER,4.4817573652908976e-10,1.2246482988439168e-10,1.228552154594138e-10,1.187705694617307e-10,1.228552154594138e-10,6.540809157555778e-11,1.228552154594138e-10,1.228552154594138e-10,1.228552154594138e-10,1.2285708139593258e-10,1.2123361804159086e-10,1.2285306537308658e-10,1.2240318633252234e-10,1.1876870097349311e-10,1.2258485724346374e-10,2.091183305631802e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_626_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_843_from_BSU25200-MONOMER,6.495664820611238e-07,1.4529228711658867e-06,1.4522161955072938e-06,1.4530075431146695e-06,1.4522161955072938e-06,1.0121679265899834e-06,1.4522161955072938e-06,1.4522161955072938e-06,1.4522161955072938e-06,1.4522005327572469e-06,1.4549843592616387e-06,1.452225999050724e-06,1.453022340439229e-06,1.4529995189129665e-06,1.452682342636185e-06,7.565436242348111e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_726_from_BSU25200-MONOMER,1.246731077866261e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1042_from_BSU25200-MONOMER,2.0535774954479803e-09,3.986398257758273e-10,4.0004692770858294e-10,4.2179897369892375e-10,4.000469277085829e-10,2.932594423928995e-10,4.000469277085829e-10,4.000469277085829e-10,4.000469277085829e-10,4.0019911388050323e-10,3.943931542219091e-10,4.000373974200706e-10,3.9849446221974734e-10,4.218033342064296e-10,3.9604259205122787e-10,1.629448055528766e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1278_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2955_from_BSU25200-MONOMER,1.3723972319949353e-09,2.8117203056324874e-09,2.8049221589913756e-09,2.719429629792289e-09,2.8049221589913756e-09,2.420971270699061e-09,2.8049221589913756e-09,2.8049221589913756e-09,2.8049221589913756e-09,2.805482011804172e-09,2.8176190378291926e-09,2.8049852472302635e-09,2.812443582528954e-09,2.7194973493823e-09,2.8049278013304516e-09,4.769396794094483e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_186_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_598_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_709_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_484_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_583_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_171_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1246_from_BSU25200-MONOMER,8.807037621342767e-07,0.0,8.523285428534632e-10,5.161815912795005e-08,8.523285428534632e-10,5.28978649204072e-10,8.523285428534631e-10,8.523285428534631e-10,8.523285428534631e-10,9.064586908180536e-10,1.2184066835873178e-10,8.492763612621381e-10,0.0,5.1634141873054044e-08,6.049247443159129e-10,2.0996729915158087e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_10_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_26_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_336_from_BSU34200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1100_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_665_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_785_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1211_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_245_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_542_from_BSU25200-MONOMER,1.7424785965540226e-09,5.105726037774415e-10,5.121689942072474e-10,4.959293695231072e-10,5.121689942072474e-10,2.7329238866915345e-10,5.121689942072474e-10,5.121689942072474e-10,5.121689942072474e-10,5.121587555085119e-10,5.059463439358233e-10,5.121602055643096e-10,5.103213324553868e-10,4.959214409758849e-10,5.112041772856973e-10,8.668832554434597e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_650_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_756_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_528_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_306_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1307_from_BSU27120-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1183_from_BSU25200-MONOMER,6.893937214110861e-13,3.5233131941024233e-12,3.5403464339635803e-12,3.5507838601944814e-12,3.5403464339635803e-12,4.577330088284846e-12,3.5403464339635803e-12,3.5403464339635803e-12,3.5403464339635803e-12,3.5405229164357977e-12,3.604970574807016e-12,3.5403989304702612e-12,3.5210206359538482e-12,3.5508344553804176e-12,3.546006535399874e-12,8.05045981422676e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_411_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1058_from_BSU25200-MONOMER,3.306903106436741e-12,1.841418025037867e-12,1.8475603272583792e-12,1.8404281286344056e-12,1.8475603272583792e-12,1.0361006618740985e-12,1.8475603272583792e-12,1.8475603272583792e-12,1.8475603272583792e-12,1.8474285321508353e-12,1.825181811049153e-12,1.8475303730170236e-12,1.8405823354952122e-12,1.840378482970404e-12,1.8435164222483895e-12,3.268060088837006e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_513_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1293_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_844_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1043_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_727_from_BSU25200-MONOMER,1.113642189710797e-09,3.263140182045988e-10,3.2733429342485016e-10,3.16955324507187e-10,3.2733429342485016e-10,1.7466494839632563e-10,3.2733429342485016e-10,3.2733429342485016e-10,3.2733429342485016e-10,3.273277497307686e-10,3.2335731150508487e-10,3.2732867648149995e-10,3.2615342722468206e-10,3.169502572629137e-10,3.267176655756989e-10,5.540370875859698e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_5_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1279_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2965_from_BSU25200-MONOMER,7.4440705365512e-08,4.938688525243236e-08,4.941663993800146e-08,4.747339765843648e-08,4.941663993800146e-08,3.3086425718583745e-08,4.941663993800146e-08,4.941663993800146e-08,4.941663993800146e-08,4.942096939244351e-08,4.922946485077181e-08,4.941674971000306e-08,4.937846873014138e-08,4.7473758532797813e-08,4.937219208289099e-08,2.6427919625552057e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_607_from_BSU25200-MONOMER,7.3502754726228775e-09,1.3300657955231838e-09,1.335655707079963e-09,1.3358498290574492e-09,1.335655707079963e-09,3.543977381334243e-10,1.335655707079963e-09,1.335655707079963e-09,1.335655707079963e-09,1.1582935396361722e-09,1.3177546313692905e-09,1.3356254923216783e-09,1.3293071949175905e-09,1.3358553188028025e-09,1.3321676578001376e-09,1.1493676043730734e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_485_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1261_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_172_from_BSU25200-MONOMER,1.151990299438151e-10,3.5047869993374764e-11,3.5163906983641015e-11,3.460606306840317e-11,3.5163906983641015e-11,1.9035820871682713e-11,3.5163906983641015e-11,3.5163906983641015e-11,3.5163906983641015e-11,3.516726195200462e-11,3.46060475314562e-11,3.516324131266537e-11,3.5031424855493585e-11,3.4605424357929115e-11,3.505788944864775e-11,5.953216776175175e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1247_from_BSU25200-MONOMER,7.4440705365512e-08,4.938688525243236e-08,4.941663993800146e-08,4.747339765843648e-08,4.941663993800146e-08,3.3086425718583745e-08,4.941663993800146e-08,4.941663993800146e-08,4.941663993800146e-08,4.942096939244351e-08,4.922946485077181e-08,4.941674971000306e-08,4.937846873014138e-08,4.7473758532797813e-08,4.937219208289099e-08,2.6427919625552057e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1476_from_BSU25200-MONOMER,8.367195146533536e-07,1.8959823585422024e-07,1.9022867759096136e-07,1.81133798485941e-07,1.9022867759096136e-07,1.0031277278060058e-07,1.9022867759096136e-07,1.9022867759096136e-07,1.9022867759096136e-07,1.9023673599928506e-07,1.8747816252430052e-07,1.9022521096877058e-07,1.8949316843921193e-07,1.8113186950214356e-07,1.8974269209140923e-07,3.2962680178630156e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_351_from_BSU25200-MONOMER,1.902412862824286e-10,4.902839984382497e-11,4.9191320585219775e-11,4.7442325262380325e-11,4.9191320585219775e-11,2.6219015863798652e-11,4.9191320585219775e-11,4.9191320585219775e-11,4.9191320585219775e-11,4.919200196641191e-11,4.852035762350533e-11,4.9190431497019565e-11,4.9002693298452215e-11,4.744163073732539e-11,4.9074892233356793e-11,8.48404694666514e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1125_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_27_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1212_from_BSU25200-MONOMER,6.478093906490726e-10,5.892956820986859e-11,5.901073847564675e-11,5.761836537232509e-11,5.901073847564675e-11,3.6556523025506686e-11,5.901073847564675e-11,5.901073847564675e-11,5.901073847564675e-11,5.902087061958165e-11,5.82402483064201e-11,5.901021741360304e-11,5.891593276061857e-11,5.761774998872174e-11,5.88452527059055e-11,2.187305010420449e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1566_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_567_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_321_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_552_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_883_from_BSU04730-MONOMER,9.073829356015509e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.362390282772938e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_240_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_307_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1184_from_BSU25200-MONOMER,2.8799744810851997e-11,8.761966263335061e-12,8.790975503378557e-12,8.651514554326146e-12,8.790975503378557e-12,4.758954697147735e-12,8.790975503378557e-12,8.790975503378557e-12,8.790975503378557e-12,8.791814245517146e-12,8.651510670494348e-12,8.790809085684166e-12,8.757854979935434e-12,8.651354876757957e-12,8.764471124503526e-12,1.488304130030304e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_970_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_523_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_622_from_BSU25200-MONOMER,0.0,2.257219455446749e-10,2.2641315777908707e-10,2.200434916725215e-10,2.2641315777908707e-10,1.2119964371941747e-10,2.2641315777908707e-10,2.2641315777908707e-10,2.2641315777908707e-10,2.2640613123906674e-10,2.2372180983745467e-10,2.2640930406865923e-10,2.2561463966229155e-10,2.2003960257359473e-10,2.2600150906421042e-10,3.807538401199889e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_117_from_BSU25200-MONOMER,6.536248781049419e-09,6.687203445015179e-10,6.713656845759952e-10,6.563555922000294e-10,6.713656845759952e-10,3.699347660023964e-10,6.713656845759952e-10,6.713656845759952e-10,6.713656845759952e-10,6.714541937157534e-10,6.62543702424141e-10,6.720822551000723e-10,6.684296920885222e-10,6.56359115663141e-10,6.696060956834528e-10,1.3749292110003908e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_728_from_BSU25200-MONOMER,1.0938344372426998e-06,2.4466426686548723e-06,2.4454526654871027e-06,2.446785251586728e-06,2.4454526654871027e-06,1.7044354426410862e-06,2.4454526654871027e-06,2.4454526654871027e-06,2.4454526654871027e-06,2.4454262902724683e-06,2.4501141018851463e-06,2.445469174118177e-06,2.4468101694721624e-06,2.4467717392698267e-06,2.4462376317630486e-06,1.27397809511139e-06,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_128_from_BSU25200-MONOMER,4.1118420752296186e-10,9.547316240932107e-11,9.57937117431546e-11,9.166498461364699e-11,9.57937117431546e-11,5.075678106997922e-11,9.57937117431546e-11,9.57937117431546e-11,9.57937117431546e-11,9.579432761797592e-11,9.450456978333795e-11,9.579195977838394e-11,9.542102002377347e-11,9.166389717876676e-11,9.558514333290194e-11,1.6566332026091777e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1053_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2966_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_381_from_BSU00980-MONOMER,0.0,2.5214696987609374e-11,2.5609482308446174e-11,2.6571384119905203e-11,2.5609482308446174e-11,9.061868126992331e-12,2.5609482308446174e-11,2.5609482308446174e-11,2.5609482308446174e-11,2.5624535688799873e-11,2.616581542522966e-11,2.560786779402132e-11,2.5160210933370724e-11,2.6578878107237067e-11,2.5690029905702656e-11,1.6212585217006088e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_608_from_BSU25200-MONOMER,7.4440705365512e-08,4.938688525243236e-08,4.941663993800146e-08,4.747339765843648e-08,4.941663993800146e-08,3.3086425718583745e-08,4.941663993800146e-08,4.941663993800146e-08,4.941663993800146e-08,4.942096939244351e-08,4.922946485077181e-08,4.941674971000306e-08,4.937846873014138e-08,4.7473758532797813e-08,4.937219208289099e-08,2.6427919625552057e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1262_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_941_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2951_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_696_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1248_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_182_from_BSU25200-MONOMER,8.400393037613653e-12,1.946563101157523e-12,1.952652981911577e-12,2.014351412664508e-12,1.952652981911577e-12,1.1210935628398721e-12,1.952652981911577e-12,1.952652981911577e-12,1.952652981911577e-12,1.90094551379619e-12,2.931519811243357e-12,1.9539319499259127e-12,1.946016465085875e-12,2.0144729576451486e-12,2.346899830471528e-12,1.1708623985169975e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_352_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
