,base,asp__L_s,so4_s,pser__L_s,leu__L_s,3amp_s,acnam_s,6pgc_s,pi_c,adn_c,cbl1_s,man6p_c,pep_s,gmp_s,f6p_s,pyr_c,zn2_s,arg__L_s,mg2_s,k_s,mn2_s,met__L_c
translation_BSU06490,3.417290098054041e-08,2.5633868894065883e-09,2.563274138884641e-09,2.550387463520785e-09,2.564207125892836e-09,2.6979036877824442e-09,2.5032683589570757e-09,2.5456637507070054e-09,2.5633868894065883e-09,2.697946429892919e-09,2.5633868894065883e-09,2.547520207180266e-09,1.4921164733228478e-09,2.5592184621573995e-09,2.5633944206381686e-09,3.385566032398385e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06500,4.3881079246872394e-08,3.2916193828114785e-09,3.2914746009976222e-09,3.274926950472076e-09,3.292672640252944e-09,3.4643510538196784e-09,3.2144217811105634e-09,3.268861278247205e-09,3.2916193828114785e-09,3.464405938534851e-09,3.2916193828114785e-09,3.271245135376218e-09,1.9160117910015435e-09,3.286266747208179e-09,3.29162905359038e-09,4.3473713703086225e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06510,5.213903344102163e-08,2.9145760646687678e-09,2.891468419467733e-09,2.9003144547081496e-09,2.915045109145386e-09,2.9113807638352188e-09,2.8428908932042714e-09,2.8934326401499023e-09,2.9145760646687673e-09,2.9114017217680157e-09,2.9145760646687678e-09,2.898800138240294e-09,1.6187659675835877e-09,2.909681189412863e-09,2.9145861582506853e-09,3.4426964438766297e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06520,7.59898093768132e-08,4.759212837938209e-09,4.75901108985356e-09,4.736500675212873e-09,4.760264012286608e-09,4.889342788420228e-09,4.6476176651063986e-09,4.726475257347405e-09,4.759212837938209e-09,4.889411179102301e-09,4.759212837938209e-09,4.730122011109221e-09,2.5647920464756514e-09,4.751267286681868e-09,4.759225319747554e-09,5.313803169374507e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06530,3.775023229001226e-08,2.83173063297655e-09,2.8316060793603162e-09,2.817370384570794e-09,2.832636734507299e-09,2.9803290908156713e-09,2.7653186976627872e-09,2.812152178013117e-09,2.8317306329765497e-09,2.9803763073104e-09,2.8317306329765497e-09,2.8142029744363353e-09,1.648316117609299e-09,2.8271258410968527e-09,2.831738952602143e-09,3.7399781841463387e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06670,1.8107273879508e-08,1.4982973631059436e-09,1.4982394453242204e-09,1.491534787033103e-09,1.4982977059612096e-09,1.427635674505925e-09,1.4602840411034575e-09,1.4877174116190373e-09,1.4982973631059436e-09,1.4276492578314033e-09,1.4982973631059436e-09,1.4891071956018254e-09,6.303936135799837e-10,1.4955937613575928e-09,1.4982999953835754e-09,8.495678661169729e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06670,4.893378526386573e-10,1.1061054791752571e-10,1.1060850457951533e-10,1.1026934091143581e-10,1.1061727096537562e-10,1.0558369609304753e-10,1.0889092001270118e-10,1.1016532634671079e-10,1.1061054791752571e-10,1.0558470067547346e-10,1.1061054791752571e-10,1.1022805124733888e-10,5.862678655653248e-11,1.1051133445994218e-10,1.1061074224321719e-10,1.9346662564496014e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06680,1.8107273879508e-08,1.4982973631059436e-09,1.4982394453242204e-09,1.491534787033103e-09,1.4982977059612096e-09,1.427635674505925e-09,1.4602840411034575e-09,1.4877174116190373e-09,1.4982973631059436e-09,1.4276492578314033e-09,1.4982973631059436e-09,1.4891071956018254e-09,6.303936135799837e-10,1.4955937613575928e-09,1.4982999953835754e-09,8.495678661169729e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06680,4.893378526386573e-10,1.1061054791752571e-10,1.1060850457951533e-10,1.1026934091143581e-10,1.1061727096537562e-10,1.0558369609304753e-10,1.0889092001270118e-10,1.1016532634671079e-10,1.1061054791752571e-10,1.0558470067547346e-10,1.1061054791752571e-10,1.1022805124733888e-10,5.862678655653248e-11,1.1051133445994218e-10,1.1061074224321719e-10,1.9346662564496014e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06690,1.8107273879508e-08,1.4982973631059436e-09,1.4982394453242204e-09,1.491534787033103e-09,1.4982977059612096e-09,1.427635674505925e-09,1.4602840411034575e-09,1.4877174116190373e-09,1.4982973631059436e-09,1.4276492578314033e-09,1.4982973631059436e-09,1.4891071956018254e-09,6.303936135799837e-10,1.4955937613575928e-09,1.4982999953835754e-09,8.495678661169729e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06690,4.893378526386573e-10,1.1061054791752571e-10,1.1060850457951533e-10,1.1026934091143581e-10,1.1061727096537562e-10,1.0558369609304753e-10,1.0889092001270118e-10,1.1016532634671079e-10,1.1061054791752571e-10,1.0558470067547346e-10,1.1061054791752571e-10,1.1022805124733888e-10,5.862678655653248e-11,1.1051133445994218e-10,1.1061074224321719e-10,1.9346662564496014e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06730,1.325642276580214e-12,9.903633919445523e-14,9.903237864662547e-14,9.86181971499521e-14,9.903246594808068e-14,9.478544667216703e-14,9.657241124878049e-14,9.833013192466918e-14,9.903633919445523e-14,9.478626221200202e-14,9.903633919445523e-14,9.842188804844842e-14,4.101605180208082e-14,9.885036806004388e-14,9.903647888530558e-14,5.2423603414115e-15,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06730,3.582466081340393e-14,7.311274792165564e-15,7.311129967403276e-15,7.290854826946727e-15,7.311431550994972e-15,7.010050234939203e-15,7.201241958912578e-15,7.281336488095242e-15,7.311274792165564e-15,7.010110549844208e-15,7.311274792165564e-15,7.285474780933844e-15,3.814504561263569e-15,7.304180030983676e-15,7.31128510472559e-15,1.1938090011613044e-15,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07610,1.2353707442197673e-12,9.896218252276443e-14,9.895080182233057e-14,9.848483389474461e-14,9.918857865666585e-14,9.893622759952093e-14,9.745285772563844e-14,9.594110749853658e-14,9.896218252276443e-14,9.893664672906706e-14,9.896218252276443e-14,9.629908908046067e-14,8.022406581899585e-14,9.900786037627556e-14,9.896220197529454e-14,2.1902073242889022e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07840,8.638648813935341e-05,1.8764247462899442e-06,1.8764139501322707e-06,1.8806648676364095e-06,1.8746843464745748e-06,3.0312252044175936e-10,1.8909544254300633e-06,1.8603405169625333e-06,1.8764247462899442e-06,6.055036008097084e-10,1.8764247462899442e-06,1.866003696964028e-06,1.7530528573254657e-10,1.8758656166396622e-06,1.8764247462910616e-06,4.617510370982911e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08000,5.116087050465495e-10,1.8972880880565155e-11,1.8971921940590442e-11,1.8877847321474405e-11,1.8977958421590816e-11,1.9218558318495265e-11,1.850835684209564e-11,1.879569741402675e-11,1.8972880880565155e-11,1.921913669297749e-11,1.8972880880565155e-11,1.881643621182533e-11,7.838585904558426e-12,1.8939056846087185e-11,1.897293972849007e-11,1.1369547621201658e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08060,2.6479824219466486e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08070,2.6479824219466486e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_18,2.754575867304573e-06,6.693687621828559e-07,6.693567439175588e-07,6.675871225435279e-07,6.693868366887255e-07,6.418966720013563e-07,6.598992417076616e-07,6.668144799861762e-07,6.693687621828559e-07,6.419021949199514e-07,6.693687621828559e-07,6.671711904272156e-07,3.5583885112486865e-07,6.687750062896861e-07,6.693697063281297e-07,1.1606701594792489e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_37,7.096709771400166e-07,1.6662731568906734e-07,1.666243923648285e-07,1.6620736359174515e-07,1.6663087557869135e-07,1.5950541047987098e-07,1.643601475517999e-07,1.6599416438859795e-07,1.6662731568906734e-07,1.5950687295677015e-07,1.6662731568906734e-07,1.6608360385495324e-07,8.822088652390182e-08,1.6648177801552348e-07,1.6662750157345752e-07,2.8819426470593382e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_38,2.9786587798209683e-07,9.378652872340938e-08,9.378496630405101e-08,9.36231629199822e-08,9.378107797858328e-08,9.161064263511946e-08,9.272249909155095e-08,9.346038601174971e-08,9.378652872340938e-08,9.161115968308278e-08,9.378652872340938e-08,9.350319634932295e-08,5.039885323652853e-08,9.370456113189912e-08,9.378663686968604e-08,1.5717019292464188e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_39,5.246772074370814e-07,1.3013124856186296e-07,1.301289331421548e-07,1.2980306224144465e-07,1.301326792979952e-07,1.249842470858448e-07,1.2836652513846045e-07,1.296450586766542e-07,1.3013124856186296e-07,1.2498530036855542e-07,1.3013124856186296e-07,1.2971261742756773e-07,6.906282925703472e-08,1.3001704920533438e-07,1.3013147780668755e-07,2.2481650803168542e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_42,1.2978327166071508e-07,3.9909167047481815e-08,3.990841520257087e-08,3.978405673758553e-08,3.991298539628181e-08,3.927874373942227e-08,3.927054889191289e-08,3.9759420467656995e-08,3.9909167047481815e-08,3.927896895364464e-08,3.9909167047481815e-08,3.9778014728888724e-08,2.1630974489534455e-08,3.9872890977549555e-08,3.990909399146709e-08,6.777339697927459e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08820,9.243250070805796e-09,4.897827605585944e-10,4.922380963381253e-10,4.873791422488678e-10,4.899390256238717e-10,5.112769687933934e-10,4.787234565131662e-10,4.871929190847334e-10,4.897827605585944e-10,5.112848773682736e-10,4.897827605585944e-10,4.871527107574808e-10,2.718460171186509e-10,4.890876714270885e-10,4.897853133101184e-10,6.836114366878358e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09410,1.047516433531906e-07,5.785816041584671e-09,5.793765007167565e-09,1.1939435798688674e-09,5.585792788600037e-09,6.0896782857647604e-09,9.339261836806532e-09,9.300735414204212e-09,5.785816041584672e-09,6.089783337947419e-09,5.785816041584672e-09,8.882268208648278e-09,6.888251856372653e-07,5.503181030857944e-09,5.785816041584672e-09,4.6050819917726474e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10020,4.792736620536573e-07,2.3335363791240924e-09,2.316658774348562e-09,1.3473652626231385e-08,2.318147758573369e-09,2.1285965363708202e-10,3.613769111852964e-08,2.423977782113196e-09,2.3335363791240924e-09,2.1416142151984132e-10,2.3335363791240908e-09,2.419592402056985e-09,4.217738698391544e-09,2.320247673265928e-09,2.3335062497333436e-09,2.7208960462098135e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10020,1.2952073634950432e-08,1.7227136871236942e-10,1.7102884552359134e-10,9.961087114297368e-10,1.711456793450682e-10,1.5742468040991612e-11,2.6947267259443553e-09,1.7949531365171482e-10,1.7227136871236945e-10,1.5838742928885905e-11,1.7227136871236932e-10,1.791052760199839e-10,3.922509065686378e-10,1.7144606595405943e-10,1.7226914443533258e-10,6.196121555266644e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10520,0.0,2.5152271402074825e-07,2.5151752064651507e-07,2.511294296628299e-07,2.515057657588978e-07,2.5102783138378905e-07,2.487836536031333e-07,2.5068516928562515e-07,2.5152271402074825e-07,2.510282889123546e-07,2.5152271402074825e-07,2.5078481387481723e-07,1.9595128447485186e-07,2.5127339487163473e-07,2.5152274985555996e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10790,1.7385546772573912e-08,5.881187825650337e-10,5.88096122777981e-10,5.854532456739564e-10,5.88123564760648e-10,5.484708288927937e-10,5.732737170057936e-10,5.839881643641848e-10,5.881187825650337e-10,5.484778644461055e-10,5.881187825650337e-10,5.84555734634908e-10,2.4341102940374973e-10,5.870590507108093e-10,5.881199107517725e-10,3.385859066773254e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
