,base,gmp_s,6pgc_s,cbl1_s,leu__L_s,pep_s,3amp_s,f6p_s,pi_c,acnam_s,so4_s,pser__L_s,asp__L_s,man6p_c,adn_c,pyr_c,arg__L_s,zn2_s,mg2_s,k_s,mn2_s,met__L_c
translation_BSU14730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14860,2.4186489188372327e-07,8.877071505325095e-09,8.823875223585497e-09,8.89001225469626e-09,8.888521889797416e-09,3.811813409332957e-09,8.677254632181466e-09,8.89001225469626e-09,8.892374986890921e-09,8.89001225469626e-09,8.901778679310623e-09,1.3601178652962887e-08,8.89001225469626e-09,8.88522863571457e-09,8.67740284057956e-09,5.898871433983118e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14890,2.4036313827360164e-05,1.9494563376027294e-05,1.9461658454036662e-05,1.9509919807201636e-05,1.950561887141772e-05,1.0665768587832005e-05,1.9487843682782638e-05,1.9509919807201636e-05,1.9509774685378274e-05,1.9509919807201636e-05,1.9509470149627748e-05,1.9451560537571855e-05,1.9509919807201636e-05,1.9503546963430338e-05,1.948785901253853e-05,3.28135657943449e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14900,2.4036313827360164e-05,1.9494563376027294e-05,1.9461658454036662e-05,1.9509919807201636e-05,1.950561887141772e-05,1.0665768587832005e-05,1.9487843682782638e-05,1.9509919807201636e-05,1.9509774685378274e-05,1.9509919807201636e-05,1.9509470149627748e-05,1.9451560537571855e-05,1.9509919807201636e-05,1.9503546963430338e-05,1.948785901253853e-05,3.28135657943449e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14910,2.4036313827360164e-05,1.9494563376027294e-05,1.9461658454036662e-05,1.9509919807201636e-05,1.950561887141772e-05,1.0665768587832005e-05,1.9487843682782638e-05,1.9509919807201636e-05,1.9509774685378274e-05,1.9509919807201636e-05,1.9509470149627748e-05,1.9451560537571855e-05,1.9509919807201636e-05,1.9503546963430338e-05,1.948785901253853e-05,3.28135657943449e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14920,2.4036313827360164e-05,1.9494563376027294e-05,1.9461658454036662e-05,1.9509919807201636e-05,1.950561887141772e-05,1.0665768587832005e-05,1.9487843682782638e-05,1.9509919807201636e-05,1.9509774685378274e-05,1.9509919807201636e-05,1.9509470149627748e-05,1.9451560537571855e-05,1.9509919807201636e-05,1.9503546963430338e-05,1.948785901253853e-05,3.28135657943449e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15080,2.754575867304573e-06,6.595994770612529e-07,6.572980244926014e-07,6.598992417076616e-07,6.600005578943966e-07,3.4593012563596674e-07,6.324982504286156e-07,6.598992417076616e-07,6.601774621452582e-07,6.598992417076616e-07,6.601658860659261e-07,6.582070478181355e-07,6.598992417076616e-07,6.598640604107231e-07,6.325036405646407e-07,1.1422866694636596e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15080,7.4440705365512e-08,4.922946485077181e-08,4.916225037811729e-08,4.920757436404815e-08,4.9227194456653935e-08,3.271373827047861e-08,4.724056134603102e-08,4.920757436404815e-08,4.922832079321089e-08,4.920757436404815e-08,4.9228463016085865e-08,4.924942078494084e-08,4.920757436404815e-08,4.922405308305835e-08,4.72409639290443e-08,2.628957078464774e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15140,1.325642276580214e-12,9.643391715450326e-14,9.587456376075903e-14,9.657241124878049e-14,9.656141569478361e-14,3.916673429712335e-14,9.239952090240389e-14,9.657241124878049e-14,9.661312718966848e-14,9.657241124878049e-14,9.6609280676501e-14,9.596638072847338e-14,9.657241124878049e-14,9.652638536237235e-14,9.240030832906631e-14,5.103463142479959e-15,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15320,6.090093492696116e-12,2.1687580930056065e-13,2.1611356855824093e-13,2.1690937642019277e-13,2.1699061268138335e-13,1.1717640266268114e-13,2.0452745962240613e-13,2.1690937642019277e-13,2.170371489840045e-13,2.1690937642019277e-13,2.1720102891468959e-13,2.1651516029402947e-13,2.1690937642019277e-13,2.1696509637735613e-13,2.0453005057595822e-13,5.452257560733331e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15430,1.158675015856981e-08,9.974964988810497e-10,9.918830008739794e-10,9.988711715457172e-10,9.987616662844643e-10,4.128762710074298e-10,9.5707549845514e-10,9.988711715457172e-10,9.992762416190488e-10,9.988711715457172e-10,9.99238184716852e-10,9.929118504188872e-10,9.988711715457172e-10,9.984067405868565e-10,9.570835763359774e-10,5.573283658772538e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15430,3.131247408850277e-10,7.444854118019923e-11,7.41873527954195e-11,7.448413992224944e-11,7.44942321244278e-11,3.904466615330812e-11,7.148285986074204e-11,7.448413992224944e-11,7.451434531497658e-11,7.448413992224944e-11,7.451302931409269e-11,7.4293239013061e-11,7.448413992224944e-11,7.447841054798574e-11,7.148346318830063e-11,1.2826835781863469e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15490,5.491598187424358e-08,1.942446519607511e-09,1.935539195994394e-09,1.944549494639544e-09,1.944209653755284e-09,9.479146922305156e-10,1.8973265649262457e-09,1.944549494639544e-09,1.945055286488571e-09,1.944549494639544e-09,1.9450051792977577e-09,1.935344741999698e-09,1.944549494639544e-09,1.9439249375668475e-09,1.897335929482767e-09,2.382994228040315e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15500,4.3616413615626035e-08,1.5427667490212094e-09,1.537280683336786e-09,1.5444370137727447e-09,1.5441670988943157e-09,7.528708014969733e-10,1.5069307220845888e-09,1.5444370137727447e-09,1.5448387333767224e-09,1.5444370137727447e-09,1.5447989362924304e-09,1.5371262403937231e-09,1.5444370137727447e-09,1.5439409661982576e-09,1.5069381597804405e-09,1.892666913101378e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15530,4.223588754572293e-08,1.4939358264338372e-09,1.4886234031026182e-09,1.4955532247563842e-09,1.4952918530958735e-09,7.290412913979803e-10,1.4592340644522341e-09,1.4955532247563842e-09,1.4959422293216847e-09,1.4955532247563842e-09,1.4959036918758594e-09,1.4884738485144553e-09,1.4955532247563842e-09,1.4950728778448294e-09,1.4592412667336587e-09,1.832761116210196e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15540,4.223588754572293e-08,1.4939358264338372e-09,1.4886234031026182e-09,1.4955532247563842e-09,1.4952918530958735e-09,7.290412913979803e-10,1.4592340644522341e-09,1.4955532247563842e-09,1.4959422293216847e-09,1.4955532247563842e-09,1.4959036918758594e-09,1.4884738485144553e-09,1.4955532247563842e-09,1.4950728778448294e-09,1.4592412667336587e-09,1.832761116210196e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15550,6.749397086514867e-08,2.3873456201096944e-09,2.378856239008078e-09,2.389930261787726e-09,2.389512583546197e-09,1.165025634369285e-09,2.3318913643036546e-09,2.389930261787726e-09,2.3905519005012106e-09,2.389930261787726e-09,2.3904903167297566e-09,2.378617247155349e-09,2.389930261787726e-09,2.38916265579345e-09,2.331902873723744e-09,2.9287966364233536e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15560,7.274833111902029e-08,2.5731988715596853e-09,2.5640485978469436e-09,2.575984725854629e-09,2.5755345316428136e-09,1.2557220967274129e-09,2.513427539222507e-09,2.575984725854629e-09,2.576654758724014e-09,2.575984725854629e-09,2.576588380697357e-09,2.56379100063916e-09,2.575984725854629e-09,2.5751573622497806e-09,2.5134399446432126e-09,3.1568014854615365e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15570,1.0656953956240476e-09,6.997738165292561e-10,6.967045817756307e-10,7.01110154259495e-10,7.007111737248771e-10,2.911003215807184e-10,7.171331049268451e-10,7.01110154259495e-10,7.009795093322918e-10,7.01110154259495e-10,7.107120155907509e-10,6.967458147315404e-10,7.01110154259495e-10,7.015970145112708e-10,7.171493707039759e-10,4.211996262896511e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15580,1.3974595189270967e-08,6.997738165292561e-10,6.967045817756307e-10,7.01110154259495e-10,7.007111737248771e-10,2.911003215807184e-10,7.171331049268451e-10,7.01110154259495e-10,7.009795093322918e-10,7.01110154259495e-10,7.107120155907509e-10,6.967458147315404e-10,7.01110154259495e-10,7.015970145112708e-10,7.171493707039759e-10,4.211996262896511e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15590,1.0656953956240476e-09,6.997738165292561e-10,6.967045817756307e-10,7.01110154259495e-10,7.007111737248771e-10,2.911003215807184e-10,7.171331049268451e-10,7.01110154259495e-10,7.009795093322918e-10,7.01110154259495e-10,7.107120155907509e-10,6.967458147315404e-10,7.01110154259495e-10,7.015970145112708e-10,7.171493707039759e-10,4.211996262896511e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15680,1.0478898659798987e-08,2.0004458732061252e-09,1.9933009813101742e-09,2.0016047767990013e-09,2.001815571395997e-09,1.0286305039969108e-09,1.9214422871889557e-09,2.0016047767990013e-09,2.00242600329703e-09,2.0016047767990013e-09,2.0023867910056495e-09,1.995486239890087e-09,2.0016047767990013e-09,2.0014181148806634e-09,1.921457868687579e-09,3.231463005628953e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15680,2.8318574084236845e-10,1.4930405985104678e-10,1.4908786923217158e-10,1.4925629501693564e-10,1.4930860772883778e-10,9.727498876520738e-11,1.4351029774279574e-10,1.4925629501693564e-10,1.4931753249292802e-10,1.4925629501693564e-10,1.4931765813036352e-10,1.4930946398200885e-10,1.4925629501693564e-10,1.4930031416919305e-10,1.4351146150687112e-10,7.437167717657199e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15690,5.078367107144945e-08,3.7751782383651665e-08,3.771851073199611e-08,3.7737313805255806e-08,3.7749165661717285e-08,2.566893536862385e-08,3.649866342684949e-08,3.7737313805255806e-08,3.7750874880867405e-08,3.7737313805255806e-08,3.775102730977577e-08,3.776411994244339e-08,3.7737313805255806e-08,3.774939596202065e-08,3.649892100297279e-08,2.078406433578922e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15690,1.3723972319949353e-09,2.8176190378291926e-09,2.8211356179375968e-09,2.814007893941767e-09,2.8155817391038253e-09,2.4274463861371337e-09,2.726042874420281e-09,2.814007893941767e-09,2.8150191204964265e-09,2.814007893941767e-09,2.8150879816182384e-09,2.8256474004396486e-09,2.814007893941767e-09,2.816001631504671e-09,2.726062112482435e-09,4.783423856333346e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15720,4.984794034810299e-10,5.7783675056103636e-11,5.749128573708912e-11,5.7874617204023205e-11,5.785713041478316e-11,2.4244431536166954e-11,5.654849875877796e-11,5.7874617204023205e-11,5.788701367864834e-11,5.7874617204023205e-11,5.788482464030992e-11,5.751103171130294e-11,5.7874617204023205e-11,5.783851629657402e-11,5.6548784493344984e-11,3.158941401546542e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15720,1.3471096892175231e-11,4.312707179206432e-12,4.300029634424183e-12,4.315612672153079e-12,4.315366366839094e-12,2.292734656551234e-12,4.223541840360401e-12,4.315612672153079e-12,4.316537056374813e-12,4.315612672153079e-12,4.316461981971521e-12,4.303182425522479e-12,4.315612672153079e-12,4.3145950313702364e-12,4.223563181544085e-12,7.27026024207264e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15730,4.984794034810299e-10,5.7783675056103636e-11,5.749128573708912e-11,5.7874617204023205e-11,5.785713041478316e-11,2.4244431536166954e-11,5.654849875877796e-11,5.7874617204023205e-11,5.788701367864834e-11,5.7874617204023205e-11,5.788482464030992e-11,5.751103171130294e-11,5.7874617204023205e-11,5.783851629657402e-11,5.6548784493344984e-11,3.158941401546542e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15730,1.3471096892175231e-11,4.312707179206432e-12,4.300029634424183e-12,4.315612672153079e-12,4.315366366839094e-12,2.292734656551234e-12,4.223541840360401e-12,4.315612672153079e-12,4.316537056374813e-12,4.315612672153079e-12,4.316461981971521e-12,4.303182425522479e-12,4.315612672153079e-12,4.3145950313702364e-12,4.223563181544085e-12,7.27026024207264e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15750,1.325642276580214e-12,9.643391715450326e-14,9.587456376075903e-14,9.657241124878049e-14,9.656141569478361e-14,3.916673429712335e-14,9.239952090240389e-14,9.657241124878049e-14,9.661312718966848e-14,9.657241124878049e-14,9.6609280676501e-14,9.596638072847338e-14,9.657241124878049e-14,9.652638536237235e-14,9.240030832906631e-14,5.103463142479959e-15,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15750,3.582466081340393e-14,7.197383109112135e-15,7.170886162540507e-15,7.201241958912578e-15,7.202187226298503e-15,3.7038991396020065e-15,6.9012131378638895e-15,7.201241958912578e-15,7.20427807800837e-15,7.201241958912578e-15,7.204138385785733e-15,7.180550073675768e-15,7.201241958912578e-15,7.200604188134915e-15,6.9012719498487855e-15,1.1745550317422841e-15,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15790,3.1635102771253107e-07,1.6089052017791453e-08,2.0482769503323597e-09,1.612308080743294e-08,1.6504787093217332e-08,3.125114841537991e-09,1.6528005672193643e-08,1.612308080743294e-08,1.6119214072694732e-08,1.612308080743294e-08,1.60664168458981e-08,1.6007610489141607e-08,1.612308080743294e-08,1.4317091505022375e-08,1.652820545029223e-08,8.181086867440148e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15790,8.549190430927999e-09,1.2008126876039809e-09,1.5319976711279378e-10,1.20227096451307e-09,1.2310358741143415e-09,2.955342175050876e-10,1.2344575899707305e-09,1.20227096451307e-09,1.2019826286200267e-09,1.20227096451307e-09,1.198070097521412e-09,1.1977470422938944e-09,1.2022709645130703e-09,1.0680158452629872e-09,1.2344725111653986e-09,1.882865904387254e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15820,2.754575867304573e-06,6.595994770612529e-07,6.572980244926014e-07,6.598992417076616e-07,6.600005578943966e-07,3.4593012563596674e-07,6.324982504286156e-07,6.598992417076616e-07,6.601774621452582e-07,6.598992417076616e-07,6.601658860659261e-07,6.582070478181355e-07,6.598992417076616e-07,6.598640604107231e-07,6.325036405646407e-07,1.1422866694636596e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15980,2.5866366316110753e-07,1.3891941967734941e-08,1.3806102079304081e-08,1.3903056557228431e-08,1.3910089193545343e-08,5.389811484140311e-09,1.2552220923685901e-08,1.3903056557228431e-08,1.3916037538319305e-08,1.3903056557228431e-08,1.391548779698864e-08,1.3826018935208477e-08,1.3903056557228431e-08,1.3904585984516739e-08,1.2552439205535134e-08,7.594895756306888e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15990,2.754575867304573e-06,6.595994770612529e-07,6.572980244926014e-07,6.598992417076616e-07,6.600005578943966e-07,3.4593012563596674e-07,6.324982504286156e-07,6.598992417076616e-07,6.601774621452582e-07,6.598992417076616e-07,6.601658860659261e-07,6.582070478181355e-07,6.598992417076616e-07,6.598640604107231e-07,6.325036405646407e-07,1.1422866694636596e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16020,1.325642276580214e-12,9.643391715450326e-14,9.587456376075903e-14,9.657241124878049e-14,9.656141569478361e-14,3.916673429712335e-14,9.239952090240389e-14,9.657241124878049e-14,9.661312718966848e-14,9.657241124878049e-14,9.6609280676501e-14,9.596638072847338e-14,9.657241124878049e-14,9.652638536237235e-14,9.240030832906631e-14,5.103463142479959e-15,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16020,3.582466081340393e-14,7.197383109112135e-15,7.170886162540507e-15,7.201241958912578e-15,7.202187226298503e-15,3.7038991396020065e-15,6.9012131378638895e-15,7.201241958912578e-15,7.20427807800837e-15,7.201241958912578e-15,7.204138385785733e-15,7.180550073675768e-15,7.201241958912578e-15,7.200604188134915e-15,6.9012719498487855e-15,1.1745550317422841e-15,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16040,2.754575867304573e-06,6.595994770612529e-07,6.572980244926014e-07,6.598992417076616e-07,6.600005578943966e-07,3.4593012563596674e-07,6.324982504286156e-07,6.598992417076616e-07,6.601774621452582e-07,6.598992417076616e-07,6.601658860659261e-07,6.582070478181355e-07,6.598992417076616e-07,6.598640604107231e-07,6.325036405646407e-07,1.1422866694636596e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16040,7.4440705365512e-08,4.922946485077181e-08,4.916225037811729e-08,4.920757436404815e-08,4.9227194456653935e-08,3.271373827047861e-08,4.724056134603102e-08,4.920757436404815e-08,4.922832079321089e-08,4.920757436404815e-08,4.9228463016085865e-08,4.924942078494084e-08,4.920757436404815e-08,4.922405308305835e-08,4.72409639290443e-08,2.628957078464774e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16090,4.329932611762884e-07,4.027297865152149e-07,3.985718827023993e-07,4.03044674061262e-07,4.0295643587855797e-07,3.3258862774144863e-07,4.0251518753945024e-07,4.03044674061262e-07,4.030421281756531e-07,4.03044674061262e-07,4.03022069338918e-07,4.0184488788435946e-07,4.03044674061262e-07,4.024684832630281e-07,4.025154280256722e-07,1.0231974936235059e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16100,4.329932611762884e-07,4.027297865152149e-07,3.985718827023993e-07,4.03044674061262e-07,4.0295643587855797e-07,3.3258862774144863e-07,4.0251518753945024e-07,4.03044674061262e-07,4.030421281756531e-07,4.03044674061262e-07,4.03022069338918e-07,4.0184488788435946e-07,4.03044674061262e-07,4.024684832630281e-07,4.025154280256722e-07,1.0231974936235059e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16490,2.754575867304573e-06,6.595994770612529e-07,6.572980244926014e-07,6.598992417076616e-07,6.600005578943966e-07,3.4593012563596674e-07,6.324982504286156e-07,6.598992417076616e-07,6.601774621452582e-07,6.598992417076616e-07,6.601658860659261e-07,6.582070478181355e-07,6.598992417076616e-07,6.598640604107231e-07,6.325036405646407e-07,1.1422866694636596e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16490,7.4440705365512e-08,4.922946485077181e-08,4.916225037811729e-08,4.920757436404815e-08,4.9227194456653935e-08,3.271373827047861e-08,4.724056134603102e-08,4.920757436404815e-08,4.922832079321089e-08,4.920757436404815e-08,4.9228463016085865e-08,4.924942078494084e-08,4.920757436404815e-08,4.922405308305835e-08,4.72409639290443e-08,2.628957078464774e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16500,1.82923706671298e-07,1.57426187259067e-08,1.5654191178194315e-08,1.5763971989641524e-08,1.576252823449321e-08,6.511584309580025e-09,1.5083780097546962e-08,1.5763971989641524e-08,1.5770630249546425e-08,1.5763971989641524e-08,1.577003061267892e-08,1.566975379369556e-08,1.5763971989641524e-08,1.575700595195939e-08,1.5083908837356014e-08,8.824483883315092e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16500,4.943399785902435e-09,1.1749565034208728e-09,1.1708467658386618e-09,1.1754928251557214e-09,1.1756733130702146e-09,6.157840819389116e-10,1.126590055459181e-09,1.1754928251557214e-09,1.175989320376049e-09,1.1754928251557214e-09,1.1759686241970992e-09,1.1724673880966493e-09,1.1754928251557214e-09,1.1754295224482136e-09,1.1265996708863273e-09,2.0309428437725088e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16520,4.984794034810299e-10,5.7783675056103636e-11,5.749128573708912e-11,5.7874617204023205e-11,5.785713041478316e-11,2.4244431536166954e-11,5.654849875877796e-11,5.7874617204023205e-11,5.788701367864834e-11,5.7874617204023205e-11,5.788482464030992e-11,5.751103171130294e-11,5.7874617204023205e-11,5.783851629657402e-11,5.6548784493344984e-11,3.158941401546542e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16520,1.3471096892175231e-11,4.312707179206432e-12,4.300029634424183e-12,4.315612672153079e-12,4.315366366839094e-12,2.292734656551234e-12,4.223541840360401e-12,4.315612672153079e-12,4.316537056374813e-12,4.315612672153079e-12,4.316461981971521e-12,4.303182425522479e-12,4.315612672153079e-12,4.3145950313702364e-12,4.223563181544085e-12,7.27026024207264e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
