,base,pser__L_s,cbl1_s,leu__L_s,asp__L_s,3amp_s,f6p_s,adn_c,6pgc_s,so4_s,gmp_s,acnam_s,pep_s,man6p_c,pi_c,pyr_c,arg__L_s,mg2_s,zn2_s,mn2_s,k_s,met__L_c
DM_RNA_BSU10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16770,1.6818027883650227e-09,5.275054352988132e-10,5.288191780249466e-10,5.288627181984436e-10,5.288191780249466e-10,2.821685088714235e-10,5.288200127209107e-10,2.821427556472215e-10,5.268971868507723e-10,5.310381970546778e-10,5.283578610284394e-10,5.217117002437233e-10,2.810410703578873e-10,5.268397839934358e-10,5.288200127209107e-10,9.348643459340928e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16760,1.888788323128384e-09,5.205324633704843e-10,5.218342735975973e-10,5.218720097661516e-10,5.218342735975974e-10,2.78416360320257e-10,5.218350501764232e-10,2.7839136702947015e-10,5.199136567379744e-10,5.233232416076012e-10,5.213750374261079e-10,5.146824301673583e-10,2.7731737464472895e-10,5.199475791248348e-10,5.218350501764232e-10,9.212578746427184e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16730,2.8091508510985635e-09,7.741758007481266e-10,7.761119527576893e-10,7.761680768816651e-10,7.761119527576894e-10,4.1408216366882575e-10,7.761131077452772e-10,4.1404499172995576e-10,7.732554640660882e-10,7.783264601756687e-10,7.754289415032264e-10,7.65475182711534e-10,4.1244766788761426e-10,7.733059160414384e-10,7.761131077452772e-10,1.370165365247199e-10,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16740,2.8091508510985635e-09,7.741758007481266e-10,7.761119527576893e-10,7.761680768816651e-10,7.761119527576894e-10,4.1408216366882575e-10,7.761131077452772e-10,4.1404499172995576e-10,7.732554640660882e-10,7.783264601756687e-10,7.754289415032264e-10,7.65475182711534e-10,4.1244766788761426e-10,7.733059160414384e-10,7.761131077452772e-10,1.370165365247199e-10,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24140,1.7476195792249928e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24120,1.7476195792249928e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24130,1.7476195792249928e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24150,1.7476195792249928e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24160,1.7476195792249928e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04730,5.881210193429123e-09,1.309364911398458e-09,1.3132624884113459e-09,1.313491958473358e-09,1.3132624884113459e-09,8.084118169047717e-10,1.3132654102053496e-09,8.083517243146716e-10,1.308287755194883e-09,1.3149004253979326e-09,1.3121926357236265e-09,1.2954684001820808e-09,8.057663442344735e-10,1.308627614839235e-09,1.3132654102053496e-09,3.2603345593390283e-10,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00810,3.1835026090129477e-10,6.96569034828486e-11,6.983266477992899e-11,6.983621834430768e-11,6.983266477992899e-11,3.725091461049697e-11,6.983275522663786e-11,3.7247690095448e-11,6.95687733179052e-11,6.98313907521236e-11,6.977006084491233e-11,6.883603281640418e-11,3.710772740967373e-11,6.959923029500065e-11,6.983275522663786e-11,1.2292405304969344e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00780,3.1669640347544685e-10,6.96569034828486e-11,6.983266477992899e-11,6.983621834430768e-11,6.983266477992899e-11,3.725091461049697e-11,6.983275522663786e-11,3.7247690095448e-11,6.95687733179052e-11,6.98313907521236e-11,6.977006084491233e-11,6.883603281640418e-11,3.710772740967373e-11,6.959923029500065e-11,6.983275522663786e-11,1.2292405304969344e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00750,2.512689538236536e-10,4.901169173553821e-11,4.915502110537353e-11,4.915978036400743e-11,4.915502110537353e-11,2.609952824743028e-11,4.915508770846429e-11,2.609733244843022e-11,4.896181523935886e-11,4.915409286563439e-11,4.9110548046375124e-11,4.838894460758456e-11,2.6001836280706643e-11,4.898409107794723e-11,4.915508770846429e-11,8.83412089894393e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00790,3.175900787785444e-10,6.96569034828486e-11,6.983266477992899e-11,6.983621834430768e-11,6.983266477992899e-11,3.725091461049697e-11,6.983275522663786e-11,3.7247690095448e-11,6.95687733179052e-11,6.98313907521236e-11,6.977006084491233e-11,6.883603281640418e-11,3.710772740967373e-11,6.959923029500065e-11,6.983275522663786e-11,1.2292405304969344e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00770,3.17722763854013e-10,6.96569034828486e-11,6.983266477992899e-11,6.983621834430768e-11,6.983266477992899e-11,3.725091461049697e-11,6.983275522663786e-11,3.7247690095448e-11,6.95687733179052e-11,6.98313907521236e-11,6.977006084491233e-11,6.883603281640418e-11,3.710772740967373e-11,6.959923029500065e-11,6.983275522663786e-11,1.2292405304969344e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00760,3.178526702290083e-10,6.96569034828486e-11,6.983266477992899e-11,6.983621834430768e-11,6.983266477992899e-11,3.725091461049697e-11,6.983275522663786e-11,3.7247690095448e-11,6.95687733179052e-11,6.98313907521236e-11,6.977006084491233e-11,6.883603281640418e-11,3.710772740967373e-11,6.959923029500065e-11,6.983275522663786e-11,1.2292405304969344e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00740,3.1736731275677515e-10,6.96569034828486e-11,6.983266477992899e-11,6.983621834430768e-11,6.983266477992899e-11,3.725091461049697e-11,6.983275522663786e-11,3.7247690095448e-11,6.95687733179052e-11,6.98313907521236e-11,6.977006084491233e-11,6.883603281640418e-11,3.710772740967373e-11,6.959923029500065e-11,6.983275522663786e-11,1.2292405304969344e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35290,6.963887340580207e-09,1.0369062432181754e-09,1.0371359251854396e-09,1.0369736702803197e-09,1.0371359251854396e-09,5.187095332493603e-10,1.0371359778169666e-09,5.186696991128691e-10,1.0336101074248854e-09,1.0371207805723087e-09,1.0362688668769082e-09,1.0293955931477978e-09,5.169283405364279e-10,1.03403220781715e-09,1.0371359778169666e-09,1.75800468072656e-10,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU05740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14580,1.195349109801918e-08,2.990850342552108e-08,2.989813445298411e-08,2.989781261758323e-08,2.989813445298411e-08,3.144590144326979e-08,2.989813533253445e-08,3.144467815218888e-08,2.965200736649909e-08,2.9898039485296155e-08,2.990217629278085e-08,3.0172298197392726e-08,3.1393371736943226e-08,2.9681286573740842e-08,2.989813533253445e-08,2.352026857434199e-08,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14600,1.195349109801918e-08,2.990850342552108e-08,2.989813445298411e-08,2.989781261758323e-08,2.989813445298411e-08,3.144590144326979e-08,2.989813533253445e-08,3.144467815218888e-08,2.965200736649909e-08,2.9898039485296155e-08,2.990217629278085e-08,3.0172298197392726e-08,3.1393371736943226e-08,2.9681286573740842e-08,2.989813533253445e-08,2.352026857434199e-08,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14590,1.195349109801918e-08,2.990850342552108e-08,2.989813445298411e-08,2.989781261758323e-08,2.989813445298411e-08,3.144590144326979e-08,2.989813533253445e-08,3.144467815218888e-08,2.965200736649909e-08,2.9898039485296155e-08,2.990217629278085e-08,3.0172298197392726e-08,3.1393371736943226e-08,2.9681286573740842e-08,2.989813533253445e-08,2.352026857434199e-08,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15480,1.9659785547903057e-09,1.941305101405745e-10,1.9469107628020643e-10,1.9472592367526555e-10,1.9469107628020643e-10,1.2182618544395285e-10,1.946924390822774e-10,1.2181945263700075e-10,1.944008366164762e-10,1.946894175899668e-10,1.9460230435529746e-10,1.9213680307055033e-10,1.2152846260450566e-10,1.9443347954109773e-10,1.946924390822774e-10,7.337134963127445e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15490,4.819081847995284e-10,4.7586013351009924e-11,4.7723421467772893e-11,4.773196339456911e-11,4.7723421467772893e-11,2.9862500659173267e-11,4.772375552303034e-11,2.986085028777479e-11,4.765227681099914e-11,4.7723014883275516e-11,4.770166135391519e-11,4.7097308246472404e-11,2.978952169773863e-11,4.766027836956783e-11,4.772375552303034e-11,1.7985065926047387e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15500,7.872720128506055e-10,7.773915798912994e-11,7.79636355308654e-11,7.797759009755381e-11,7.79636355308654e-11,4.878504193175282e-11,7.796418126211302e-11,4.8782345793247966e-11,7.784740966272597e-11,7.796297131181761e-11,7.792808699864087e-11,7.694078215017284e-11,4.86658194415013e-11,7.786048145382436e-11,7.796418126211302e-11,2.938140396752195e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15540,8.245798741583524e-10,8.142312195215455e-11,8.165823721104122e-11,8.167285306763975e-11,8.165823721104122e-11,5.1096905618729625e-11,8.165880880382764e-11,5.1094081713506576e-11,8.153650354064521e-11,8.165754151546219e-11,8.162100407719453e-11,8.05869120551018e-11,5.097203331995135e-11,8.155019478799428e-11,8.165880880382764e-11,3.07737528969322e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15510,1.9659785547903057e-09,1.941305101405745e-10,1.9469107628020643e-10,1.9472592367526555e-10,1.9469107628020643e-10,1.2182618544395285e-10,1.946924390822774e-10,1.2181945263700075e-10,1.944008366164762e-10,1.946894175899668e-10,1.9460230435529746e-10,1.9213680307055033e-10,1.2152846260450566e-10,1.9443347954109773e-10,1.946924390822774e-10,7.337134963127445e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15520,1.9659785547903057e-09,1.941305101405745e-10,1.9469107628020643e-10,1.9472592367526555e-10,1.9469107628020643e-10,1.2182618544395285e-10,1.946924390822774e-10,1.2181945263700075e-10,1.944008366164762e-10,1.946894175899668e-10,1.9460230435529746e-10,1.9213680307055033e-10,1.2152846260450566e-10,1.9443347954109773e-10,1.946924390822774e-10,7.337134963127445e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15550,1.419958288988615e-10,1.402137507288827e-11,1.406186282564416e-11,1.4064379732420342e-11,1.406186282564416e-11,8.799083866683184e-12,1.406196125612257e-11,8.798597579331966e-12,1.4040899818936718e-11,1.4061743024187072e-11,1.4055451136651084e-11,1.387737650927231e-11,8.777580376084868e-12,1.4043257504440477e-11,1.406196125612257e-11,5.299358725422238e-12,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15530,8.245798741583524e-10,8.142312195215455e-11,8.165823721104122e-11,8.167285306763975e-11,8.165823721104122e-11,5.1096905618729625e-11,8.165880880382764e-11,5.1094081713506576e-11,8.153650354064521e-11,8.165754151546219e-11,8.162100407719453e-11,8.05869120551018e-11,5.097203331995135e-11,8.155019478799428e-11,8.165880880382764e-11,3.07737528969322e-11,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
