,base,BSU39740_s,BSU39720_s,BSU39670_s,BSU39750_s,BSU39710_s,BSU29180_s,BSU23050_s,BSU39700_s,BSU39730_s,BSU29190_s
translation_BSU18000,2.0497727626086777e-07,2.052813412403237e-07,2.052813412403237e-07,2.0528257722648457e-07,2.052813412403237e-07,2.052813412403237e-07,2.0313484670668427e-07,2.0528134124032428e-07,2.0528257722648457e-07,2.0528257491587927e-07,0.0
translation_BSU18120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_85,3.2858142630120707e-07,3.2857746932023565e-07,3.2857746932023565e-07,3.2877815179928986e-07,3.2857746932023565e-07,3.2857746932023565e-07,3.291640216687456e-07,3.2857746932023576e-07,3.2877815179928996e-07,3.287776721448804e-07,0.0
translation_BSU18410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18470,8.297595975269058e-09,8.297780780453936e-09,8.297780780453936e-09,8.294358075727096e-09,8.297780780453936e-09,8.297780780453936e-09,8.510245556136775e-09,8.297780780453934e-09,8.294358075727094e-09,8.294366900169713e-09,0.0
translation_BSU18480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18670,8.490820708107503e-10,8.49015605430312e-10,8.490156054303122e-10,8.490342025833086e-10,8.490156054303122e-10,8.490156054303122e-10,7.991396584766282e-10,8.490156054303122e-10,8.490342025833086e-10,8.490343664027588e-10,0.0
translation_BSU18800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19630,9.043165152730234e-08,8.891810139947635e-08,8.891810139947635e-08,8.888118166657096e-08,8.891810139947635e-08,8.891810139947635e-08,9.074703978515675e-08,8.89181013994749e-08,8.888118166657095e-08,8.888127162317162e-08,0.0
transcription_TU_BSU19630,4.061821982861613e-09,3.993830790955607e-09,3.993830790955607e-09,3.9921725103158875e-09,3.993830790955607e-09,3.993830790955607e-09,4.109365494190243e-09,3.993830790955542e-09,3.992172510315887e-09,3.9921765507917395e-09,0.0
translation_BSU19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU20020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU20020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU20250,2.9316077724688182e-12,2.931553569836148e-12,2.931553569836148e-12,2.9331812974575463e-12,2.931553569836148e-12,2.931553569836148e-12,2.888599714504869e-12,2.9315535698361493e-12,2.933181297457547e-12,2.9331774083309895e-12,0.0
transcription_TU_BSU20250,1.3167589769989716e-13,1.316731770952589e-13,1.316731770952589e-13,1.3174628784089237e-13,1.316731770952589e-13,1.316731770952589e-13,1.3080660285356976e-13,1.3167317709525894e-13,1.317462878408924e-13,1.3174611315752477e-13,0.0
translation_BSU21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21810,5.738366908490508e-12,5.7383958599107214e-12,5.7383958599107214e-12,5.7383958599107214e-12,5.7383958599107214e-12,5.7383958599107214e-12,5.630771583821777e-12,5.7383958599107214e-12,5.7383958599107214e-12,5.7383958599107214e-12,0.0
transcription_TU_BSU21810,2.577441024351453e-13,2.5774484289808045e-13,2.5774484289808045e-13,2.5774484289808045e-13,2.5774484289808045e-13,2.5774484289808045e-13,2.549824050129393e-13,2.5774484289808045e-13,2.5774484289808045e-13,2.5774484289808045e-13,0.0
translation_BSU21820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21870,3.325198228558786e-08,3.3252268167330967e-08,3.3252268167330967e-08,3.325449522300536e-08,3.3252268167330967e-08,3.3252268167330967e-08,3.364669100386528e-08,3.3252268167330967e-08,3.325449522300536e-08,3.3254490336750374e-08,0.0
translation_BSU21900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21910,1.5077991065866084e-08,1.5077694650226426e-08,1.5077694650226426e-08,1.508540275552999e-08,1.5077694650226426e-08,1.5077694650226426e-08,1.488580065159564e-08,1.5077694650226433e-08,1.5085402755529994e-08,1.5085384343085013e-08,0.0
translation_BSU21920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22360,1.6873979050219646e-09,1.687352298714326e-09,1.687352298714326e-09,1.6886687447139994e-09,1.687352298714326e-09,1.687352298714326e-09,1.6546250978074798e-09,1.6873522987143271e-09,1.688668744714e-09,1.6886655972910126e-09,0.0
transcription_TU_BSU22360,7.57910509063696e-11,7.578883781513902e-11,7.578883781513902e-11,7.584796708674262e-11,7.578883781513902e-11,7.578883781513902e-11,7.492761525719082e-11,7.578883781513906e-11,7.584796708674264e-11,7.584782571761035e-11,0.0
translation_BSU22370,1.4153381614154608e-07,1.4153556982421775e-07,1.4153556982421775e-07,1.414890564080138e-07,1.4153556982421775e-07,1.4153556982421775e-07,1.4421146045352788e-07,1.4153556982421772e-07,1.4148905640801378e-07,1.4148917319857477e-07,0.0
transcription_TU_BSU22370,6.357123374535092e-09,6.357188332664253e-09,6.357188332664254e-09,6.355099143726297e-09,6.357188332664254e-09,6.357188332664254e-09,6.530434500756476e-09,6.357188332664252e-09,6.3550991437262965e-09,6.355104389471891e-09,0.0
translation_BSU22410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22420,0.0,0.0,2.919339077848867e-25,0.0,2.9193390778488805e-25,2.9193390778488635e-25,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22430,0.0,0.0,3.079213351492268e-25,0.0,3.079213351492282e-25,3.0792133514922637e-25,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22490,2.6267035232297956e-08,2.6267519132997152e-08,2.6267519132997152e-08,2.625503387535113e-08,2.6267519132997152e-08,2.6267519132997152e-08,2.69053805943505e-08,2.6267519132997146e-08,2.6255033875351125e-08,2.6255065445672586e-08,0.0
translation_BSU22540,4.678228648308093e-05,4.678245726569107e-05,4.678245726569107e-05,4.6781820682868565e-05,4.678245726569107e-05,4.678245726569107e-05,4.6312590138133435e-05,4.678245726569107e-05,4.6781820682868565e-05,4.67818223260301e-05,0.0
translation_BSU22550,4.678228648308093e-05,4.678245726569107e-05,4.678245726569107e-05,4.6781820682868565e-05,4.678245726569107e-05,4.678245726569107e-05,4.6312590138133435e-05,4.678245726569107e-05,4.6781820682868565e-05,4.67818223260301e-05,0.0
translation_BSU22560,4.678228648308093e-05,4.678245726569107e-05,4.678245726569107e-05,4.6781820682868565e-05,4.678245726569107e-05,4.678245726569107e-05,4.6312590138133435e-05,4.678245726569107e-05,4.6781820682868565e-05,4.67818223260301e-05,0.0
translation_BSU22600,1.995459690847948e-08,1.995519630191935e-08,1.995519630191935e-08,1.9947591855679572e-08,1.995519630191935e-08,1.995519630191935e-08,2.0645413297071114e-08,1.9955196301919347e-08,1.994759185567957e-08,1.9947610532277105e-08,0.0
translation_BSU22610,6.935501448858341e-09,6.935618644176156e-09,6.935618644176156e-09,6.932339103801651e-09,6.935618644176156e-09,6.935618644176156e-09,7.122841891518347e-09,6.935618644176155e-09,6.9323391038016495e-09,6.932346584394606e-09,0.0
translation_BSU22620,4.8639253691860464e-09,4.86400755924594e-09,4.86400755924594e-09,4.86170759005922e-09,4.86400755924594e-09,4.86400755924594e-09,4.995308793794594e-09,4.864007559245939e-09,4.861707590059219e-09,4.861712836261837e-09,0.0
translation_BSU22630,2.134682939057091e-09,2.134759293559562e-09,2.134759293559562e-09,2.1340581794206995e-09,2.134759293559562e-09,2.134759293559562e-09,2.1998362518515956e-09,2.1347592935595614e-09,2.134058179420699e-09,2.134060173070138e-09,0.0
translation_BSU22640,2.134682939057091e-09,2.134759293559562e-09,2.134759293559562e-09,2.1340581794206995e-09,2.134759293559562e-09,2.134759293559562e-09,2.1998362518515956e-09,2.1347592935595614e-09,2.134058179420699e-09,2.134060173070138e-09,0.0
translation_BSU22650,4.13437516357068e-09,4.1345230441541935e-09,4.1345230441541935e-09,4.133165152155571e-09,4.1345230441541935e-09,4.1345230441541935e-09,4.26056169615286e-09,4.134523044154192e-09,4.13316515215557e-09,4.1331690133822535e-09,0.0
translation_BSU22660,3.7143990739572326e-09,3.714531932607144e-09,3.714531932607144e-09,3.713311977333936e-09,3.714531932607144e-09,3.714531932607144e-09,3.827767387481137e-09,3.7145319326071427e-09,3.7133119773339353e-09,3.7133154463313654e-09,0.0
translation_BSU22670,3.0537574238224774e-09,3.0538666522818887e-09,3.0538666522818887e-09,3.0528636778038876e-09,3.0538666522818887e-09,3.0538666522818887e-09,3.1469620908915506e-09,3.053866652281888e-09,3.052863677803887e-09,3.0528665298067128e-09,0.0
translation_BSU22680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22690,2.4319626845930232e-09,2.43200377962297e-09,2.43200377962297e-09,2.43085379502961e-09,2.43200377962297e-09,2.43200377962297e-09,2.497654396897297e-09,2.4320037796229696e-09,2.4308537950296095e-09,2.4308564181309186e-09,0.0
transcription_TU_BSU22690,1.0923387250974561e-10,1.0923548103149032e-10,1.0923548103149032e-10,1.0918382851298398e-10,1.0923548103149032e-10,1.0923548103149032e-10,1.1310313613889487e-10,1.0923548103149031e-10,1.0918382851298396e-10,1.0918394633177013e-10,0.0
translation_BSU22700,2.129557441064336e-08,2.129621408418117e-08,2.129621408418117e-08,2.1288098608258823e-08,2.129621408418117e-08,2.129621408418117e-08,2.2032814650314333e-08,2.1296214084181168e-08,2.128809860825882e-08,2.128811853995047e-08,0.0
transcription_TU_BSU22700,9.565105891348392e-10,9.5653724271587e-10,9.5653724271587e-10,9.561727293365711e-10,9.5653724271587e-10,9.5653724271587e-10,9.97728283790261e-10,9.565372427158695e-10,9.561727293365711e-10,9.56173624585149e-10,0.0
translation_BSU22710,2.080020782226004e-08,2.0800832616044338e-08,2.0800832616044338e-08,2.079290591810671e-08,2.0800832616044338e-08,2.0800832616044338e-08,2.1520298762489612e-08,2.080083261604433e-08,2.079290591810671e-08,2.07929253861577e-08,0.0
transcription_TU_BSU22710,9.342607367403701e-10,9.34286770319646e-10,9.34286770319646e-10,9.339307360612032e-10,9.34286770319646e-10,9.34286770319646e-10,9.745196467962895e-10,9.342867703196457e-10,9.339307360612032e-10,9.339316104849735e-10,0.0
translation_BSU22730,4.121589100197126e-07,4.121505053663074e-07,4.121505053663074e-07,4.123576757421186e-07,4.121505053663074e-07,4.121505053663074e-07,4.070388942934055e-07,4.1215050536631324e-07,4.123576757421187e-07,4.123571820011282e-07,0.0
transcription_TU_BSU22730,1.8512501904766337e-08,1.8512084186826402e-08,1.8512084186826402e-08,1.8521389417289785e-08,1.8512084186826402e-08,1.8512084186826402e-08,1.8432244081599946e-08,1.8512084186826667e-08,1.8521389417289788e-08,1.8521367240500816e-08,0.0
translation_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22780,1.3310066361114527e-11,1.3310133513551873e-11,1.3310133513551873e-11,1.3310133513551873e-11,1.3310133513551873e-11,1.3310133513551873e-11,1.3060500424616544e-11,1.3310133513551873e-11,1.3310133513551873e-11,1.3310133513551873e-11,0.0
translation_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22880,1.153719595359535e-06,1.1536953538547033e-06,1.1536953538547033e-06,1.1543359363135983e-06,1.1536953538547033e-06,1.1536953538547033e-06,1.1476037800382977e-06,1.1536953538547037e-06,1.1543359363135985e-06,1.1543344057711291e-06,0.0
transcription_TU_BSU22880,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
translation_BSU22890,5.226626537056672e-09,5.226405824956616e-09,5.226405824956616e-09,5.227617368266663e-09,5.226405824956616e-09,5.226405824956616e-09,5.196604188383642e-09,5.226405824956621e-09,5.227617368266663e-09,5.227614482510516e-09,0.0
transcription_TU_BSU22890,2.3475880630152147e-10,2.347483828513729e-10,2.347483828513729e-10,2.348028003310546e-10,2.347483828513729e-10,2.347483828513729e-10,2.35321680897421e-10,2.3474838285137316e-10,2.3480280033105466e-10,2.3480267071490704e-10,0.0
translation_BSU22960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23070,3.833697707455864e-08,3.83383085213455e-08,3.83383085213455e-08,3.831425975241186e-08,3.83383085213455e-08,3.83383085213455e-08,3.970945625036877e-08,3.83383085213469e-08,3.831425975241185e-08,3.831431871407269e-08,0.0
translation_BSU23080,2.8501359757826657e-08,2.8502215877754543e-08,2.8502215877754543e-08,2.849135436754549e-08,2.8502215877754543e-08,2.8502215877754543e-08,2.9488060040882034e-08,2.8502215877754536e-08,2.8491354367545487e-08,2.8491381043525353e-08,0.0
translation_BSU23100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23250,1.7673561144905082e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.767418119088657e-19,0.0,0.0,0.0
translation_BSU23260,3.917992319441973e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.918129775349883e-21,0.0,0.0,0.0
translation_BSU23270,8.83678057245254e-21,0.0,0.0,0.0,0.0,0.0,0.0,8.837090595443285e-21,0.0,0.0,0.0
translation_BSU23280,2.591916733527533e-21,0.0,0.0,0.0,0.0,0.0,0.0,2.5920076663928336e-21,0.0,0.0,0.0
translation_BSU23380,1.2773738683423977e-08,1.277397400579765e-08,1.277397400579765e-08,1.2767902387240206e-08,1.277397400579765e-08,1.277397400579765e-08,1.3084167963794705e-08,1.2773974005797648e-08,1.2767902387240202e-08,1.276791773998302e-08,0.0
transcription_TU_BSU23380,5.737443882908265e-10,5.737537116095199e-10,5.737537116095199e-10,5.734809997908461e-10,5.737537116095199e-10,5.737537116095199e-10,5.925000801998832e-10,5.737537116095198e-10,5.73480999790846e-10,5.734816893721127e-10,0.0
translation_BSU23450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23500,9.173952420574113e-08,8.891784480394719e-08,8.891784480394719e-08,8.888092492856866e-08,8.891784480394719e-08,8.891784480394719e-08,9.074678694932938e-08,8.891784480394574e-08,8.888092492856863e-08,8.888101488550972e-08,0.0
translation_BSU23560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23770,3.006769945012522e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23840,9.02448053751009e-14,9.024310066673475e-14,9.024310066673475e-14,9.02896954558497e-14,9.024310066673475e-14,9.024310066673475e-14,8.96800414371738e-14,9.024310066673477e-14,9.028969545584971e-14,9.028958510796251e-14,0.0
translation_BSU23850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24080,1.2229517931908833e-07,1.2229741696590198e-07,1.2229741696590198e-07,1.2225693371884812e-07,1.2229741696590198e-07,1.2229741696590198e-07,1.2504536677556573e-07,1.2229741696590338e-07,1.2225693371884812e-07,1.2225703368663119e-07,0.0
translation_BSU24090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24170,8.137286906240507e-06,8.138770925760178e-06,8.138770925760178e-06,8.138644429523627e-06,8.138770925760178e-06,8.138770925760178e-06,9.691048665801153e-06,8.138770925760174e-06,8.138644429523625e-06,8.138644725159044e-06,0.0
translation_BSU24270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU24270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU24280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24310,1.6986621826359858e-08,1.6986483696145988e-08,1.6986483696145988e-08,1.6983199398097095e-08,1.6986483696145988e-08,1.6986483696145988e-08,1.711269482731319e-08,1.6986483696145988e-08,1.6983199398097095e-08,1.698320890318079e-08,0.0
translation_BSU24340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU24850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24900,1.153719595359535e-06,1.1536953538547033e-06,1.1536953538547033e-06,1.1543359363135983e-06,1.1536953538547033e-06,1.1536953538547033e-06,1.1476037800382977e-06,1.1536953538547037e-06,1.1543359363135985e-06,1.1543344057711291e-06,0.0
transcription_TU_BSU24900,5.182039181353164e-08,5.181919041328602e-08,5.181919041328602e-08,5.18479627094576e-08,5.181919041328602e-08,5.181919041328602e-08,5.1967792953429655e-08,5.181919041328604e-08,5.1847962709457614e-08,5.184789396386425e-08,0.0
translation_BSU24950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU25020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU25160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
