,base,gsn_c,succ_c,akg_s,ac_c,lac__L_c,pyr_s,acac_s,met__L_s,mg2_s,k_s,arg__L_s,zn2_s,mn2_s,gmp_s
DM_RNA_BSU22890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU41050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-24,3.1397792738262874e-12,2.7310382135376414e-12,2.687919344846741e-12,2.703504201220769e-12,2.6625833257802503e-12,9.973502829157446e-13,2.4344190047639988e-12,2.69891076625631e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-21,1.0801986473349833e-08,9.377157162105828e-09,8.74331864183009e-09,8.807249812296029e-09,7.726624374974967e-09,2.4754482986562017e-09,6.904014329488539e-09,8.790353475858995e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-22,2.651522359913539e-05,2.484965503161094e-05,2.4704103146740416e-05,2.4765318306508105e-05,2.373166015673705e-05,1.1933757528941191e-05,2.1359184828769535e-05,2.474866605939952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-28,0.0,2.6487630435960648e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28720-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06440-MONOMER,1.0750345669864614e-08,4.907351631027667e-08,8.360995494865258e-09,8.432607788643804e-09,7.1467524709767055e-09,2.6193489119059358e-09,6.709379960021621e-09,8.41581194758775e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-23,8.663292937600501e-09,7.507004047956195e-09,5.503751486955292e-09,5.5450806695546525e-09,6.11532757680942e-09,2.152628308419919e-09,5.6045480980958495e-09,5.534344831961687e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04740-MONOMER,5.0834080291589315e-08,1.539962037910077e-07,3.97834821539923e-08,4.011051481032329e-08,3.430620501189618e-08,1.19717678316878e-08,3.173900959337555e-08,4.002821567702211e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06520-MONOMER,1.494749381705315e-08,6.52084908138391e-08,1.1635424174367664e-08,1.1734685884625395e-08,9.964273973094801e-09,3.614708084760243e-09,9.329453436627504e-09,1.1711100907256153e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25660-MONOMER,8.488065526582646e-09,7.371883741911345e-09,6.882889173440212e-09,6.934032675836179e-09,6.08263551850745e-09,1.9530590143590137e-09,5.433312520556966e-09,6.920975215583809e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15580-MONOMER,2.027273332629476e-09,2.1940820251197226e-09,1.4862245988002522e-09,1.4986526489514673e-09,1.2375245352615753e-09,4.442051976682326e-10,1.1867752029143728e-09,1.4946345553304028e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01230-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39860-MONOMER,1.5915831858787409e-09,9.555048418544326e-09,1.1511884736559049e-09,1.1618457856763155e-09,9.359848491206948e-10,3.9497185262241184e-10,9.416000948053084e-10,1.1589608054418632e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00940-MONOMER,2.6073905374981246e-10,2.2601956608011012e-10,2.08483496660666e-10,2.1011396958566527e-10,1.8206238970408695e-10,5.613479532135596e-11,1.6240359934746305e-10,2.0969771080625565e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12840-MONOMER,7.612726983073751e-07,4.7633081954467674e-07,6.284304797985559e-07,6.331850042329844e-07,5.662669433414216e-07,2.6163749494278e-07,5.504320042406074e-07,6.320907252093611e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27560-MONOMER,9.67193058203755e-10,8.391397226720493e-10,7.803982048408525e-10,7.864747361045574e-10,6.849380375169944e-10,2.1076808098710566e-10,6.074539572169583e-10,7.849768437628781e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27960-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16770-MONOMER,9.600858055555518e-09,8.321539836443433e-09,7.746337817750345e-09,7.80545107566088e-09,6.815178924584244e-09,2.1136683924107553e-09,6.0619323245653855e-09,7.790283230085975e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00750-MONOMER,5.53509714447153e-10,4.81414321305904e-10,4.5036443754873376e-10,4.5360241194143286e-10,4.004069819652631e-10,1.3332461988869345e-10,3.5970951853129566e-10,4.52760560186684e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16500-MONOMER,3.935024563807842e-08,3.414040464278183e-08,3.175146129125683e-08,3.199201442298938e-08,2.7986416228707906e-08,8.814146432810265e-09,2.4960298085148118e-08,3.1929912899112676e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25410-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01030-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13590-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22750-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-188,1.6129488749864255e-09,1.400390506460371e-09,1.3095050952885745e-09,1.3191155078661341e-09,1.1606107497834503e-09,3.743972274102422e-10,1.0372733127252552e-09,1.316602235462917e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00680-MONOMER,2.7549751475299673e-08,0.0,2.296519880725712e-08,2.313557715732148e-08,2.0869873183990283e-08,1.0009044962085837e-08,2.0435354383864497e-08,2.3096529086285384e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01300-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01500-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29670-MONOMER,1.3137443086781578e-09,1.1396133657669062e-09,1.062587491770956e-09,1.070733525975108e-09,9.335493037754133e-10,2.8880461142954624e-10,8.285574027788917e-10,1.0687038166311168e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU41060-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01220-MONOMER,1.0792677245160658e-06,9.996549422834532e-07,9.70375885754181e-07,9.74276915410541e-07,9.074833516579368e-07,3.954459294028762e-07,8.059904190017473e-07,9.733222326173405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22360-MONOMER,1.4948105918743339e-09,1.2948820825050116e-09,1.1995698910936403e-09,1.2091244611545802e-09,1.0470621924568473e-09,3.138634298457424e-10,9.268948492739735e-10,1.2067724728579934e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-105,2.163009078039467e-09,1.9311957974820316e-09,1.7520115998188668e-09,1.765419102458868e-09,1.5329497763070923e-09,4.922829376486679e-10,1.364930779641301e-09,1.7622833930384942e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06450-MONOMER,6.108907327085223e-09,3.240811517772276e-08,4.708422540967986e-09,4.749579812538945e-09,4.003850304229706e-09,1.5166912035632565e-09,3.80642198340639e-09,4.739892809570615e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24080-MONOMER,9.119816114877278e-08,9.920721159017928e-08,6.402703762837537e-08,6.902502194086005e-08,5.773838505293375e-08,1.9732646968341127e-08,5.109549652123693e-08,6.885642723043564e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-39,7.178735385012413e-12,6.644820095621316e-12,6.441664476993197e-12,6.467425525181381e-12,6.0275405120168585e-12,2.650330998205038e-12,5.365618572060687e-12,6.4611091112979535e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18120-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
