,base,fum_c,dad_2_s,fol_s,thym_c,cit_c,g1p_s,thymd_s,succ_c,ala__D_s,nac_s,pnto__R_s,ribflv_s,citr__L_s,ala__L_s,asp__L_s,3cmp_s,cit_s,met__L_c,glu__L_s,glu__D_s,for_c,6pgc_s,f6p_s,pser__L_s,chor_s,acnam_s,leu__L_s,gmp_s,his__L_s,btd_RR_c,so4_s,phe__L_c,gly_s,ump_s,asn__L_s,cmp_s,acac_s,tyr__L_c,man6p_c,cbl1_s,amp_s,pi_c,3amp_s,adn_c,mg2_s,zn2_s,arg__L_s,k_s,mn2_s
formation_BSU00680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9108796014410656e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01300-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01500-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29670-MONOMER,5.773173424638289e-09,5.773089218813891e-09,5.772992488527605e-09,5.772992488527605e-09,5.7720198226829815e-09,5.773089220881434e-09,5.7717239269337915e-09,5.772016428038717e-09,5.773089220881434e-09,5.773089220881434e-09,5.773091357860126e-09,5.773089218813891e-09,5.773089218813891e-09,5.773119219207065e-09,5.772992488527605e-09,5.772992488527605e-09,5.773091357860126e-09,5.773091357860126e-09,5.77328818753077e-09,5.708195477131687e-09,5.773089137313786e-09,5.707949700951262e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU41060-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01220-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5324375878284005e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22360-MONOMER,8.608004240339965e-09,8.60787018019222e-09,8.607724253839672e-09,8.607724253839672e-09,8.60620024346223e-09,8.607870231957066e-09,8.60570694360052e-09,8.606194850151283e-09,8.607870231957066e-09,8.607870231957066e-09,8.607869930135965e-09,8.60787018019222e-09,8.60787018019222e-09,8.607927795632584e-09,8.607724253839672e-09,8.607724253839672e-09,8.607869930135965e-09,8.607869930135965e-09,8.608191763197823e-09,8.505820101684822e-09,8.60787012867715e-09,8.50550407714723e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37414256888309e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-105,2.0743028182640518e-08,2.0742842391872314e-08,2.074254182291666e-08,2.074254182291666e-08,2.073749282122257e-08,2.0742842377553513e-08,2.0736983018601783e-08,2.073748636391041e-08,2.0742842377553513e-08,2.0742842377553513e-08,2.0742831798805523e-08,2.0742842391872314e-08,2.0742842391872314e-08,2.0742865656103323e-08,2.074254182291666e-08,2.074254182291666e-08,2.0742831798805523e-08,2.0742831798805523e-08,2.0743730545565216e-08,0.0,2.074284226672717e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06450-MONOMER,2.366905394192693e-08,2.366884946180907e-08,2.3668508839750208e-08,2.3668508839750208e-08,2.366269080785977e-08,2.3668849437366236e-08,2.3662147555952104e-08,2.3662683651835577e-08,2.3668849437366236e-08,2.3668849437366236e-08,2.366883916145497e-08,2.366884946180907e-08,2.366884946180907e-08,2.3668869562218092e-08,2.3668508839750208e-08,2.3668508839750208e-08,2.366883916145497e-08,2.366883916145497e-08,2.3669879659049043e-08,2.328706837965476e-08,2.3668849316003882e-08,2.3285889690944236e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.040089772175826e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24080-MONOMER,5.926210991038262e-07,5.926070204329069e-07,5.926261745411068e-07,5.926261745411068e-07,5.922893577210337e-07,5.926071371400823e-07,5.922254856804069e-07,5.922908067570179e-07,5.926071371400823e-07,5.926071371400823e-07,5.926047253479059e-07,5.926070204329069e-07,5.926070204329069e-07,5.926197933914082e-07,5.926261745411068e-07,5.926261745411068e-07,5.926047253479059e-07,5.926047253479059e-07,5.922149050908434e-07,5.70916713378965e-07,5.926071550683979e-07,5.710116509405337e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-39,1.361283669327729e-11,1.3612676051896186e-11,1.3612507519281666e-11,1.3612507519281666e-11,1.3611245087221249e-11,1.3612676063480654e-11,1.3610711354558866e-11,1.3611235763600429e-11,1.3612676063480654e-11,1.3612676063480654e-11,1.3612693356851964e-11,1.3612676051896186e-11,1.3612676051896186e-11,1.361272721363578e-11,1.3612507519281666e-11,1.3612507519281666e-11,1.3612693356851964e-11,1.3612693356851964e-11,1.3613461046362499e-11,1.3587234937595524e-11,1.361267578905212e-11,1.3587046978110261e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18120-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-30,2.5440561606163028e-11,2.5440167072155247e-11,2.543976010297454e-11,2.543976010297454e-11,2.5435468075343215e-11,2.544016717668296e-11,2.5433976524692047e-11,2.5435450888925447e-11,2.544016717668296e-11,2.544016717668296e-11,2.5440181164735642e-11,2.5440167072155247e-11,2.5440167072155247e-11,2.544033060659885e-11,2.543976010297454e-11,2.543976010297454e-11,2.5440181164735642e-11,2.5440181164735642e-11,2.544161092472911e-11,2.523638924861051e-11,2.5440166778365703e-11,2.5235639066640224e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-34,7.625752752525723e-09,7.625698122604925e-09,7.625596542633074e-09,7.625596542633074e-09,7.623872261092638e-09,7.6256981080042e-09,7.623832539501589e-09,7.623872313918368e-09,7.6256981080042e-09,7.6256981080042e-09,7.625699369438575e-09,7.625698122604925e-09,7.625698122604925e-09,7.625701129751642e-09,7.625596542633074e-09,7.625596542633074e-09,7.625699369438577e-09,7.625699369438577e-09,7.625679976784685e-09,6.192816682423808e-09,7.625698113655627e-09,6.192367680203902e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40500-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36920-MONOMER,6.410583953047808e-08,6.410675084804887e-08,6.410309971409678e-08,6.410309971409678e-08,6.450308328126368e-08,6.410676432347852e-08,6.45091215898414e-08,6.450252638137887e-08,6.410676432347852e-08,6.410676432347852e-08,6.410707413916059e-08,6.410675084804887e-08,6.410675084804887e-08,6.410522403968292e-08,6.410309971409678e-08,6.410309971409678e-08,6.410707413916059e-08,6.410707413916059e-08,6.501942383879777e-08,6.656690233263744e-08,6.410676194182896e-08,6.65701457526041e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28860-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15480-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.458258515176619e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02360-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24120-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8614253434983773e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26970-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22090-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00930-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28390-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32830-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.038246093070782e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01310-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12380-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02090-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31750-MONOMER,4.3932371324730435e-15,0.0,0.0,0.0,0.0,4.394708889364829e-15,0.0,0.0,4.394708889364829e-15,4.394708889364829e-15,0.0,0.0,0.0,4.392553911919178e-15,0.0,0.0,0.0,0.0,4.470859447038939e-15,0.0,4.394704825321915e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00270-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29300-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.066543060979873e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01150-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16520-MONOMER,4.944217077928417e-10,4.944145597902697e-10,4.944058226247076e-10,4.944058226247076e-10,4.943157198668132e-10,4.944145602054542e-10,4.942937806869814e-10,4.943153801510075e-10,4.944145602054542e-10,4.944145602054542e-10,4.944151985100208e-10,4.944145597902697e-10,4.944145597902697e-10,4.944164134424235e-10,4.944058226247076e-10,4.944058226247076e-10,4.944151985100208e-10,4.944151985100208e-10,4.944432914196336e-10,4.904610139922231e-10,4.944145501698272e-10,4.904411371004058e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01340-MONOMER,2.7538505383355084e-06,2.7538184399129515e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.753523468687474e-06,2.7538184435259057e-06,2.7533857143855497e-06,2.7535217251485254e-06,2.7538184435259057e-06,2.7538184435259057e-06,2.7538197462328956e-06,2.7538184399129515e-06,2.7538184399129515e-06,2.7538315463442923e-06,2.7537859573184768e-06,2.7537859573184768e-06,2.7538197462328956e-06,2.7538197462328956e-06,2.753935991621841e-06,2.7469239825202695e-06,2.753818401935916e-06,2.74688492220251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00910-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
