,base,asp__L_s,pyr_s,akg_s,gam6p_s,leu__L_s,3pg_c,lys__L_s,for_c,ade_s,gmp_s,gsn_c,succ_c,acac_s,lac__L_c,ac_c,asn__L_s,cmp_s,adn_c,3amp_s,6pgc_s,thr__L_s,met__L_s,mg2_s,arg__L_s,zn2_s,mn2_s,k_s
translation_BSU15650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15680,4.027944688003892e-09,4.023970262672202e-09,3.3534666495483658e-09,3.3601262642421345e-09,4.027433418672091e-09,4.0241627591089244e-09,3.870591819523848e-09,4.025696807405134e-09,4.027284080976778e-09,4.03188934057064e-09,3.932853852088841e-09,3.934235301031928e-09,3.359385896382906e-09,3.359385896382906e-09,1.802822079883239e-09,3.590748729403482e-09,4.02716585569174e-09,4.02782003662741e-09,3.93222177325891e-09,3.987255779710332e-09,4.020111579075463e-09,4.021956745218614e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15680,1.8811265065907017e-10,1.8809858416556104e-10,1.7208634178194513e-10,1.7796381777441313e-10,1.8849788240120982e-10,1.8805806856540834e-10,1.8402327988029697e-10,1.8808671066756207e-10,1.881006186346812e-10,1.8850976167150673e-10,1.870841974392216e-10,1.871017028788651e-10,1.7786242901267977e-10,1.7786242901267977e-10,1.242087214576782e-10,1.9686590462973545e-10,1.8811015508774724e-10,1.8814931950018675e-10,1.858429148229653e-10,1.8763381040986008e-10,1.8852063471649015e-10,1.8802814139442456e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15690,5.0428889680745976e-08,5.043110893168262e-08,4.5867906158845234e-08,4.8149728054916247e-08,5.056277730756206e-08,5.042077860299077e-08,4.927835507321748e-08,5.042638041595786e-08,5.042635924267024e-08,5.0554586165388105e-08,5.038063013758277e-08,5.0383029644434427e-08,4.8115415866012885e-08,4.8115415866012885e-08,3.351482913509005e-08,5.427282037462753e-08,5.0430293385221856e-08,5.0441009309362076e-08,4.983734687013925e-08,5.037925439874699e-08,5.0594804411661177e-08,5.0416337551998525e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15690,2.3551247205283843e-09,2.3573783027037803e-09,2.35375538239996e-09,2.550174831416745e-09,2.366513722265807e-09,2.3562750334039996e-09,2.3428883619133268e-09,2.355997601672885e-09,2.3552421876185096e-09,2.363664323210359e-09,2.3965853068162822e-09,2.3960820645876057e-09,2.5474670082108487e-09,2.5474670082108487e-09,2.3090653943020742e-09,2.9755543161142214e-09,2.3556145065163213e-09,2.356222842668421e-09,2.355390500193955e-09,2.3707662589760765e-09,2.3726119172136533e-09,2.356984633682565e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15720,1.6138303835763989e-10,1.6112089706151306e-10,1.2975397509077027e-10,1.24566751299027e-10,1.609205046104115e-10,1.6116068536764243e-10,1.5439529632608158e-10,1.6124550044640958e-10,1.6134415431718214e-10,1.6122373888806624e-10,1.550472917170044e-10,1.5513316492860376e-10,1.2461183820691893e-10,1.2461183820691893e-10,5.8096287646715524e-11,1.235361292421965e-10,1.6132867432103244e-10,1.613330071583793e-10,1.568654970628343e-10,1.589774038187622e-10,1.6031307004350798e-10,1.6103325414494152e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15720,7.536893743174633e-12,7.531520025853762e-12,6.65844907330254e-12,6.597482619877288e-12,7.531638937434753e-12,7.531396972031853e-12,7.34056448026884e-12,7.533636346662397e-12,7.535831749120264e-12,7.537966949578317e-12,7.37553421177711e-12,7.377718186687086e-12,6.597564230736833e-12,6.597564230736833e-12,4.002649895714274e-12,6.772975128716715e-12,7.53571197067505e-12,7.536259126210747e-12,7.413707285677792e-12,7.481219589516393e-12,7.517781813633576e-12,7.52837123759857e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15730,1.6138303835763989e-10,1.6112089706151306e-10,1.2975397509077027e-10,1.24566751299027e-10,1.609205046104115e-10,1.6116068536764243e-10,1.5439529632608158e-10,1.6124550044640958e-10,1.6134415431718214e-10,1.6122373888806624e-10,1.550472917170044e-10,1.5513316492860376e-10,1.2461183820691893e-10,1.2461183820691893e-10,5.8096287646715524e-11,1.235361292421965e-10,1.6132867432103244e-10,1.613330071583793e-10,1.568654970628343e-10,1.589774038187622e-10,1.6031307004350798e-10,1.6103325414494152e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15730,7.536893743174633e-12,7.531520025853762e-12,6.65844907330254e-12,6.597482619877288e-12,7.531638937434753e-12,7.531396972031853e-12,7.34056448026884e-12,7.533636346662397e-12,7.535831749120264e-12,7.537966949578317e-12,7.37553421177711e-12,7.377718186687086e-12,6.597564230736833e-12,6.597564230736833e-12,4.002649895714274e-12,6.772975128716715e-12,7.53571197067505e-12,7.536259126210747e-12,7.413707285677792e-12,7.481219589516393e-12,7.517781813633576e-12,7.52837123759857e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15750,2.823686959681068e-13,2.818809657399866e-13,2.2398893456083286e-13,2.1413137125510255e-13,2.81566819118651e-13,2.8193115868730883e-13,2.690367985262218e-13,2.8210490476630635e-13,2.822969845575454e-13,2.821833217277576e-13,2.7058640637095195e-13,2.7074814319912843e-13,2.1421105053127884e-13,2.1421105053127884e-13,9.728705446912751e-14,2.1494718263122115e-13,2.822632441190553e-13,2.8227911703261137e-13,2.735676865664458e-13,2.7751715232496093e-13,2.805560456285157e-13,2.8167810242010947e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15750,1.318715324465606e-14,1.3176392243938334e-14,1.1494205959495795e-14,1.1341132248321427e-14,1.3178305794515103e-14,1.3175269576542453e-14,1.2791075985734003e-14,1.3180372526584218e-14,1.3185123365099288e-14,1.3193395510960382e-14,1.2871681119547762e-14,1.2876057166830003e-14,1.1341387665487911e-14,1.1341387665487911e-14,6.702769388522492e-15,1.1784665189685405e-14,1.3184602901756037e-14,1.3185947558687404e-14,1.292923421019269e-14,1.3059508499504614e-14,1.3156501444071865e-14,1.3168567795396001e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15790,1.587694426221096e-08,1.7859173359391854e-08,1.5217681872273724e-08,1.0168118238697441e-07,3.6135122671723536e-08,1.295157602128775e-08,1.5015880222016923e-08,1.5863007741622513e-08,1.6306769597809008e-08,3.289465457089849e-08,2.45570217871269e-08,2.457179393331632e-08,1.0111147728978865e-07,1.0111147728978865e-07,7.880547464633811e-09,6.204840926167286e-07,1.5147506465299678e-08,1.8504914629511715e-08,4.2044990053970134e-08,1.560260583257863e-08,7.622374002972534e-09,1.4802837225343091e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15790,7.414833869059159e-10,8.348186005326269e-10,7.809098695386436e-10,5.385384354740543e-09,1.691249338188602e-09,6.052559295540917e-10,7.139144755091141e-10,7.411439783362674e-10,7.616332465270589e-10,1.5379795846651341e-09,1.1681671593522345e-09,1.1685687651946418e-09,5.353339421703754e-09,5.353339421703754e-09,5.429447175575462e-10,3.4018577017402586e-08,7.075446834038424e-10,8.64409795693598e-10,1.987111601504759e-09,7.342334042343578e-10,3.57446492919813e-10,6.920387630111555e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15820,1.1427894969562768e-06,1.1420173642481698e-06,1.009868078673084e-06,1.0006994880080488e-06,1.1424045706050277e-06,1.1418737985873382e-06,1.111489480462342e-06,1.1422758200512053e-06,1.1426311981818317e-06,1.1435293345903625e-06,1.1185845754545181e-06,1.1189213967988561e-06,1.000675425058666e-06,1.000675425058666e-06,6.096262125588063e-07,1.0445397079157776e-06,1.1426001816548473e-06,1.1427247626948738e-06,1.1224819976442953e-06,1.1330484274049855e-06,1.1408540710577764e-06,1.1413613232737e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15980,3.050227764239434e-08,3.045543132627097e-08,2.6353662069897374e-08,2.4095405001619813e-08,3.038933242881376e-08,3.045818312595332e-08,2.953033583086877e-08,3.047455241539138e-08,3.049419922658267e-08,3.0480846693433505e-08,2.9484386897424673e-08,2.9498689545562938e-08,2.41140253653883e-08,2.41140253653883e-08,1.3552316074613436e-08,2.3636228005810666e-08,3.0489841769536364e-08,3.048921462653382e-08,2.96956300553191e-08,2.987674172896287e-08,3.0378854742544634e-08,3.042609833148207e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15990,1.1427894969562768e-06,1.1420173642481698e-06,1.009868078673084e-06,1.0006994880080488e-06,1.1424045706050277e-06,1.1418737985873382e-06,1.111489480462342e-06,1.1422758200512053e-06,1.1426311981818317e-06,1.1435293345903625e-06,1.1185845754545181e-06,1.1189213967988561e-06,1.000675425058666e-06,1.000675425058666e-06,6.096262125588063e-07,1.0445397079157776e-06,1.1426001816548473e-06,1.1427247626948738e-06,1.1224819976442953e-06,1.1330484274049855e-06,1.1408540710577764e-06,1.1413613232737e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16020,2.823686959681068e-13,2.818809657399866e-13,2.2398893456083286e-13,2.1413137125510255e-13,2.81566819118651e-13,2.8193115868730883e-13,2.690367985262218e-13,2.8210490476630635e-13,2.822969845575454e-13,2.821833217277576e-13,2.7058640637095195e-13,2.7074814319912843e-13,2.1421105053127884e-13,2.1421105053127884e-13,9.728705446912751e-14,2.1494718263122115e-13,2.822632441190553e-13,2.8227911703261137e-13,2.735676865664458e-13,2.7751715232496093e-13,2.805560456285157e-13,2.8167810242010947e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16020,1.318715324465606e-14,1.3176392243938334e-14,1.1494205959495795e-14,1.1341132248321427e-14,1.3178305794515103e-14,1.3175269576542453e-14,1.2791075985734003e-14,1.3180372526584218e-14,1.3185123365099288e-14,1.3193395510960382e-14,1.2871681119547762e-14,1.2876057166830003e-14,1.1341387665487911e-14,1.1341387665487911e-14,6.702769388522492e-15,1.1784665189685405e-14,1.3184602901756037e-14,1.3185947558687404e-14,1.292923421019269e-14,1.3059508499504614e-14,1.3156501444071865e-14,1.3168567795396001e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16040,1.1427894969562768e-06,1.1420173642481698e-06,1.009868078673084e-06,1.0006994880080488e-06,1.1424045706050277e-06,1.1418737985873382e-06,1.111489480462342e-06,1.1422758200512053e-06,1.1426311981818317e-06,1.1435293345903625e-06,1.1185845754545181e-06,1.1189213967988561e-06,1.000675425058666e-06,1.000675425058666e-06,6.096262125588063e-07,1.0445397079157776e-06,1.1426001816548473e-06,1.1427247626948738e-06,1.1224819976442953e-06,1.1330484274049855e-06,1.1408540710577764e-06,1.1413613232737e-06,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16040,5.3370435313580184e-08,5.338306082931046e-08,5.182234430887134e-08,5.3000478948067194e-08,5.34685046327873e-08,5.3362300175783836e-08,5.284461634920973e-08,5.33688730043752e-08,5.3368381998312e-08,5.346536675966817e-08,5.321059602956068e-08,5.32129073911142e-08,5.2980683745164925e-08,5.2980683745164925e-08,4.200131187317176e-08,5.72677928802555e-08,5.337120572538786e-08,5.337946693792208e-08,5.305024444377529e-08,5.331942708434473e-08,5.349964282438304e-08,5.335911395112972e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16090,5.587751264547867e-07,5.584287657598777e-07,5.316698424360664e-07,4.5263634375935856e-07,5.576621129767468e-07,5.58545379536265e-07,5.541258725740006e-07,5.586236301168431e-07,5.589264996400582e-07,5.551201812460066e-07,5.464605099278639e-07,5.465516638878004e-07,4.534304271374295e-07,4.534304271374295e-07,4.3399194829853815e-07,1.7389487740586742e-07,5.587024382869067e-07,5.586593208179414e-07,5.517668789798365e-07,5.561579008916972e-07,5.476250475490217e-07,5.583996472867778e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16100,5.587751264547867e-07,5.584287657598777e-07,5.316698424360664e-07,4.5263634375935856e-07,5.576621129767468e-07,5.58545379536265e-07,5.541258725740006e-07,5.586236301168431e-07,5.589264996400582e-07,5.551201812460066e-07,5.464605099278639e-07,5.465516638878004e-07,4.534304271374295e-07,4.534304271374295e-07,4.3399194829853815e-07,1.7389487740586742e-07,5.587024382869067e-07,5.586593208179414e-07,5.517668789798365e-07,5.561579008916972e-07,5.476250475490217e-07,5.583996472867778e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16490,1.1427894969562768e-06,1.1420173642481698e-06,1.009868078673084e-06,1.0006994880080488e-06,1.1424045706050277e-06,1.1418737985873382e-06,1.111489480462342e-06,1.1422758200512053e-06,1.1426311981818317e-06,1.1435293345903625e-06,1.1185845754545181e-06,1.1189213967988561e-06,1.000675425058666e-06,1.000675425058666e-06,6.096262125588063e-07,1.0445397079157776e-06,1.1426001816548473e-06,1.1427247626948738e-06,1.1224819976442953e-06,1.1330484274049855e-06,1.1408540710577764e-06,1.1413613232737e-06,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16490,5.3370435313580184e-08,5.338306082931046e-08,5.182234430887134e-08,5.3000478948067194e-08,5.34685046327873e-08,5.3362300175783836e-08,5.284461634920973e-08,5.33688730043752e-08,5.3368381998312e-08,5.346536675966817e-08,5.321059602956068e-08,5.32129073911142e-08,5.2980683745164925e-08,5.2980683745164925e-08,4.200131187317176e-08,5.72677928802555e-08,5.337120572538786e-08,5.337946693792208e-08,5.305024444377529e-08,5.331942708434473e-08,5.349964282438304e-08,5.335911395112972e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16500,4.3673061840455544e-08,4.360353594346248e-08,3.5105940412648416e-08,3.3699998943198646e-08,4.35631299840258e-08,4.3609579432967554e-08,4.1720264246874645e-08,4.3634981811436544e-08,4.3662619476658745e-08,4.3651790378128794e-08,4.196410190462364e-08,4.198761324676819e-08,3.371102015895541e-08,3.371102015895541e-08,1.5765677859983714e-08,3.3978080717224864e-08,4.365791791061069e-08,4.3660675374057825e-08,4.238600087571535e-08,4.297078455837404e-08,4.341928572441037e-08,4.3572944128665196e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16500,2.0396147567947048e-09,2.0382266369262107e-09,1.8014948385549717e-09,1.7848675910629828e-09,2.038905898403404e-09,2.0379725597703262e-09,1.9835467603316096e-09,2.038693073918335e-09,2.0393311148733805e-09,2.040926202491211e-09,1.9962146119196494e-09,1.996818526901263e-09,1.7848273806302248e-09,1.7848273806302248e-09,1.0862051845010838e-09,1.8628776620328663e-09,2.0392747662394116e-09,2.0394968707256166e-09,2.0032283031440926e-09,2.0221356462801705e-09,2.036120426683518e-09,2.0370531605880544e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16520,1.6138303835763989e-10,1.6112089706151306e-10,1.2975397509077027e-10,1.24566751299027e-10,1.609205046104115e-10,1.6116068536764243e-10,1.5439529632608158e-10,1.6124550044640958e-10,1.6134415431718214e-10,1.6122373888806624e-10,1.550472917170044e-10,1.5513316492860376e-10,1.2461183820691893e-10,1.2461183820691893e-10,5.8096287646715524e-11,1.235361292421965e-10,1.6132867432103244e-10,1.613330071583793e-10,1.568654970628343e-10,1.589774038187622e-10,1.6031307004350798e-10,1.6103325414494152e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16520,7.536893743174633e-12,7.531520025853762e-12,6.65844907330254e-12,6.597482619877288e-12,7.531638937434753e-12,7.531396972031853e-12,7.34056448026884e-12,7.533636346662397e-12,7.535831749120264e-12,7.537966949578317e-12,7.37553421177711e-12,7.377718186687086e-12,6.597564230736833e-12,6.597564230736833e-12,4.002649895714274e-12,6.772975128716715e-12,7.53571197067505e-12,7.536259126210747e-12,7.413707285677792e-12,7.481219589516393e-12,7.517781813633576e-12,7.52837123759857e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16570,1.783389692433453e-09,1.7805129582419987e-09,1.454997229086523e-09,1.3879606824499048e-09,1.7786148590957645e-09,1.78080862011782e-09,1.708867157893569e-09,1.7818431651138333e-09,1.7829728275347645e-09,1.7822430426325146e-09,1.7165258043835138e-09,1.717447988552101e-09,1.3885476543028796e-09,1.3885476543028796e-09,6.698447579080867e-10,1.384853340782209e-09,1.7827667400157479e-09,1.7828172151685649e-09,1.7334334558963965e-09,1.7547967166982232e-09,1.7727327257358652e-09,1.7792937839016787e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16570,8.328767850284755e-11,8.322923497733538e-11,7.466457150843817e-11,7.351116075552491e-11,8.324535745085514e-11,8.322114428049215e-11,8.124631941013647e-11,8.325043734919579e-11,8.327654198826054e-11,8.332823220783285e-11,8.16544078611619e-11,8.167723043400446e-11,7.351654921814286e-11,7.351654921814286e-11,4.615017859126729e-11,7.592578213009407e-11,8.327358245642362e-11,8.327975003273781e-11,8.192476026814911e-11,8.257789633769609e-11,8.313119973532597e-11,8.318272034611369e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16600,8.0692951405337e-12,8.06048250559564e-12,6.68447821783183e-12,6.608916848635829e-12,8.060765602295273e-12,8.060684972474835e-12,7.7535801043225e-12,8.064048783766762e-12,8.067786346462266e-12,8.071622557356877e-12,7.81551823988271e-12,7.818962730838994e-12,6.608857883743921e-12,6.608857883743921e-12,3.4504518117516107e-12,6.887983734984163e-12,8.067362276733242e-12,8.068269524356637e-12,7.868761648236899e-12,7.975272077344501e-12,8.040091006204885e-12,8.055636195463273e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16630,3.2276607671528013e-10,3.2224179412302653e-10,2.5950795018154085e-10,2.491335025980543e-10,3.218410092208234e-10,3.2232137073528527e-10,3.087905926521635e-10,3.2249100089281956e-10,3.2268830863436464e-10,3.2244747777613283e-10,3.1009458343400924e-10,3.1026632985720794e-10,2.492236764138381e-10,2.492236764138381e-10,1.1619257529343118e-10,2.4707225848439335e-10,3.2265734864206524e-10,3.2266601431675896e-10,3.137309941256689e-10,3.179548076375248e-10,3.206261400870164e-10,3.2206650828988346e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16650,2.823686959681068e-13,2.818809657399866e-13,2.2398893456083286e-13,2.1413137125510255e-13,2.81566819118651e-13,2.8193115868730883e-13,2.690367985262218e-13,2.8210490476630635e-13,2.822969845575454e-13,2.821833217277576e-13,2.7058640637095195e-13,2.7074814319912843e-13,2.1421105053127884e-13,2.1421105053127884e-13,9.728705446912751e-14,2.1494718263122115e-13,2.822632441190553e-13,2.8227911703261137e-13,2.735676865664458e-13,2.7751715232496093e-13,2.805560456285157e-13,2.8167810242010947e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16670,7.665746378577234e-22,7.636981725620692e-22,5.01165300460107e-22,4.472280881033383e-22,7.605528564895418e-22,7.643636273448119e-22,7.048231231083155e-22,7.65185772676608e-22,7.662103788173865e-22,7.639232004492095e-22,7.078371048925013e-22,7.086308891219476e-22,4.477639007462648e-22,8.433792098523977e-22,2.2298402744920787e-22,7.719747985293932e-22,7.659898058448645e-22,7.659353826854478e-22,7.253746857390145e-22,7.415539039221979e-22,7.545925101590887e-22,7.630645253230886e-22,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16670,3.5800488394217446e-23,3.5698709386922105e-23,2.5717775721981377e-23,2.3686734281925274e-23,3.55965171858108e-23,3.572041093883202e-23,3.351008551085669e-23,3.5750649370221265e-23,3.5787057322489113e-23,3.571699724071137e-23,3.3671512257233075e-23,3.3700588785959004e-23,2.3706825433979737e-23,4.465264767725996e-23,1.5362892025786434e-23,4.232418598922512e-23,3.5779619299627946e-23,3.5778713975028803e-23,3.4282335460649226e-23,3.489632777642813e-23,3.538614691889143e-23,3.567358217640912e-23,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16680,1.1427894969562768e-06,1.1420173642481698e-06,1.009868078673084e-06,1.0006994880080488e-06,1.1424045706050277e-06,1.1418737985873382e-06,1.111489480462342e-06,1.1422758200512053e-06,1.1426311981818317e-06,1.1435293345903625e-06,1.1185845754545181e-06,1.1189213967988561e-06,1.000675425058666e-06,1.000675425058666e-06,6.096262125588063e-07,1.0445397079157776e-06,1.1426001816548473e-06,1.1427247626948738e-06,1.1224819976442953e-06,1.1330484274049855e-06,1.1408540710577764e-06,1.1413613232737e-06,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16680,5.3370435313580184e-08,5.338306082931046e-08,5.182234430887134e-08,5.3000478948067194e-08,5.34685046327873e-08,5.3362300175783836e-08,5.284461634920973e-08,5.33688730043752e-08,5.3368381998312e-08,5.346536675966817e-08,5.321059602956068e-08,5.32129073911142e-08,5.2980683745164925e-08,5.2980683745164925e-08,4.200131187317176e-08,5.72677928802555e-08,5.337120572538786e-08,5.337946693792208e-08,5.305024444377529e-08,5.331942708434473e-08,5.349964282438304e-08,5.335911395112972e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16690,7.587578851333562e-12,7.582760081066492e-12,6.704791132571867e-12,6.641710904090335e-12,7.582369591681386e-12,7.582053583614278e-12,7.390155339853705e-12,7.58430700712338e-12,7.58651191589369e-12,7.588731297517654e-12,7.426128293895339e-12,7.42832239972091e-12,6.6439289348699915e-12,6.6439289348699915e-12,4.033484585015299e-12,6.822527174214993e-12,7.58639216727726e-12,7.585226054695087e-12,7.460737321229403e-12,7.531579687767005e-12,7.56907319807803e-12,7.579011550413701e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16690,3.5435431227740836e-13,3.5445252877405043e-13,3.4406275624411167e-13,3.517678015925564e-13,3.548812514165702e-13,3.543262134381626e-13,3.5135728278164675e-13,3.543504207864752e-13,3.5433993628601243e-13,3.5480882718911356e-13,3.5325778790539245e-13,3.532711350936355e-13,3.517623086457439e-13,3.517623086457439e-13,2.778942907979312e-13,3.7405095294315274e-13,3.543627102236318e-13,3.5432445031505387e-13,3.5260604575632646e-13,3.5442396307063414e-13,3.5494698479125445e-13,3.5432192480073646e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
