,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,CBL1t_s,PSER_Lt6_FWD_CPLX_dummy_s
formation_BSU16680-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU03860-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-180,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-181,1.736494026037654e-07,9.836004563070868e-08,1.979739726187939e-07,1.6317402308458503e-07,1.9801651494755265e-07
formation_BSU01210-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00550-MONOMER,2.4322816365583535e-11,2.4322715178601044e-11,2.4283216173564094e-11,2.3704849812357036e-11,2.4288428490874406e-11
formation_BSU16530-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU39050-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00460-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU22060-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU02420-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU25310-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU33940-MONOMER,9.82760674168892e-07,9.8271492609994e-07,9.82739726954133e-07,9.735251639628958e-07,9.827976043533609e-07
formation_BSU39390-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU07610-MONOMER,1.8890969490711666e-12,1.8903880780094164e-12,1.8531911295759574e-12,1.7707329985534649e-12,1.8504840281178306e-12
formation_BSU15600-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00760-MONOMER,1.7155668162189573e-11,1.7153862318225025e-11,1.7148324989414453e-11,1.6692792807451804e-11,1.7151936189427485e-11
formation_BSU31580-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU06510-MONOMER,4.4656750247529385e-08,4.466230233024822e-08,4.461258600148257e-08,2.259342454548634e-08,4.461802884903518e-08
formation_BSU40550-MONOMER,1.2125682969899981e-05,1.2126591204064556e-05,1.1922812223084475e-05,1.138086901243508e-05,1.1905844165457513e-05
formation_BSU14600-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU11710-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU26810-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31970-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU15080-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU13600-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU32480-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU23580-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU28080-MONOMER,1.3071914547785684e-11,1.3070538568851603e-11,1.3066319351718789e-11,1.2719222537995966e-11,1.3069070937814944e-11
formation_BSU15820-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU13620-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU32820-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16600-MONOMER,2.4322816365583535e-11,2.4322715178601044e-11,2.4283216173564094e-11,2.3704849812357036e-11,2.4288428490874406e-11
formation_BSU39920-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU37080-MONOMER,3.163215784342025e-12,3.1634650901495993e-12,3.1568406247191613e-12,3.097574960599005e-12,3.157090768698506e-12
formation_BSU33500-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU28870-MONOMER,4.808711580387488e-10,4.808741447983366e-10,4.801881338494468e-10,4.673067157849465e-10,4.802717683935211e-10
formation_BSU28790-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU03220-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU21810-MONOMER,1.8537230254334362e-11,1.8535278984056937e-11,1.8529295728949347e-11,1.803707911194157e-11,1.8533197742295794e-11
formation_BSU38020-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU38240-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU17680-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01050-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU37120-MONOMER,5.838383488059027e-07,5.83812828458337e-07,5.838784123095163e-07,5.789345040512579e-07,5.839021682669763e-07
formation_BSU22710-MONOMER,9.333428613815244e-08,9.332509740498863e-08,9.325543180216127e-08,9.080155468909484e-08,9.327600107870736e-08
formation_BSU08790-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU12390-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16490-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_CPLX8J2-11,7.549689998681024e-09,7.548578314353436e-09,7.540953018409352e-09,7.3435444599463355e-09,7.542540832765983e-09
formation_BSU35300-MONOMER,2.288649763504839e-07,2.288339269113938e-07,2.286567418897085e-07,2.2270258873746928e-07,2.2873818090511507e-07
formation_BSU30960-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29750-MONOMER,3.5025011016280805e-08,3.50215628141934e-08,3.4995419811365126e-08,3.407456771644973e-08,3.500313872332592e-08
formation_BSU39060-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29120-MONOMER,2.439809912006569e-07,2.779670401152635e-07,2.4426258358890044e-07,2.4006293550109506e-07,2.4421812636580984e-07
formation_BSU17710-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU07990-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU15920-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00180-MONOMER,2.6477489647675624e-11,2.6476887655245644e-11,2.6434787127582713e-11,5.497768894035215e-09,2.6441911191744236e-11
formation_BSU06430-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU15720-MONOMER,4.808711580387488e-10,4.808741447983366e-10,4.801881338494468e-10,4.673067157849465e-10,4.802717683935211e-10
formation_BSU24160-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01100-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU38190-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU03050-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU22600-MONOMER,8.953987736768482e-08,8.953106219295437e-08,8.946422877308254e-08,8.711011149345704e-08,8.948396182698679e-08
formation_BSU28470-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU13110-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU15730-MONOMER,4.808711580387488e-10,4.808741447983366e-10,4.801881338494468e-10,4.673067157849465e-10,4.802717683935211e-10
formation_BSU29680-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU34790-MONOMER,1.0555679677836706e-09,1.0556035328126858e-09,1.053725740212434e-09,0.0,1.0539179012272732e-09
formation_BSU15220-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU24150-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16510-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16960-MONOMER,1.348800091832732e-11,1.3488628626476937e-11,1.3471074447364845e-11,1.3260677109172054e-11,1.3472341848435434e-11
formation_BSU01190-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU21690-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00140-MONOMER,0.0,0.0,0.0,8.990364573785838e-09,0.0
formation_BSU33930-MONOMER,8.695365066135587e-07,8.694960291940745e-07,8.695179727340255e-07,8.613650224542974e-07,8.695691820598149e-07
formation_BSU40330-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU11670-MONOMER,1.5206809389302996e-09,1.5201404970521953e-09,1.5206135252869062e-09,5.958464818135777e-09,1.5217645472020936e-09
formation_BSU32000-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU10120-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU28090-MONOMER,1.2570107345026762e-08,1.2569798203437537e-08,1.2549820849651634e-08,1.2218370393572535e-08,1.2552752363287437e-08
formation_BSU00780-MONOMER,7.127602758067402e-12,7.126852490674685e-12,7.124551916909244e-12,6.935293625955506e-12,7.126052248981973e-12
formation_BSU36900-MONOMER,8.244268139685699e-08,8.244617970171103e-08,8.236511405078528e-08,6.824695896204212e-08,8.238215251685443e-08
formation_BSU29140-MONOMER,2.203916802086833e-07,2.2038740909190162e-07,2.2061999267893804e-07,2.1671467918638173e-07,2.205846253694501e-07
formation_BSU15610-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU18210-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU28680-MONOMER,1.0313903915005287e-11,1.0312818250433101e-11,1.0309489235395149e-11,1.0035625512307386e-11,1.0311660271206765e-11
formation_BSU33960-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29600-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU13170-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU22410-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU23860-MONOMER,7.362499658067221e-08,7.362273177699226e-08,6.576177062370277e-08,7.30732138352421e-08,6.574070582164746e-08
formation_BSU01200-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU17460-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU24090-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU14400-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU34880-MONOMER,3.459193373869856e-08,3.458999405340529e-08,3.4558387656667155e-08,3.365125300595202e-08,3.456843546650181e-08
formation_BSU28270-MONOMER,1.1849063435492733e-07,1.1848235331333326e-07,1.1839082801331294e-07,1.1527679811916178e-07,1.1841823062194895e-07
formation_BSU39420-MONOMER,1.085019931583251e-08,1.0849059333889129e-08,1.0845563759280337e-08,3.101729076190171e-08,1.0847843418555207e-08
formation_BSU13850-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU10220-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01330-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU19350-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01110-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU37500-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16690-MONOMER,1.348800091832732e-11,1.3488628626476937e-11,1.3471074447364845e-11,1.3260677109172054e-11,1.3472341848435434e-11
formation_BSU16570-MONOMER,7.325881706024559e-09,7.326553603198086e-09,7.315316801420819e-09,7.12362053830348e-09,7.317164459596344e-09
formation_BSU04340-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_CPLX-9084,0.0,0.0,0.0,0.0,0.0
formation_BSU02140-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU38110-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU19630-MONOMER,2.0949388554058293e-07,2.0953813701332878e-07,2.0136659601202514e-07,1.8104310085668566e-07,2.005833870940854e-07
formation_BSU22880-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU15140-MONOMER,1.2296507292765784e-12,1.2296227719271318e-12,1.2276675660057053e-12,1.1918798744465125e-12,1.2279984172611752e-12
formation_BSU06230-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU22370-MONOMER,3.144754437278672e-07,4.3837191586397116e-07,3.141909072499018e-07,3.206311407923209e-07,3.1426251266605935e-07
formation_BSU35670-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU36760-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU35740-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU18250-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU37760-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU04620-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU04470-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU09280-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU35010-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU02430-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU18470-MONOMER,2.1301467587034172e-08,2.130342126256949e-08,2.1270748011970377e-08,2.071335275236749e-08,2.1276120447987944e-08
formation_BSU40890-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU10130-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU06150-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU26860-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU09540-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU30820-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU09840-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU17660-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29020-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00130-MONOMER,8.709400224221222e-09,8.709023405685928e-09,8.69514109084017e-09,8.467859452812486e-09,8.697404726074713e-09
formation_BSU19520-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16650-MONOMER,1.2296507292765784e-12,1.2296227719271318e-12,1.2276675660057053e-12,1.1918798744465125e-12,1.2279984172611752e-12
formation_BSU12020-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31660-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU39260-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU09300-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29010-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU32680-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31600-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU33420-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU39450-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU22490-MONOMER,1.422890107608769e-08,1.4228649172117322e-08,1.4205272262433923e-08,1.3827683696727051e-08,1.4208978625967198e-08
formation_BSU03900-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29790-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16020-MONOMER,1.2296507292765784e-12,1.2296227719271318e-12,1.2276675660057053e-12,1.1918798744465125e-12,1.2279984172611752e-12
formation_BSU40850-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31060-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU02460-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU13550-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU14870-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU37100-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU24310-MONOMER,6.168584784799395e-08,6.168846537446564e-08,6.162780985812413e-08,5.106422371630083e-08,6.164055850006173e-08
formation_BSU39780-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU27320-MONOMER,2.4322816365583535e-11,2.4322715178601044e-11,2.4283216173564094e-11,2.3704849812357036e-11,2.4288428490874406e-11
formation_BSU06310-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU39760-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01010-MONOMER,2.4322816365583535e-11,2.4322715178601044e-11,2.4283216173564094e-11,2.3704849812357036e-11,2.4288428490874406e-11
formation_BSU01580-MONOMER,0.0,0.0,0.0,1.3019397534535563e-08,0.0
formation_BSU16630-MONOMER,9.617423160774988e-10,9.617482895966745e-10,9.603762676988949e-10,9.346134315698942e-10,9.605435367870435e-10
formation_BSU32510-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16040-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU14180-MONOMER,4.5598852520420215e-08,4.559804525273786e-08,4.552313010283722e-08,4.4313085474021884e-08,4.5535007754051265e-08
formation_BSU01780-MONOMER,2.3861142214420577e-08,2.385863053727412e-08,2.3850928885027884e-08,2.321734713966561e-08,2.3855951560697585e-08
formation_BSU32100-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU36000-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU40320-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU38550-MONOMER,5.221332302544271e-07,5.221031728726789e-07,5.21663198646601e-07,5.110660418560009e-07,5.217813886450417e-07
formation_BSU25160-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU25500-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU37070-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU38860-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU23920-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU06730-MONOMER,1.2296507292765784e-12,1.2296227719271318e-12,1.2276675660057053e-12,1.1918798744465125e-12,1.2279984172611752e-12
formation_BSU30980-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU40070-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU02290-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU30950-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU15560-MONOMER,6.230820104822689e-08,6.231209876404366e-08,6.225123764741214e-08,9.964066621844648e-08,6.226485208849861e-08
formation_BSU25020-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU17150-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31980-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU13130-MONOMER,1.9550514657309536e-08,1.9552307743256913e-08,1.9522320191360314e-08,1.9010742097116044e-08,1.952725102012494e-08
formation_BSU11880-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU20020-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU36010-MONOMER,1.2237462207461962e-07,1.2236901149680437e-07,1.2224245327594165e-07,1.1902415882365834e-07,1.2227091637540154e-07
formation_BSU01400-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU37790-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU22440-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU12910-MONOMER,7.325881706024558e-09,7.3265536031980846e-09,7.315316801420817e-09,7.123620538303478e-09,7.317164459596343e-09
formation_BSU34890-MONOMER,8.684789686781567e-09,8.684302701608726e-09,8.676367472820965e-09,8.448618607476686e-09,8.678890116275532e-09
formation_BSU33440-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01170-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU37010-MONOMER,2.2169800145641426e-11,2.2168306683806648e-11,2.217420224819404e-11,2.1554682659425086e-11,2.2175084583737785e-11
formation_BSU22070-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00990-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU01320-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU38560-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU18480-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU14530-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU34920-MONOMER,8.684789686781567e-09,8.684302701608726e-09,8.676367472820965e-09,8.448618607476686e-09,8.678890116275532e-09
formation_BSU09240-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-131,0.0,0.0,0.0,0.0,0.0
formation_BSU25790-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU09530-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU12920-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01350-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU12330-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31640-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01440-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU05860-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31630-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU32410-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU33400-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU11200-MONOMER,4.3299455803955445e-08,4.3295359791812286e-08,4.325883024659652e-08,4.211283199919803e-08,4.326935291110157e-08
formation_BSU26600-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU21680-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31650-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU39700-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU37660-MONOMER,8.099583334092617e-09,8.099439941627568e-09,8.086132994937747e-09,7.871196504931298e-09,8.088242785436935e-09
formation_BSU35290-MONOMER,9.395720794044007e-10,9.395795464049176e-10,9.38201629653256e-10,9.130583304632667e-10,9.383680162826816e-10
formation_BSU23850-MONOMER,9.395725244160064e-10,9.299069667442057e-10,6.742527532083969e-10,1.647246235196363e-09,7.316158833462857e-10
formation_BSU11650-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU06470-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU34570-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU00410-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01260-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU34900-MONOMER,4.0431795132816075e-08,4.042952798698399e-08,4.039258575162196e-08,3.933230728807478e-08,4.0404329847567476e-08
formation_BSU18540-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU20250-MONOMER,1.2083857956976158e-11,1.2083583218278799e-11,1.2064369282102746e-11,2.5090844819435327e-09,1.2067620578979817e-11
formation_BSU06490-MONOMER,2.9552188856502242e-08,2.9553649862314876e-08,2.9526664025554556e-08,2.8727202604471538e-08,2.953302036238859e-08
formation_BSU01420-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU05990-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU39540-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU28500-MONOMER,2.111136426394631e-09,2.1112075558042385e-09,2.1074519695762764e-09,0.0,2.107836292015606e-09
formation_BSU28140-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU07920-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU04360-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-124,1.1881297871332409e-13,1.1879421942501982e-13,1.1873670323480158e-13,1.1403703839200273e-13,1.1877421167607522e-13
formation_CPLX8J2-125,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-126,1.50329489182017e-08,1.503266454385694e-08,1.3148687865073856e-08,1.4971953257957622e-08,1.3143054428350163e-08
formation_BSU06240-MONOMER,1.7336498488013928e-09,1.7334677019609294e-09,1.7329091774384196e-09,4.955957017410223e-09,1.7332734224483182e-09
formation_BSU02480-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU11870-MONOMER,1.0856864207569474e-08,1.0857847683069695e-08,1.083906384189096e-08,9.527796620801487e-09,1.084168528146747e-08
formation_CPLX-7445,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-13,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-12,1.414236159964735e-08,1.4142550287405201e-08,1.41212435040273e-08,1.3753898902097513e-08,1.4124952133851298e-08
formation_CPLX8J2-15,6.466885185093468e-07,6.466782101313733e-07,6.475491758973281e-07,6.369384799893076e-07,6.474079976700498e-07
formation_CPLX8J2-18,0.0,0.0,0.0,0.0,0.0
formation_BSU23280-MONOMER,1.0453422085726086e-13,1.0451771603086934e-13,1.0446711204638672e-13,1.0033224557007689e-13,1.0450011278188358e-13
formation_BSU01130-MONOMER,1.7098454214643217e-07,1.7098260211327613e-07,1.7071665210847026e-07,1.662233294163871e-07,1.7075878747036883e-07
formation_BSU16750-MONOMER,9.682808168867244e-08,9.682894866518754e-08,9.667245556744167e-08,9.099008177935402e-08,9.66971776935297e-08
formation_BSU18800-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU31610-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU15110-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01770-MONOMER,4.036595946861767e-08,4.036171045752754e-08,4.034868155138301e-08,3.927684958191873e-08,4.035717842553452e-08
formation_BSU39380-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU16760-MONOMER,3.1733191643858173e-08,3.1733475775604094e-08,3.168218873805152e-08,2.9819920548238594e-08,3.1690290850076384e-08
formation_BSU10790-MONOMER,1.7473022149355798e-08,1.747020584895061e-08,1.745669433902905e-08,1.6997044761124246e-08,1.746050323412182e-08
formation_BSU07810-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29620-MONOMER,3.117696201197716e-08,3.117521381555772e-08,3.114672765349798e-08,3.032914680477385e-08,3.115578352727147e-08
formation_BSU10520-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU10140-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU01290-MONOMER,2.6466731423871383e-06,2.6467522727991966e-06,2.6429703237585535e-06,2.6007005067805026e-06,2.643404275631877e-06
formation_BSU34870-MONOMER,3.3860935322131325e-08,3.3859036626361466e-08,3.382809813752763e-08,3.2940133100118734e-08,3.3837933616558965e-08
formation_CPLX-5322,0.0,0.0,0.0,0.0,0.0
formation_BSU38060-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU40190-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU02340-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU03280-MONOMER,0.0,0.0,0.0,0.0,0.0
formation_BSU29470-MONOMER,1.0936632153093646e-08,1.0936438534412405e-08,1.0918470550748996e-08,1.0628248050341697e-08,1.0921319339588857e-08
