,flux
PSCVT,-9.041368222736546e-12
PSDC_BS,-1.7640997482400929e-12
PSERT,-1.2873360403875882e-11
PSER_Dt6,0.0
PSER_Lt6,0.0
PSP_D,-0.0
PSP_L,-1.2873360403875882e-11
PTA2,-0.0
PTAr,-2.000000000014462
PTHPS,-0.0
PTPATi,-0.0
PUNP1,-7.239739359652488e-13
PUNP2,7.239739359652488e-13
PUNP3,0.0
PUNP4,5.480679896407347e-13
PUNP5,0.0
PUNP6,0.0
PUNP7,2.5787655962773155e-12
PUNP8,0.0
PURabc1,0.0
PYK,-1.1588871884970662e-10
PYNP1,7.213592881241063e-13
PYNP2r,2.5849394142282115e-26
PYRIS,-0.0
PYRt2,0.0
Q23DO,0.0
QULNS,-0.0
RAFFINt2,0.0
RAFH,0.0
RBFK,0.0
RBFSa,0.0
RBFSb,0.0
RBK,0.0
RBK_Dr,0.0
RBK_L1,0.0
RBP4E,0.0
RHCYS,-0.0
RIBFLVt2,-0.0
RIBabc,0.0
RIBabc1,-0.0
RMI,0.0
RMK,-0.0
RMNt,0.0
RMPA,-0.0
RNDR1,0.0
RNDR2,0.0
RNDR3,-5.475009575788004e-13
RNDR4,0.0
RPE,-4.489728214172653e-11
RPI,-4.489728214172653e-11
S6PG,0.0
SADT,0.0
SALADC2,0.0
SALCpts,0.0
SARCOX,0.0
SBTD_D2,0.0
SBTt2,0.0
SDPDS,0.0
SERAT,-0.0
SERD_D,0.0
SERD_L,0.0
SERt2r,0.0
SHCHD2_1,3.645911116394871e-13
SHCHF_2,3.645911116394871e-13
SHK3Dr,-9.041368222736546e-12
SHKK,-9.041368222736546e-12
SHSL1,0.0
SHSL2,0.0
SHSL3,0.0
SHSL4r,0.0
SLCYSS,-0.0
SO4t2,0.0
SORD_D,0.0
SPMDAT1,0.0
SPMDAT3,-0.0
SPMDt3i,0.0
SPMS,-0.0
SPODM,0.0
SPRMS,-0.0
SRB_Lt,0.0
SSALy,0.0
SUCBZL,-7.822935154867766e-15
SUCBZS,-7.822935154867766e-15
SUCCt2r,0.0
SUCD1,1.9999999999665763
SUCD5_BS,1.9999999999665763
SUCOAS,-1.9999999999665763
SUCR,0.0
SUCpts,0.0
SULAabc,0.0
SULR_1,5.365257370022494e-12
TAGURr,0.0
TALA,-2.696932518223151e-11
TARTDC,0.0
TARTRDH,-0.0
TARTRDH2,0.0
TAURabc,0.0
TECA1S45,-1.1416245513610888e-13
TECA2S45,-7.393468051999104e-14
TECA3S45,-5.730174003658445e-14
TECA4S_BS,-9.803354315219948e-14
TEICH45,-0.0
TGBPA,0.0
THIOGabc,0.0
THMDt2,0.0
THMt6,1.2116903504194741e-27
THRD,-6.7053431430605334e-12
THRD_L,1.2574660514361704e-11
THRS,0.0
THRt2r,0.0
TKT1,-2.696932518223151e-11
TKT2,-1.792795695949497e-11
TMDK1,-7.213592881241053e-13
TMDPP,7.213592881241053e-13
TMDS,0.0
TMN,0.0
TMPHi,0.0
TMPK,-0.0
TMPPP,-0.0
TMPt6,0.0
TPI,-1.1510465836817575e-11
TRDR,0.0
TRE6PH,0.0
TREpts,0.0
TRPAS1,5.365257370022494e-12
TRPS1,-1.7116807842923877e-12
TRPt2r,0.0
TYRTA,3.4911534017671446e-12
TYRt2r,0.0
UAAGDS,-3.207416858331457e-12
UAG2E,-2.453988756926844e-13
UAG2EMA,2.5849394142282115e-26
UAG4E,-2.941006294565985e-12
UAGCVT,-3.207416858331457e-12
UAGDP,-1.0300263412161671e-11
UAGPT3,-3.207416858331457e-12
UAMAGS,-3.207416858331457e-12
UAMAS,-3.207416858331457e-12
UAPGR,-3.207416858331457e-12
UDCPDP,-3.207416858331457e-12
UDPG4E,-0.0
UDPGD,-0.0
UGLYCH,-7.854783464477438e-11
UGMDDS,-3.207416858331457e-12
UGT1_BS,-2.709153184797287e-13
UGT2_BS,-2.0791175604258244e-13
UGT_BS,-4.914277870097402e-13
UMPK,0.0
UMPt6,0.0
UNK5,0.0
UPP3MT_2,3.645911116394871e-13
UPP3S,0.0
UPPDC1,-3.645911116394871e-13
UPPRT,0.0
URATEt_1,0.0
URAt2,-8.077935669463161e-27
URCN,0.0
UREA,-6.862489956804908e-11
UREAt,0.0
URIC,-7.854783464477438e-11
URIDK2r_copy1,999999.0
URIDK2r_copy2,-999999.0
URIK1,0.0
URIK2,0.0
URIK3,0.0
URIt2,0.0
VALDHr,-999999.0
VALTA,999999.0
VALt2r,0.0
X00002,-0.0
XAND,-7.854783464477438e-11
XANt2,0.0
XPPT,0.0
XTSNt2,0.0
XYL14BASE,0.0
XYLI1,0.0
XYLI2,0.0
XYLK,0.0
XYLt2,0.0
ZN2t4,46.00000001000031
ZNabc,0.0
